,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
10,10,10,12,13,15,-0.5278148879504159,5,7,12,25,0.684399460496434,7,9,13,14,0.3962222575991574,2,4,13,14,0.0730489256575415,5,7,25,26,0.7436828037436327,14,20,22,23,-0.4826617504463111,2,5,9,11,-0.1351552655014414,4,5,10,27,0.4702933766719106,6,9,12,19,-1.2650314033464864,2,4,5,10,0.5834205561256686,1,3,7,10,0.9513518990564391
11,11,2,6,14,15,0.0143924480908331,13,14,27,30,0.0785941041774096,4,14,23,24,-0.6496797593129484,13,24,25,14,0.1810527676343821,2,10,11,13,-0.0790601291741925,4,5,12,13,-0.2480877396137168,2,5,13,31,0.4442140267763925,5,10,23,2,0.4269186217897597,6,10,11,13,-0.3031240591212845,10,11,12,13,-0.52775112489353,1,3,7,10,0.9515164599217616
12,12,2,31,1,5,0.8235567274555491,11,17,23,29,-2.923459222161224,7,11,17,8,0.1104080925575898,10,13,15,17,-0.4437596416054219,5,13,21,28,-1.4557034730999852,6,10,12,13,-0.2810503035593732,4,10,11,12,-0.0368757200674259,2,5,6,12,-0.0463657270364641,2,4,6,12,-0.5435259346941943,4,5,10,11,0.5430698561814387,1,3,7,10,0.9513991116386822
13,13,6,12,14,17,-0.3197546520233185,7,21,26,18,-0.2707359237947466,2,12,4,1,0.1117093855710926,9,11,13,14,-0.4750634670480167,2,5,12,13,-0.2568499349774022,5,10,12,31,0.7997222421135552,4,5,6,10,0.6460680117456998,2,6,7,10,0.7078880315812056,2,5,9,19,-0.1087551638616108,5,6,10,12,0.451765782741231,1,3,7,10,0.9514253644380392
14,14,4,19,21,24,-2.1612611402513724,2,10,12,19,0.0233545710712413,2,4,6,21,-0.7076625651501685,5,13,14,31,0.7372547025823672,7,12,25,26,0.6309041939913868,4,10,13,19,0.0116148550541932,2,5,21,22,-0.7744476294569411,2,5,10,23,0.4295115031053964,2,5,6,10,0.6387753731677174,5,6,9,10,0.5072920109894428,1,3,7,10,0.9509336817971499
15,15,26,15,2,22,-0.3275085126224852,10,13,23,21,-1.204715663903368,2,5,6,12,-0.036567730274752,10,6,13,2,0.1191301121637181,6,7,26,31,0.861020220759748,2,5,6,19,-0.0190338411417081,5,14,31,2,0.7934346826396799,6,10,11,19,-0.2358576365945659,5,6,9,10,0.5110647750300461,5,12,14,19,0.3076186111727154,1,3,7,10,0.9516815238722093
16,16,13,14,19,22,-0.8662646900932043,2,4,6,8,0.0664956373920789,2,7,12,19,-0.0488971890337752,4,11,19,26,-0.2002130888718836,4,10,11,12,-0.0371956970914166,5,10,14,21,0.7007181883790341,1,2,10,11,0.6133315466798879,5,6,14,15,0.3892486712617108,2,4,6,13,-0.5732258477496424,4,6,22,24,-1.3850809356304898,1,3,7,10,0.9514611943296425
17,17,12,30,5,1,0.6592267447018227,2,10,11,19,0.0098970726074083,5,9,14,19,0.3432446416816237,8,12,14,28,-0.1588201382893068,2,4,11,13,-0.8095429382013628,5,11,12,13,-0.713343762406808,5,6,11,12,-0.4396780224931471,6,13,22,30,-0.6225273412773868,4,5,10,18,0.5673048733113102,2,5,6,10,0.6377469176678431,1,3,7,10,0.9512069542395429
18,18,1,2,5,7,0.7932760772098861,15,31,11,23,-0.8192982681383891,2,14,29,18,-0.44899303453795,5,11,31,19,0.2380623684888347,3,4,6,12,-0.0216816042859715,2,6,11,13,-0.9640679323446372,2,5,6,13,-0.0717087050272937,5,6,7,10,0.8717587462453995,5,6,20,23,0.1353994545981574,5,10,25,27,0.6136151241295085,1,3,7,10,0.951266599087488
19,19,1,9,12,14,0.4142322176291172,5,10,19,23,-0.0865418021919643,5,10,11,12,0.3037978045242955,5,12,13,21,-0.782233736802249,4,6,13,22,-0.9974243676942768,2,5,6,21,-0.1966632049220171,2,5,11,13,-0.2646182098204297,2,5,10,26,0.8002376575247119,2,4,5,6,0.1282180604037246,5,6,10,11,0.4461033162923212,1,3,7,10,0.9514446467627973
20,20,5,13,17,14,0.2919662615405007,1,9,13,14,0.3962503559169068,5,6,7,12,0.3933993269166518,6,8,21,22,-1.4062771449111064,11,14,18,4,-0.0638669055252154,2,5,12,13,-0.2442683484796444,6,7,11,13,-0.3536498973738511,4,5,6,25,0.4925165365596174,19,21,25,26,-0.467454252137887,2,10,12,19,0.0344031775260911,1,3,7,10,0.9512068488389682
21,21,1,5,13,15,0.1980731178935832,4,7,9,19,0.0143800831870934,12,14,16,19,-0.656583743424114,4,6,10,13,0.1268262901073948,2,10,12,14,0.5885303031459461,4,16,25,6,-0.0463990045715152,6,11,14,19,-0.3272540392359691,5,10,19,20,0.754358155512761,2,4,5,14,0.5241599186103945,4,5,6,10,0.6510191836293652,1,3,7,10,0.9517178368128616
22,22,3,12,13,31,0.2258797991287268,2,9,12,16,-0.9307391793119056,4,13,21,27,-1.8059489066015608,11,14,7,17,0.3473799024766042,2,5,10,12,0.5495664572852201,4,25,30,13,0.3155676120245734,5,6,10,13,0.4370265648292893,4,5,11,15,-0.2505988424401681,6,12,14,21,-0.5223569739132472,5,25,27,10,0.6211977866157532,1,3,7,10,0.9515975702189486
23,23,8,11,18,20,0.0025488392737419,6,7,12,26,0.378325532887132,10,11,14,19,0.35662708444505,2,5,13,21,-0.3645530239131824,5,10,12,13,0.28471395517514,12,13,14,19,-0.5193554677500511,4,12,27,29,-1.6903445638500352,2,12,14,19,-0.082051689396605,4,5,6,10,0.6426558358061653,2,5,10,19,0.5562430708680082,1,3,7,10,0.9516406392162069
24,24,5,9,10,16,0.3873756705934301,6,10,14,1,0.8973875387992777,2,4,5,10,0.5696953725671319,1,12,13,18,-0.4897196035420554,2,5,6,12,-0.0540644477634781,2,4,10,14,0.617885242316551,4,6,14,19,0.0419412859954652,2,5,6,14,0.5845807631753995,4,5,6,12,-0.0429137104296208,5,10,13,24,0.2625664956941576,1,3,7,10,0.9514596638972719
25,25,4,6,20,22,-0.1721497034476267,9,10,14,15,0.4048216107943961,7,21,22,26,-0.4629604458386946,4,6,13,25,-0.0560959408398211,6,9,11,13,-1.3841747297218872,2,5,10,11,0.5306418097526522,2,6,10,27,-0.0258540680469976,2,5,6,8,0.4431144885475606,2,10,11,12,-0.0527045144499134,6,10,12,14,0.474733829290854,1,3,7,10,0.9510085137343901
26,26,3,4,24,2,-0.0167229174433942,2,8,13,20,0.3313126048462145,2,7,21,24,-0.6281075804282128,2,6,27,31,-0.2008425709681838,1,5,14,15,0.7814081186307367,10,19,21,27,-1.731849490785435,5,11,12,14,0.242371677568338,4,11,13,14,-0.1774146801374039,6,10,11,12,-0.2743314062497337,4,6,10,11,0.1260146393475418,1,3,7,10,0.9511729096743765
27,27,13,24,26,23,-1.2901512612277353,1,8,31,26,0.9585541891921912,4,13,25,28,-0.4650966489151449,5,6,10,26,0.8168657813328608,5,11,29,6,-0.5528272235752905,4,5,13,14,0.4747012431092616,2,4,5,10,0.5697964500186905,5,12,13,22,-0.7320506078518796,5,10,13,19,0.32573414231448,10,11,12,13,-0.5327257757182906,1,3,7,10,0.9511516913642467
28,28,3,6,11,28,-0.6758363449779239,8,12,30,7,0.6485062604376248,10,12,25,28,0.0876688641393019,2,11,12,21,-1.290491717682699,10,13,21,22,-1.0649031714147354,2,5,10,11,0.5369603065518479,5,12,13,28,-0.8742230915836244,5,6,19,23,-0.8893842234783034,2,10,11,12,-0.0457003118250716,6,10,22,30,0.2664296199023659,1,3,7,10,0.9518149897743755
29,29,5,12,13,16,-0.5930405083346009,2,10,11,13,-0.0841076725489275,10,21,25,27,-0.4380056071448299,8,13,27,9,-0.9369204700306863,2,5,10,13,0.5228908246669188,5,6,10,14,0.878431933763558,4,12,14,19,-0.074337767062687,6,10,21,19,-0.7539680573643661,2,5,7,10,0.854831118369268,5,6,10,12,0.446617476563297,1,3,7,10,0.9517914703886806
30,30,5,7,16,27,-0.1379763898127572,3,5,22,28,-0.4958526010620372,2,3,4,19,0.0497656828086372,12,13,19,25,-0.6165399853951694,6,10,7,26,0.8666517604580077,4,6,12,13,-0.9335111257378093,2,11,13,5,-0.2805127995839944,2,12,17,21,-1.5015614501078232,2,5,11,12,-0.2490741774334885,4,5,6,11,-0.053596399003285,1,3,7,10,0.9515266992193578
31,31,5,10,20,21,0.6200621067093756,10,16,18,23,-1.383498869398009,4,6,11,18,-0.8559678123203609,4,9,12,14,-0.042971841534608,10,11,15,21,-0.6445710562945117,2,6,10,11,0.1162611824260507,5,10,12,13,0.2844531572045292,4,5,6,12,-0.0409330296748322,5,6,10,12,0.4477792612294438,5,6,14,30,0.8063108032354255,1,3,7,10,0.9515163418623475
32,32,1,6,7,13,0.4438547173812398,9,22,27,2,-1.6263237059906848,6,20,19,18,-0.678943171789772,2,12,28,30,-0.4816342124008046,4,5,6,23,-0.2104388536431716,5,11,20,22,0.1126174528608321,5,6,10,12,0.449062639472596,5,13,17,31,0.2283281232081621,6,10,12,25,0.4606739122956826,5,6,30,9,0.338293141606395,1,3,7,10,0.951372655540354
33,33,1,2,9,13,-0.0300296101700245,2,5,28,1,0.316793527833534,7,15,30,21,0.0362756613436545,5,6,12,16,-0.3742276043311938,2,10,14,21,0.4682112118640178,5,6,11,12,-0.4329873352832891,10,12,13,19,-0.4107013506493571,5,10,11,12,0.3016845759031009,10,13,19,21,-0.8578930756646579,2,6,10,11,0.1270289207904187,1,3,7,10,0.951489002669593
34,34,2,3,5,6,0.4765363908832114,2,4,7,13,0.0798454510858717,2,3,5,14,0.7862772555248394,5,6,14,20,0.8011975465601174,2,9,10,12,0.0437325591950066,8,13,14,21,-0.1198144492542265,10,11,22,26,0.1826239059854311,2,4,5,6,0.1064079853740458,2,4,9,10,0.2067625614999769,1,4,5,11,0.4600021170643964,1,3,7,10,0.9517152831821998
35,35,6,10,12,18,-0.2395555761426773,5,28,19,30,-0.4742509957931029,10,15,16,26,0.2909383262630906,2,4,6,10,0.2985097012222949,2,4,9,10,0.2075686376793817,2,6,9,10,0.175576573076969,2,6,12,14,0.0287443333681883,6,13,21,28,-2.465548658491339,10,11,12,14,0.3271296463414093,2,6,10,11,0.1128417736468282,1,3,7,10,0.9515650249625114
36,36,10,15,25,9,0.4029392641841952,4,16,25,26,0.2791223411422719,12,21,27,28,-3.645363062722982,6,10,13,21,-0.4551022887693767,5,11,12,23,-0.7841055013802789,2,5,6,10,0.6415998264126426,2,7,10,13,0.6090264337868905,5,6,10,13,0.4352842118110412,5,11,12,19,-0.5680042016613589,6,9,10,11,-0.1575748881582415,1,3,7,10,0.9516340093979779
37,37,4,11,15,16,-1.0924281040554975,2,5,7,10,0.8540199655960724,2,5,14,19,0.5037165157075868,2,11,16,22,-1.4197696676169689,10,14,21,24,-0.1968139063327461,2,5,14,19,0.5037165157075868,6,14,28,27,-1.2305523487752814,5,6,11,12,-0.446763798037864,2,5,6,13,-0.0786075121500129,4,5,6,10,0.6417551835315005,1,3,7,10,0.9513751412210163
38,38,2,4,5,10,0.5711031662452792,8,10,13,17,0.1450708484112953,2,10,30,14,0.8662489107189092,6,14,22,28,-1.1394067807393418,1,2,3,15,0.4652280578185019,6,10,13,22,-0.3917501107699903,2,5,6,10,0.635303977644806,2,4,5,7,0.4922256346271149,6,10,14,22,0.3467179967446769,6,10,13,19,-0.2592175623561061,1,3,7,10,0.9513275798652371
39,39,8,14,22,1,0.5867756573821672,3,19,25,26,0.4859742084890821,5,6,7,10,0.8724537614501244,4,25,28,14,0.2994153706111295,4,12,15,19,-1.056627034835449,2,5,10,11,0.5376795065765299,2,5,6,14,0.5916088268357009,2,10,11,13,-0.0745386071130072,12,13,18,23,-2.1487554584885857,6,10,20,25,0.874691689307594,1,3,7,10,0.9518161294292573
40,40,6,22,23,25,-1.2124066203703223,3,6,12,14,0.4065024222094748,2,5,9,12,-0.143302292670586,4,5,6,11,-0.0575506015702165,2,5,12,27,-0.3213781508507529,5,6,11,19,-0.4066174102498134,5,12,21,27,-1.309833276300127,2,6,10,12,0.1268925316157854,2,5,6,8,0.4421617510175555,4,10,11,14,0.5789357873594183,1,3,7,10,0.9513383997719896
41,41,4,8,16,30,0.2504941292206886,9,14,20,23,0.0338517312668806,2,4,5,7,0.4891710193987031,7,20,26,30,0.9006137131572517,2,5,6,21,-0.2235304681494596,5,27,13,28,-1.435184095781068,2,6,11,14,0.0137517477537386,2,5,10,22,0.4701216542063892,2,5,10,11,0.5283653213384877,5,12,6,30,0.2706692925316912,1,3,7,10,0.9515767091192672
42,42,4,6,9,10,0.1925972844775992,2,6,14,10,0.6693563999577868,6,14,16,21,-0.8347960528785043,4,6,18,24,-1.1743877729566687,2,5,6,11,-0.0612021012548689,5,10,11,12,0.2960868149185532,2,4,12,8,-0.0686465160367106,5,18,21,23,-1.9381983117053427,4,5,6,10,0.6458912223630453,2,5,7,10,0.8572840194536336,1,3,7,10,0.9520068471544444
43,43,4,8,22,26,0.1688465517486311,8,14,16,30,0.5883144813508924,5,7,18,26,0.6275233849230322,12,13,28,30,-0.9512449049584292,2,4,5,7,0.497222520137233,2,6,7,11,0.0532359261852888,5,13,22,23,-1.2376840537308365,6,14,21,22,-1.0378759406238238,5,7,11,12,0.2246343867146325,2,6,26,12,-0.0429681531180174,1,3,7,10,0.9515476130707675
44,44,6,8,10,17,0.2444088612574295,1,2,6,12,0.0528062284656045,2,9,18,19,-1.1692659755220332,2,7,10,11,0.6046402855220648,6,9,13,22,-1.502648505842236,2,11,13,22,-1.2757211464810343,4,6,10,12,0.1302641141596616,6,10,11,21,-0.4674801377764077,5,6,8,10,0.7830892264922968,4,5,14,21,0.3716875610719108,1,3,7,10,0.9516418652400522
45,45,6,18,20,25,0.2950090826474906,2,3,13,20,0.4389676623634276,2,4,5,6,0.1046382603980259,10,11,12,21,-0.6263556943523945,6,11,21,24,-2.1180829315341105,5,6,7,12,0.3776506845772438,2,4,5,6,0.1046382603980259,4,5,6,9,0.0112832001643303,5,6,10,11,0.4336686995194577,5,13,14,19,0.2727764307156055,1,3,7,10,0.9514113617607857
46,46,2,4,20,21,-0.1424121482724372,1,2,4,6,0.2394103182341145,9,10,12,16,-0.2914495502863508,10,14,19,26,0.7764608075965083,5,6,11,12,-0.4380516184631855,3,8,12,14,0.6891489028589666,2,4,11,12,-0.7675396514332788,4,5,6,10,0.6477095018031691,2,6,13,14,0.0150233842444315,4,5,6,11,-0.0467569818307229,1,3,7,10,0.9511842893264404
47,47,5,7,11,12,0.2273578666749732,4,6,9,12,-0.7751076581464287,5,6,16,25,0.2556237806853793,10,19,22,24,-1.4099606802386295,9,10,13,15,-0.3823836049848068,2,5,14,28,0.3366399439698808,5,6,19,22,-0.786817665523581,5,6,11,12,-0.4376439439749173,4,10,21,27,-0.6738212903801393,6,11,13,16,-1.4594687778917246,1,3,7,10,0.9513056806131096
48,48,8,14,24,31,0.4838868852494683,6,10,24,27,-0.8387710866549958,14,21,22,27,-2.0888845000276843,4,11,12,19,-1.049154107686772,2,13,27,28,-1.9202345051301624,2,4,5,6,0.1209575007827372,5,18,20,21,-0.2553127382032445,2,12,21,22,-1.7078030918194438,5,10,12,30,0.7482205911789788,6,12,30,19,-0.4444429920506758,1,3,7,10,0.9514990355423056
49,49,2,4,12,16,-0.6771477539909356,5,10,19,21,-0.1046326077684769,2,4,5,6,0.103343737272683,2,4,5,14,0.5089973194733113,2,12,14,24,-0.1647841003266854,2,6,10,12,0.1221660794673298,2,6,14,22,-0.0914306399483961,2,4,6,10,0.2952147997333199,2,11,12,31,-0.1980053538958794,6,10,11,19,-0.2586517485225639,1,3,7,10,0.9516700611057356
50,50,4,6,8,11,-0.1837195356021193,10,21,23,28,-2.3974024177629603,13,19,21,31,-1.0859415687458736,6,7,10,11,0.4987977716820172,6,9,14,22,-0.4077066785549432,2,4,6,8,0.055144350350512,5,7,11,14,0.7829782344891105,10,6,27,24,-0.856431874823494,5,10,19,20,0.7462153345115193,4,5,6,11,-0.0607565892140975,1,3,7,10,0.9515936860016077
51,51,3,7,10,13,0.7983492421796379,28,8,19,14,-0.5188529747988504,10,11,19,31,0.2917748508337796,5,14,18,21,-0.1535377078866719,5,12,13,19,-0.602292791209109,4,5,10,11,0.5339065373132943,6,13,19,27,-1.9317710446882692,2,5,10,12,0.5353491019931155,13,2,22,26,-0.3662752475828186,10,19,21,28,-1.9067730881232108,1,3,7,10,0.951679654142478
52,52,8,16,18,19,-1.533373094838543,3,9,19,30,0.1742315464444374,1,8,9,11,0.1981831638657357,1,2,6,11,0.0397802800960156,5,9,10,18,0.3812934339295105,5,27,28,31,-0.5851959075592559,6,10,11,29,-0.4012228814288598,6,10,12,13,-0.295251962179619,4,6,10,11,0.1172684773203054,5,6,12,13,-0.4677380350789577,1,3,7,10,0.9518161960038096
53,53,9,10,17,22,-0.7196745071017254,2,13,17,18,-1.2440266116203005,5,9,10,19,0.3815844268030568,2,10,11,15,-0.0847173479864844,10,11,13,20,0.2613200261212871,4,5,10,11,0.5344379417969454,4,6,14,29,-0.089792732707628,2,4,6,10,0.2953970752393361,2,5,6,11,-0.0737451182605308,2,4,10,13,0.1553769436487602,1,3,7,10,0.9515641817997073
54,54,16,29,31,21,-1.8776062700719152,12,17,27,11,-2.093623518765634,1,8,11,19,0.1093538574871847,2,4,10,11,0.1783083890524266,2,4,6,10,0.3079186169162037,2,5,23,6,-0.2150320716287834,2,12,13,14,-0.1642525214902224,5,10,11,12,0.2972434651869742,4,5,11,22,-0.2742599433020904,6,10,12,14,0.4749207457825988,1,3,7,10,0.9518542275346573
55,55,12,15,16,7,-0.489806062599577,2,4,8,11,-0.0916486127684754,1,3,4,5,0.7298249880735569,2,6,10,11,0.1125142205932095,12,13,19,27,-2.1232544685842982,2,4,5,11,-0.0391322428852025,2,5,6,9,0.0012369428141286,2,12,13,14,-0.1731853805766621,2,4,5,10,0.5685668920212502,6,11,13,14,-0.4062854563953233,1,3,7,10,0.9515003000064293
56,56,12,14,25,30,0.6982114927661192,11,14,19,26,0.2449034325821383,2,4,5,6,0.1075736802727318,5,10,13,14,0.8026579780519597,2,6,11,14,0.0146234705936549,10,13,14,18,0.3486314994267395,5,14,12,18,0.2933519352256026,2,4,12,19,-0.6723637280636106,2,5,6,14,0.5832244520862842,5,6,10,12,0.4454819723761961,1,3,7,10,0.9515785663442751
57,57,3,4,15,18,-0.1623636698274266,1,2,14,15,0.5390524836223034,2,5,6,9,-0.0008946745647255,2,4,19,23,-1.128194136212183,2,5,6,8,0.4394522920999013,5,12,13,22,-0.7381737967084201,4,5,9,10,0.5795949466007578,2,6,11,19,-0.8797757580471424,4,5,10,12,0.544547128408067,2,5,6,10,0.6316261709798724,1,3,7,10,0.9517401872224543
58,58,12,16,19,21,-2.6161587153462578,4,6,9,22,-0.9398604048626796,2,5,7,11,0.4505288922677309,5,11,21,30,-0.0702149435806762,2,6,9,12,-0.8087893208014416,2,5,6,10,0.6312145966967491,2,6,10,12,0.1227399346563717,6,10,11,12,-0.2815427598205047,2,10,14,19,0.5813344217712156,2,4,5,6,0.1045660445256173,1,3,7,10,0.9517546650623757
59,59,3,13,19,10,0.3285087640453795,1,2,3,5,0.7242776618931965,1,2,4,14,0.5870846514598799,10,11,12,13,-0.5375830464229252,2,4,6,8,0.0549172753716704,4,5,11,13,-0.2771138443613294,2,6,10,14,0.6648446379071364,2,4,7,11,0.0888575301649178,4,10,12,13,-0.0601769481852836,4,5,6,10,0.6393547259379138,1,3,7,10,0.9517799997313442
60,60,7,18,19,21,-1.4566015457571182,2,4,10,12,0.1763839851255846,2,4,5,11,-0.0432254807079404,4,10,13,27,-0.1564244818671403,4,11,21,2,-0.8938163382352882,2,5,6,13,-0.0849672992655914,6,14,21,16,-0.849805086788896,13,14,31,2,0.4279938197499867,2,6,11,14,0.0108717310274831,10,12,28,4,-0.2200355535660385,1,3,7,10,0.9517015892958847
61,61,3,6,8,12,0.2095432370466136,2,5,24,31,0.3981513156399114,6,10,13,16,-0.2498852392717694,10,21,24,26,-0.3021477263201142,2,5,6,12,-0.0429417765112531,12,14,25,10,0.8334451141503147,5,13,14,24,0.2204862752915894,6,10,11,4,0.1333788009169837,6,10,11,19,-0.2422501851994891,5,10,11,12,0.299520765357276,1,3,7,10,0.9514254571890582
62,62,4,6,10,13,0.1116656230004904,15,19,31,18,-0.7911240804787454,2,10,12,16,0.0120890471709385,5,19,22,30,-0.3112183269076753,1,2,4,5,0.4890131648206353,5,11,12,21,-0.797411842359081,2,5,6,10,0.6324147483766442,5,6,13,22,-0.5563385170777322,2,6,12,14,0.0278357199110428,6,10,11,21,-0.4620472803700148,1,3,7,10,0.9515137760355251
63,63,9,13,16,27,-2.0038484798151277,4,28,31,5,0.2662202119875204,8,10,13,19,0.1393886380564927,2,14,12,29,-0.2137641557157057,11,19,22,12,-2.0429682226787635,6,18,22,27,-2.714701402761233,6,9,10,29,-0.324123301764065,2,5,6,10,0.6316236046196393,2,6,19,21,-1.3735791791059215,2,4,10,11,0.1665694312618897,1,3,7,10,0.9516192211861787
64,64,6,8,14,24,0.1150798860765287,2,8,13,19,-0.3470776380213842,6,7,9,10,0.5652681384624895,6,10,24,13,-0.3381811521435904,3,5,6,12,0.3017354128044691,2,4,5,6,0.1196685878047718,2,4,5,6,0.1196685878047718,4,6,11,2,-0.5575263657731462,5,10,12,13,0.2881824877122743,4,5,6,10,0.6472317920756174,1,3,7,10,0.9516404948554992
65,65,11,26,31,27,0.0636590913563326,6,11,14,28,-0.6143808888321189,2,5,10,14,0.8680066314554702,2,10,12,13,-0.0553273857163711,4,6,7,11,0.0680243201436046,2,9,10,11,0.0436172148445128,11,12,13,21,-1.983025113035408,2,10,11,19,0.0153789995597309,2,11,12,13,-1.228079901403368,4,6,9,10,0.1975497087259576,1,3,7,10,0.9514154728228658
66,66,11,12,20,22,-0.7355260544131657,2,10,20,29,0.4098806975644902,2,5,6,8,0.4408744117519851,4,6,10,12,0.1350140766499417,1,2,10,14,0.8949178121452809,5,6,10,11,0.4349516999212444,4,6,10,13,0.1122308384461026,2,6,10,12,0.1253978293677308,6,11,12,26,-0.4420689689885932,2,4,5,10,0.5683727799319884,1,3,7,10,0.9514274974331243
67,67,5,8,13,26,0.5654821540184768,1,3,5,9,0.723690726009647,3,7,10,16,0.7985849528045522,2,5,6,7,0.560914004371927,2,5,6,10,0.6314060649127594,4,6,10,16,0.1290487461489413,10,12,13,14,0.316558249439135,5,6,11,12,-0.4515204799757191,2,6,10,13,0.1008650136564186,2,4,5,10,0.566826058603065,1,3,7,10,0.9513870456507826
68,68,1,2,11,15,-0.1552288327545885,12,21,23,25,-1.470771093396455,28,6,26,1,0.0671821804066049,1,4,5,8,0.7733723226657427,2,5,10,14,0.8642993206734341,11,26,12,14,0.250716863443979,2,4,6,13,-0.5846719887818628,5,14,19,21,-0.1499885193627808,4,6,12,13,-0.939212297569032,6,14,16,29,-0.758177766650858,1,3,7,10,0.9513228711532812
69,69,1,2,4,27,0.006661364842924,2,4,5,6,0.1065133209142489,10,11,25,29,0.1806452636136787,12,21,29,13,-2.4193174266975364,3,10,13,22,0.2294255439534425,5,7,22,25,0.5446829723748253,5,9,26,30,0.5614141081692923,2,5,6,12,-0.0571390566673706,4,12,21,19,-1.5007712157767212,4,6,10,21,-0.045672696151696,1,3,7,10,0.9509759007996307
70,70,9,18,22,23,-2.8522510372531094,3,5,10,12,0.7493162221857979,12,13,15,18,-1.7606887456120783,5,6,22,30,0.0872776884027932,2,4,5,10,0.5658583219591274,6,13,27,11,-1.7149599479039384,5,10,12,13,0.2782368972676109,6,11,12,14,-0.3783111468372568,4,10,11,27,-0.1489222900163085,2,6,10,11,0.1078106410894854,1,3,7,10,0.951618651049069
71,71,4,7,10,11,0.6109112086105415,1,11,21,15,-0.7273897273566117,4,5,12,19,-0.1648656170853046,2,11,25,3,0.3636479031534763,5,11,12,22,-0.7316944596083323,2,5,6,10,0.6293763832922304,2,4,5,6,0.101616871633147,2,10,11,12,-0.061905136119112,5,12,13,19,-0.6052507603575907,2,5,10,11,0.5250495466458398,1,3,7,10,0.9516162494045309
72,72,3,5,10,11,0.7428720428488049,2,11,12,15,-1.2455850414557696,4,14,21,22,-0.7165998596274723,1,2,12,22,-0.1811735308552609,2,5,6,10,0.6310846696082679,9,12,14,29,-0.5462318489553124,5,6,9,10,0.4978933512315691,2,5,6,10,0.6310846696082679,13,19,20,21,-1.1197999948319577,2,5,6,9,-0.0019631978132768,1,3,7,10,0.9515884504903249
73,73,4,7,11,15,-0.1512021255071047,4,6,10,16,0.1261788252130711,2,5,8,12,0.3256577062847381,2,4,11,12,-0.7906770008798514,2,5,6,8,0.4376214572046357,4,5,6,14,0.5886890108954582,10,27,28,31,-0.5233500129520261,5,6,10,27,0.2869852428668569,2,4,12,17,-0.6791986661868064,5,6,10,19,0.4232150916408307,1,3,7,10,0.9519148992334376
74,74,5,14,21,26,0.5824372771732532,2,8,19,20,0.2928748128774162,5,6,16,22,-0.7895321275135645,4,27,8,13,-0.5168521687502423,10,13,31,28,0.071842353231167,5,7,10,18,0.7989497464011786,5,11,12,14,0.2435953913243345,2,5,6,12,-0.0467152728462938,5,6,10,11,0.4387531043723867,4,7,22,10,0.550152488627015,1,3,7,10,0.9518196948602111
75,75,4,10,11,21,-0.170669571087533,10,3,31,5,0.9598346149250676,4,7,10,14,0.8990176616491639,10,22,14,27,-0.2260138210089568,2,5,10,11,0.5274104779226317,6,11,19,22,-1.847848011240086,2,5,12,13,-0.2703533747984203,2,6,14,18,0.0290223965958644,21,22,14,5,-0.3237251627599675,2,10,11,14,0.5691659088258141,1,3,7,10,0.9516078918693913
76,76,4,12,14,15,-0.1504609945838979,4,6,12,14,0.0463941057582162,3,4,5,9,0.4308268463982049,2,14,29,31,0.3333246243087482,4,6,12,13,-0.9290305326392804,21,23,27,31,-2.4816668960768995,2,6,10,11,0.1197585339956367,6,10,12,13,-0.2860735098216151,6,14,31,22,0.1860608642673481,2,4,5,6,0.1202207063895052,1,3,7,10,0.952011780292776
77,77,5,6,10,11,0.4391475566753011,5,12,14,15,0.2374559933153132,5,7,9,10,0.8420811019369769,2,4,5,11,-0.0251453053722523,8,11,12,13,-0.9206834080694954,5,10,19,21,-0.0901935578567323,2,5,6,11,-0.0592548616659693,10,12,13,14,0.3193278833529064,2,6,13,14,0.0125467616763235,2,5,10,12,0.545226838159024,1,3,7,10,0.9517876261780592
78,78,3,23,27,30,-0.6283769252116249,2,6,18,19,-1.0532754757011236,2,10,11,12,-0.0467358239079307,2,4,5,6,0.1218527991085952,5,7,14,15,0.782870667799749,2,4,6,13,-0.5689957841282189,10,28,11,13,-0.7209335542406663,2,5,11,12,-0.2423407959142973,2,5,6,12,-0.0447535778217023,2,5,6,10,0.6402601312982755,1,3,7,10,0.9518018359800409
79,79,2,9,19,23,-1.4756147273534808,2,4,5,10,0.5670562649022526,5,6,7,14,0.8577580739905329,2,4,5,6,0.1037025316459961,11,12,13,31,-0.6735892944781154,2,4,6,7,0.2239372811943744,5,6,14,18,0.3815499497964659,5,13,14,21,0.1077948536486226,2,4,5,6,0.1037025316459961,11,14,22,26,0.1270710052946231,1,3,7,10,0.9518392371772109
