,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
10,10,10,10,10,13,17,18,21,0.0962193669133302,3,5,9,19,0.5185687712496005,8,10,13,19,0.9157742558862296,5,34,44,50,-0.7380425129736177,2,10,18,20,0.5754203928107202,6,17,19,21,0.8488714276287165,6,13,19,27,0.9436301924035112,10,13,21,32,0.7495413501766239,5,16,19,21,0.0512031295197694,6,10,13,16,0.7012920605565753,1,4,10,6,0.9604535192638003
11,11,11,11,11,6,13,14,16,0.72782890519882,1,10,17,38,0.826034137950394,11,17,22,25,0.9624607062485796,11,20,48,53,0.768377792994833,4,5,19,20,0.8881449621595751,1,5,10,13,0.6558104863759856,5,8,9,16,0.5240575013408887,8,30,37,47,0.8437897289386491,10,13,17,20,0.8586446889495685,3,5,7,10,0.7464330454805426,1,4,10,6,0.9644877584270997
12,12,12,12,12,1,6,13,22,0.8952459194483832,5,7,13,18,0.3503681903887247,5,23,25,37,0.938161799577326,5,6,8,18,0.6920750275394807,5,21,23,24,0.6915712005938444,5,10,17,19,0.8662294929608121,6,17,36,37,0.9488488091186884,5,6,10,14,0.9609108557430346,10,16,19,21,0.4835508027990085,6,10,13,18,0.7313302552744508,1,4,10,6,0.9639021165779462
13,13,13,13,13,4,10,15,22,0.8002020864329945,5,13,16,21,-0.4876303821657066,22,35,89,93,-0.2744261616537098,10,34,37,61,0.4790424074984982,21,22,27,33,0.5210617465025325,10,27,41,43,0.8198002621695999,19,21,34,37,0.4871981841318091,3,8,13,17,0.4881938077858048,11,18,19,20,0.8300389169541307,5,10,13,18,0.2820642098448581,1,4,10,6,0.9640532232534614
14,14,14,14,14,10,11,20,23,0.960436249757513,5,9,15,22,0.5198736895103311,2,4,5,9,0.5894926628414222,5,16,17,21,0.0162406200557867,6,7,8,16,0.8912564593053587,5,8,10,13,0.6549832368384487,6,10,24,27,0.9164053149438216,8,14,21,27,0.878804235195611,10,14,16,17,0.8556111560240693,3,5,8,10,0.6423014629315402,1,4,10,6,0.9644849313982515
15,15,15,15,15,1,15,23,31,0.8859883598457375,8,17,19,30,0.902098053697583,5,8,20,21,0.6536193909500707,8,16,17,22,0.8239869506164744,8,19,22,38,0.7999268194451652,6,13,16,17,0.59710880110281,6,10,31,33,0.9003498727086592,5,8,10,13,0.6616198216770605,5,6,10,16,0.6925214142226369,5,8,10,18,0.6968385623901083,1,4,10,6,0.9609778489686968
16,16,16,16,16,6,23,27,29,0.962243003062256,4,8,22,25,0.9726724760855208,5,17,19,22,0.8303749303659005,6,13,24,25,0.8991022969949798,2,5,33,37,0.1323268191124949,19,20,21,27,0.8730828988682444,21,22,49,50,-0.2003240773466206,5,8,10,13,0.6548218608541416,6,7,10,19,0.9396799360893684,2,5,6,13,0.2598626534009982,1,4,10,6,0.9641269508325292
17,17,17,17,17,2,5,26,34,0.0858841952722219,17,19,33,38,0.2933016439490188,5,11,16,20,0.5728890494876872,20,25,32,49,0.8406440644670122,1,7,10,11,0.9511699649167707,5,13,18,21,-0.4106072244772667,6,17,19,27,0.974449448120742,5,16,17,23,0.594487321491448,5,8,17,18,0.548434165887073,5,6,8,10,0.930270326131394,1,4,10,6,0.9645877290991483
18,18,18,18,18,7,23,25,26,0.95531824763559,13,24,25,33,0.5915606796555553,19,22,27,35,0.923427059458525,4,9,14,16,0.8551794969974067,3,8,14,17,0.8953486649912615,5,6,10,16,0.6883900841630528,4,5,8,17,0.8463489962995938,5,10,18,19,0.6456125975261138,5,10,17,18,0.6219338098193985,5,21,30,31,0.581510324358478,1,4,10,6,0.9644029960612569
19,19,19,19,19,2,7,12,15,0.2499637018854816,1,3,6,8,0.9062660282895773,11,16,17,18,0.4308434829398893,5,10,20,30,0.8703787648793557,7,13,19,26,0.9274394574250512,5,6,8,17,0.8591775273686406,5,7,10,13,0.7632940690561589,21,25,26,31,0.903188514252778,13,14,17,20,0.9042329786556256,5,8,13,18,0.2180298498403232,1,4,10,6,0.9610156136370297
20,20,20,20,20,1,8,15,17,0.7903891956725424,8,10,13,28,-408.7366637466997,7,11,19,32,0.9225780011694726,17,31,32,38,0.8274293841311963,13,16,21,25,0.1486655962035663,33,34,42,53,0.2092091775973064,10,16,20,21,0.5726979943417381,13,17,18,19,0.5414074750099114,10,17,19,20,0.9679175513781384,5,6,7,10,0.9548445106660828,1,4,10,6,0.9608339266920288
21,21,21,21,21,6,13,18,20,0.7023005523935446,13,17,19,31,0.8233286923396822,13,31,36,38,0.2890143532131271,6,19,21,29,0.7645081711062724,5,10,13,18,0.2896980860734303,8,13,17,21,0.5808838559599876,5,20,22,25,0.8769626906874283,5,6,7,10,0.954471292169334,10,13,21,27,0.7707300732493838,6,7,17,20,0.9563721206194704,1,4,10,6,0.9612307575780561
22,22,22,22,22,3,23,24,38,0.633669145508944,3,11,12,21,0.4238422597582609,13,18,20,21,0.193378055086234,5,10,19,22,0.8688242156936569,5,10,13,15,0.2244360192014534,5,18,19,21,0.1015600025565504,5,10,17,21,0.644331425080272,5,6,8,13,0.6612535134171136,5,6,10,13,0.7015546607423362,5,6,8,10,0.9318987209482108,1,4,10,6,0.9613401390447255
23,23,23,23,23,3,10,16,17,0.5736905209663867,5,11,13,19,0.5507813518815488,12,17,18,19,0.6323290626194924,10,20,26,27,0.9647877175262618,4,13,20,25,0.8954866819848477,6,10,21,23,0.926867526331162,5,8,20,21,0.6434768251513674,3,5,7,13,0.2804147351520674,5,8,10,17,0.8536382546436654,8,13,20,21,0.6500117639819382,1,4,10,6,0.9651209800963397
24,24,24,24,24,1,16,17,35,0.8365754566627499,3,8,33,42,0.3775218930793487,4,6,16,21,0.549154774233488,35,37,41,47,0.4193160854563276,6,10,18,19,0.8718085940879292,15,19,39,42,-0.0157753979259624,5,6,7,8,0.9532241364398604,2,5,13,19,0.1321016389671094,5,10,19,47,0.6109134045269002,5,6,20,33,0.6473816780540294,1,4,10,6,0.9656083363966591
25,25,25,25,25,6,20,21,45,0.5108403994170623,17,19,21,24,0.8210472350916148,5,11,16,18,0.0285803104930442,13,29,40,42,0.2519713867284437,5,24,27,32,0.9103578043628562,6,43,47,58,0.5044636589621849,13,16,17,19,0.4856996398760832,6,8,10,13,0.9329026570249598,10,13,17,21,0.6428628726185396,13,17,18,20,0.5519030510864322,1,4,10,6,0.9659514620742146
26,26,26,26,26,10,13,32,33,0.6893366355096828,6,10,13,21,0.7435914334473335,5,10,13,16,0.2173320053734613,5,6,12,22,0.802355764630768,5,7,10,13,0.7568286959315336,18,19,25,30,0.8034061331806546,2,5,6,10,0.7091597461581006,2,5,10,11,0.6199109111928616,8,13,16,18,0.1021710580104604,5,18,22,24,0.5353444571890732,1,4,10,6,0.9654092632888163
27,27,27,27,27,1,2,9,11,0.8406566451711135,13,14,21,22,0.7061607528357384,23,27,35,41,0.8610952630864817,17,39,49,67,-0.6299024655461314,4,5,6,11,0.8380381411015317,5,13,51,62,-0.0099148757645179,10,20,33,35,0.8816038220487958,5,10,13,20,0.6507067932205763,8,20,26,27,0.9799661430233708,8,10,17,18,0.8608235951467882,1,4,10,6,0.965828753333948
28,28,28,28,28,1,5,6,24,0.895600911542766,9,11,13,21,0.5964531168510286,18,19,21,31,0.4806551428085436,1,11,13,15,0.5825127974766233,8,10,18,35,0.9018198282429354,1,5,10,20,0.9061472167514796,10,21,36,41,0.1009156944416868,6,20,31,34,0.884653697641095,5,6,13,16,0.2256248062132757,10,16,18,20,0.5493305416487471,1,4,10,6,0.9622582809331268
29,29,29,29,29,5,10,13,17,0.571627107838554,5,17,27,30,0.8175551634948246,3,10,11,21,0.6504524698468973,3,5,10,16,0.1968964309687567,2,5,16,18,-0.7217859637226487,2,8,10,31,0.8917409488226233,6,17,19,27,0.974435387410129,17,19,20,21,0.8004411584292693,5,8,21,39,0.055479005629109,5,6,15,19,0.5994971675186398,1,4,10,6,0.9649855940167593
30,30,30,30,30,1,8,14,24,0.9674555699757514,13,19,21,31,0.6219394276899523,24,41,42,44,0.0231341896931204,5,10,20,21,0.7040612777300987,6,13,22,32,0.8838148468063396,5,6,17,18,0.6202299167538052,5,9,10,27,0.9196915240609324,7,13,16,21,0.2274054796680783,5,6,13,20,0.6533081044437821,5,8,10,15,0.6490469626636932,1,4,10,6,0.9645909083933144
31,31,31,31,31,4,9,11,22,0.9136469803305418,5,18,20,21,0.17127332516005,10,11,16,17,0.8383941437770372,10,20,23,32,0.9631813904294034,17,21,26,32,0.8892041682504859,13,21,26,27,0.731724942518555,5,10,19,20,0.9072672802404796,8,17,18,19,0.7924646309300983,7,10,18,21,0.6043952442967414,6,8,10,13,0.9333890429355818,1,4,10,6,0.9647276981744145
32,32,32,32,32,17,19,21,23,0.8486442487728872,8,10,26,36,0.9509752184811926,5,13,17,29,0.426419201332576,6,20,38,43,0.8053334330930156,1,5,13,30,0.5157046109995493,5,7,16,18,0.1907971271775047,5,8,20,21,0.6452596188687335,1,10,17,18,0.8633667829681333,6,10,25,26,0.964762105164896,5,10,17,18,0.6206940756543315,1,4,10,6,0.9644738441881093
33,33,33,33,33,1,5,13,14,0.7559241180379079,16,17,21,22,0.4534143383489679,28,56,60,62,-0.2645116131207132,5,6,22,24,0.8082332685099927,6,22,24,44,0.7653088364789371,5,6,8,12,0.8492276696933779,10,40,43,50,0.5025510092047538,5,6,13,17,0.5821755922958055,7,10,13,18,0.7585567215326896,6,13,16,17,0.5960276658536143,1,4,10,6,0.9612677398373
34,34,34,34,34,5,21,26,30,0.6164095590574479,4,8,10,17,0.979681864725094,1,5,17,27,0.8679414990449428,18,29,50,54,0.3545539280713137,10,18,19,26,0.8477810331661314,5,13,16,21,-0.5008566956183205,6,8,10,19,0.982743659194684,6,8,19,38,0.8315187475759462,6,10,13,16,0.6912469769823679,10,13,16,17,0.5843740255625036,1,4,10,6,0.9659664251442741
35,35,35,35,35,4,9,11,30,0.9690591317810732,5,6,7,8,0.952980134282632,6,7,8,10,0.9527176947567316,3,6,14,16,0.7157562487265192,5,17,21,38,-0.01836703619928,5,10,13,20,0.6494356450763497,7,8,10,16,0.8894057088999773,8,17,18,19,0.7912893831071713,10,11,13,14,0.9236257292976487,5,10,13,18,0.2740590044927466,1,4,10,6,0.9659587727343483
36,36,36,36,36,3,6,7,12,0.8891833038133069,7,13,18,32,0.7572545829741141,8,14,22,26,0.933015998579486,30,36,42,50,0.3298280124347661,6,8,13,14,0.9654230529464932,5,7,8,13,0.7208452751344769,2,6,10,21,0.6108873853422871,5,7,10,17,0.9222011187565586,10,13,18,24,0.6583255801735499,5,6,17,18,0.6258073757042116,1,4,10,6,0.9622044199024278
37,37,37,37,37,4,14,17,20,0.9712208102510836,1,3,5,8,0.5721094644001313,8,14,19,26,0.9591115299589116,2,6,13,14,0.7464305493785339,16,21,32,33,-0.0932745100231815,5,17,20,22,0.8291354874871063,19,20,22,27,0.9733630226331772,5,16,18,21,-0.6502956326793217,6,10,17,18,0.8930259300684638,10,13,17,21,0.6425748764100722,1,4,10,6,0.9656960695974115
38,38,38,38,38,3,11,13,18,0.1476104187538208,2,17,22,27,0.8632844408009523,7,8,10,16,0.889596131083207,13,31,41,48,-0.1516073909699964,5,8,11,26,0.8548679304203852,22,32,49,59,0.5328470818358282,10,16,20,21,0.5650322606224414,5,8,10,16,0.6520681321362237,5,21,24,37,0.6631150618277982,5,17,21,37,0.635303977644806,1,4,10,6,0.9652373181138911
39,39,39,39,39,5,6,14,35,0.9422795055965598,9,18,19,20,0.8029039670651359,8,13,17,20,0.7967725654596141,4,6,16,32,0.868309586332622,2,7,17,18,0.5050518301695552,5,6,7,8,0.9539812671713436,5,6,8,10,0.9313857159545732,6,17,20,33,0.8420798973158141,5,10,13,19,0.6496479053895601,5,6,10,27,0.9500163669249452,1,4,10,6,0.9620052980000497
40,40,40,40,40,2,9,15,18,-0.2205445699017456,12,13,16,19,0.334974877568888,5,13,16,20,0.136929954211104,2,22,33,40,-0.2253722486366012,6,7,19,29,0.9408675651523056,6,8,18,21,0.5946866693904753,17,20,23,27,0.9516966000095042,5,8,21,33,0.1118764966055686,6,13,17,20,0.8570466505130339,5,7,17,31,0.8792849662861187,1,4,10,6,0.9658058862945104
41,41,41,41,41,2,5,13,28,-0.5544484911628205,20,21,25,27,0.9009592526735958,8,17,18,20,0.8010922998546568,2,5,13,21,-0.4513867544955185,2,10,13,19,0.6338462867065937,20,32,43,51,0.8889292467933565,5,8,13,16,0.1358081883227871,10,13,17,19,0.8679167669061337,5,10,16,20,0.6486405223231759,5,13,17,19,0.4979548789707801,1,4,10,6,0.9660296150711349
42,42,42,42,42,6,9,10,13,0.9080055489007104,5,8,14,16,0.6911317578479813,13,15,18,19,0.0149080021238985,7,8,13,16,0.6899330821699616,3,5,19,20,0.5800866671302642,5,13,17,20,0.4946873770851461,5,9,10,13,0.592901462631186,7,9,10,21,0.8935063687387683,10,16,17,31,0.8423574078676551,5,8,21,25,0.6509957163500255,1,4,10,6,0.9630717936118169
43,43,43,43,43,7,9,10,18,0.8871943308583654,3,8,14,20,0.936512214120528,3,5,24,30,0.5153552121688361,3,10,15,16,0.0846140207557819,8,10,15,21,0.5630392660943028,5,8,17,22,0.8326749737282522,6,25,31,37,0.975164649118294,5,6,13,14,0.7877535378283398,5,10,14,17,0.9345960511348804,5,6,10,30,0.9052197612870276,1,4,10,6,0.9635794898597773
44,44,44,44,44,10,13,18,23,0.7432565394962374,11,13,17,20,0.8319090936253609,1,13,14,15,0.6904853458443005,14,17,18,28,0.4704789857049566,2,17,21,31,0.4582804406854468,5,6,10,13,0.6900958874098989,19,21,33,34,-0.2717996965847287,6,7,18,25,0.9041857346733744,6,10,14,17,0.9533604611541328,5,10,13,17,0.5659127721165484,1,4,10,6,0.9670149596544912
45,45,45,45,45,4,8,12,19,0.9441019565071488,6,10,24,27,0.919386406640466,10,21,29,42,0.6069235350940747,5,13,16,17,0.0091605332784816,9,21,33,35,0.4804711457973299,8,14,19,21,0.8395362784034419,10,18,21,40,-0.0143024296403491,10,17,22,31,0.979355265273231,2,5,8,21,0.1466921025895802,6,10,13,17,0.8973127496226392,1,4,10,6,0.966567719310127
46,46,46,46,46,1,5,8,18,0.6370552850001476,6,8,19,21,0.8762916697713732,4,8,16,18,0.5185668129886897,7,10,17,20,0.9570083210696908,16,17,20,25,0.7875744034886992,5,11,13,21,0.1892037254890101,5,6,10,23,0.9445256157063098,6,14,27,31,0.9156735286645434,5,10,13,19,0.64877507453585,10,17,18,21,0.5440982841171678,1,4,10,6,0.9631703358705528
47,47,47,47,47,5,7,10,15,0.7133973214504297,8,16,17,18,0.4282352074518987,16,20,23,26,0.8956843937282467,3,5,35,37,0.6404810397434854,3,5,13,21,-0.422794233440906,27,31,35,41,0.8561995985502334,6,21,24,33,0.514983356178943,10,12,17,20,0.948300687762892,5,6,8,10,0.9312344604440698,5,17,33,43,0.3850108945139631,1,4,10,6,0.9629936779682607
48,48,48,48,48,4,10,21,25,0.9106688530251102,2,6,9,18,0.5240842537778714,5,13,31,46,0.7539725787808298,5,7,10,18,0.7505218573803787,3,6,10,13,0.6964389117886803,6,7,13,18,0.757123946947962,13,18,19,20,0.6102236521544236,5,7,13,17,0.6430818495488693,5,10,17,20,0.8564887294152504,6,17,20,21,0.8708836135988393,1,4,10,6,0.9626994268021868
49,49,49,49,49,2,6,8,10,0.9108032807911082,6,17,27,33,0.871185578910056,5,13,19,32,0.6382860449778818,3,6,7,8,0.951132370325575,5,10,15,17,0.5701077614413914,2,5,9,10,0.6139498642027497,3,10,18,19,0.6357177496837347,9,10,17,19,0.9458352845852134,6,10,17,18,0.8916984086190064,5,18,21,27,0.2596525552955956,1,4,10,6,0.9666314685002575
50,50,50,50,50,2,10,13,16,0.1406631255407735,16,19,21,39,-0.338483837133454,16,17,21,23,0.5148280248592932,15,21,24,31,0.4964739790266403,5,10,13,17,0.5681642266729774,5,7,16,20,0.6774181476248278,5,8,10,11,0.8855070845381191,6,16,21,24,0.5139328771734469,9,17,18,21,0.398397669539737,5,6,23,24,0.9019350598923777,1,4,10,6,0.9663022674266342
51,51,51,51,51,3,6,7,12,0.8851535433348343,10,16,22,25,0.8588939158509415,5,10,19,26,0.8928265727120608,1,3,5,10,0.636821732975591,14,21,25,29,0.7878687413687964,5,10,26,31,0.9094219796636608,5,11,13,17,0.4947124713706956,5,13,16,17,0.0071057288388955,6,10,17,19,0.9815604726077728,5,6,10,18,0.718039587217068,1,4,10,6,0.9667792084354135
52,52,52,52,52,8,20,28,34,0.4676564216912121,5,7,8,9,0.8891044564792282,2,5,6,8,0.6705397083964257,8,19,21,35,0.8573065065784015,12,15,17,19,0.5966897955317534,8,9,10,18,0.8661089278318809,6,10,11,14,0.8946287043305178,5,6,16,17,0.5727476737404126,6,8,16,17,0.8392543331924353,5,8,13,20,0.5772103369789817,1,4,10,6,0.9668586113965297
53,53,53,53,53,2,7,17,20,0.8437231348469937,2,16,22,33,-0.2818397643293078,1,9,10,17,0.9182361022058638,7,8,14,16,0.8374003430041119,7,10,11,16,0.837701079608011,16,18,19,20,0.4210659850663648,10,17,21,34,0.5077049444092528,7,18,21,23,0.6151563611838161,8,10,16,17,0.8396712940350652,13,17,18,24,0.5658935954222616,1,4,10,6,0.9667133220797427
54,54,54,54,54,22,26,35,37,0.856498349084259,4,8,16,21,0.5358165369355359,1,19,21,36,0.6130773699275005,5,13,19,22,0.5579153606619152,6,10,13,16,0.6958971193399945,13,17,28,32,0.6017838824818935,5,6,8,13,0.6574098950287185,5,7,10,18,0.7494879366557049,5,10,17,30,0.8064375233932158,13,17,18,20,0.558409026368559,1,4,10,6,0.9628553882529839
55,55,55,55,55,2,4,10,23,0.895833799956234,4,13,18,21,0.185351026735177,8,13,21,23,0.7220012942477545,5,6,13,21,0.2999060307578012,16,39,41,53,-0.447781557536367,49,50,55,58,-0.1198763904949067,2,10,23,34,0.5780777870904421,2,7,10,16,0.5444511050683667,5,8,13,19,0.587305418667124,5,10,16,19,0.6020919833312901,1,4,10,6,0.9659912450211746
56,56,56,56,56,4,8,11,20,0.9715860146202276,8,13,17,21,0.5684335038496838,5,8,23,30,0.866294112664729,6,13,20,24,0.8964350549966024,3,27,36,49,0.3051531213263037,13,17,41,43,0.3184107907946533,5,6,8,10,0.9292066405152484,10,17,18,25,0.8617880633963397,5,10,17,20,0.8522404780720662,7,10,17,21,0.8892242335270695,1,4,10,6,0.9657878119411538
57,57,57,57,57,4,7,10,12,0.9376414509025164,8,32,38,40,0.4893830325629766,1,10,13,17,0.8583227584780257,6,16,21,23,0.6031886729533428,10,12,17,18,0.7292611918740097,7,16,17,21,0.4953024985694423,6,10,14,20,0.9397686412314964,10,21,31,33,0.5577951363206809,5,6,10,17,0.8931142800418799,5,6,19,20,0.9057057871856456,1,4,10,6,0.9661091897795736
58,58,58,58,58,2,3,5,7,0.3009156853309778,10,16,17,18,0.4831314579268472,2,5,36,39,-0.5065185154687928,5,6,7,8,0.952625966119255,2,5,6,11,0.6160739183076785,5,7,19,20,0.9268847598510772,5,6,17,27,0.9094918410812352,8,17,20,32,0.9432519347228594,3,5,8,10,0.6361386763493149,6,10,16,20,0.8996558773535408,1,4,10,6,0.9662772229799561
59,59,59,59,59,16,29,32,33,0.2972244646826869,8,9,13,27,0.8807637820785913,5,6,7,14,0.961098125827262,5,11,13,14,0.7056900563279123,4,5,8,13,0.6110842912216539,8,10,16,27,0.8998434516656271,5,6,7,17,0.9197644864143072,5,10,18,32,0.7178910743622545,5,6,7,8,0.9527084366097036,5,10,18,21,0.2315240281246287,1,4,10,6,0.9661128746618923
60,60,60,60,60,1,6,12,22,0.9594950016767536,7,21,27,30,0.882956105604086,5,11,14,17,0.909892293962578,3,5,6,10,0.6786802223361055,1,5,28,34,0.0471196388672215,5,21,24,25,0.6395498624856648,6,10,13,19,0.9233684154342648,16,21,22,27,0.5190191630416691,6,10,13,21,0.7397173235769507,6,10,13,17,0.8969825943385735,1,4,10,6,0.9666401255478047
61,61,61,61,61,4,21,26,36,0.6558353148836988,1,8,36,39,0.5904457260074565,3,4,6,8,0.9113887198228257,21,24,31,32,0.8945356932463049,10,16,29,34,0.3193928222568267,5,10,17,27,0.9124140372079762,10,16,18,24,0.4983619685746489,5,7,16,18,0.1958227671388391,5,6,7,8,0.9540897002776852,6,7,10,16,0.8809761045153957,1,4,10,6,0.9625695696308919
62,62,62,62,62,6,11,13,21,0.6603237966105615,13,17,26,31,0.8484825568142931,2,10,42,61,0.1644497429987039,3,5,6,7,0.7435804345902618,3,5,13,17,-0.0473816093179153,7,8,17,30,0.9102617051054988,10,17,28,31,0.8459307832717187,2,5,6,8,0.6731447622308326,5,6,7,9,0.92849671877449,5,17,19,21,0.5357188691486249,1,4,10,6,0.9661070495620917
63,63,63,63,63,1,5,10,11,0.8864702309603181,18,27,28,33,-0.0966740961054795,2,5,6,13,0.2502258547080564,6,7,11,17,0.9683373235816736,6,13,18,27,0.7495734633913815,10,16,17,19,0.812222334662176,5,6,13,22,0.6032628728210594,5,17,19,21,0.5348056751638485,6,17,30,34,0.7982608642700553,5,6,8,17,0.8521068780195264,1,4,10,6,0.9662829133934154
64,64,64,64,64,2,4,9,10,0.8794566607113892,3,5,24,26,0.5473158580666462,6,13,14,23,0.9692428272526528,42,43,47,56,0.3864599462705153,4,10,24,32,0.8893740372369494,8,13,21,25,0.6587562668915932,5,10,13,20,0.6569502119256554,5,10,13,21,0.3097737031664285,5,6,17,18,0.6237920130043066,5,8,10,19,0.9094168534302548,1,4,10,6,0.962888528153218
65,65,65,65,65,1,2,5,8,0.6253018383312078,10,17,18,20,0.8633056331327821,22,40,42,47,0.1777502558832348,7,8,10,17,0.956813898468546,13,17,21,22,0.5907010892157818,5,6,10,13,0.7003140474280266,5,7,17,19,0.8909351794033977,5,10,27,31,0.9464474133735916,5,16,17,32,0.5843230223695732,6,17,18,19,0.8377632921957998,1,4,10,6,0.96230853867494
66,66,66,66,66,9,39,40,43,0.1991181718698728,3,6,16,17,0.5714745086971945,5,7,11,13,0.6748806627288328,8,13,16,17,0.5097970031044087,5,17,18,27,0.6384595054097748,5,13,19,22,0.5510595267611178,5,17,18,27,0.6384595054097748,6,14,16,20,0.8728417663239517,5,16,17,18,-0.0246986462155274,5,13,19,28,0.1055955424782579,1,4,10,6,0.9661085340852237
67,67,67,67,67,1,2,5,6,0.6741680610240658,8,14,31,39,0.8220731206930467,1,6,16,20,0.8819953724590498,14,27,36,43,0.9053697285544798,6,8,18,21,0.5930213812140978,7,13,16,20,0.6844633194872742,6,8,10,27,0.9616456100792184,5,6,17,21,0.6324425509788765,7,10,17,21,0.8894118446009368,6,10,13,18,0.7259980474279211,1,4,10,6,0.9666466448027251
68,68,68,68,68,5,16,19,20,0.5560293033501622,3,7,11,18,0.669046375914776,3,5,14,16,0.2986034737551825,3,10,19,21,0.6548414535892157,10,13,16,17,0.5851271632263579,7,17,32,36,0.9360594505354534,5,17,21,22,0.5726148151033223,8,10,17,18,0.8604889926686605,5,13,18,31,0.197781658642059,5,6,10,21,0.735580200159037,1,4,10,6,0.9660437918233001
69,69,69,69,69,3,4,7,18,0.709455747934931,18,19,31,35,0.8500729565237818,6,7,9,17,0.9457936652878776,1,5,26,28,0.6265782987845683,6,17,19,31,0.96798250107388,5,8,13,17,0.4861487672577732,2,10,13,18,0.1988198633694112,5,13,16,19,0.0897746110586856,5,13,17,26,0.5349799064711118,10,13,17,21,0.6410770176181693,1,4,10,6,0.9665104883401169
70,70,70,70,70,16,18,20,21,-0.0918154716548538,9,18,20,27,0.8622544264424155,1,8,33,35,0.8697374412449377,19,20,35,38,0.8129304172500385,5,10,16,27,0.7067879392846963,5,10,17,22,0.8576282664012127,8,19,21,32,0.872093376949415,16,17,21,24,0.4473719394916128,10,13,18,20,0.6900444095488207,21,32,35,37,0.891792370224287,1,4,10,6,0.9668286902752438
71,71,71,71,71,2,15,25,37,0.5241892805497894,5,10,11,17,0.8562885834889064,6,8,19,21,0.8725341513253279,1,4,6,16,0.8832616959553625,3,5,10,19,0.6252011158775279,17,23,43,47,0.7539794277983782,17,18,20,21,0.4694490388103953,5,10,18,20,0.6826840467345879,6,16,17,21,0.5007454807843362,6,10,13,16,0.6888425438180299,1,4,10,6,0.9669374770451231
72,72,72,72,72,6,15,21,27,0.5871524346390332,2,21,32,34,-0.0486572612414795,12,19,27,31,0.9459835865915518,2,11,18,25,0.4951797485085475,6,9,10,18,0.896508226589273,3,10,16,18,0.1461797685700941,18,19,31,35,0.8483675838022198,6,8,18,25,0.8983820617517005,5,6,17,41,0.5279308140606014,5,10,17,18,0.6149362198645392,1,4,10,6,0.9663129199866928
73,73,73,73,73,20,30,34,47,0.3923089522299966,5,8,19,38,0.5400702695283849,5,8,10,12,0.8404137368508043,10,11,14,22,0.858799211910843,4,5,10,11,0.8359556129971217,10,16,17,21,0.5007892264479764,5,6,10,16,0.6814882612777828,8,16,19,24,0.80811180631603,5,6,11,18,0.6310081683044325,6,10,32,46,0.8960349039282907,1,4,10,6,0.9662285275832224
74,74,74,74,74,5,19,40,59,0.177146883599062,5,16,20,29,0.468658364796753,3,10,36,40,0.3750275379397194,4,6,10,19,0.9459104040449924,8,10,19,21,0.8743694681680921,13,16,20,27,0.6840774733689092,5,13,20,27,0.6951091667183265,5,6,14,19,0.9454862178255268,38,41,43,45,-0.6730599343239305,8,10,13,21,0.7135506911596818,1,4,10,6,0.9625243280354381
75,75,75,75,75,3,13,19,27,0.6774864543545995,5,9,10,12,0.8006871732464158,7,10,11,14,0.8641586157345597,2,6,7,10,0.8902813598178911,6,13,21,25,0.7091954944390926,5,6,7,18,0.7451281688002285,10,13,16,18,0.1621715194690327,6,21,31,32,0.921472085182898,6,13,24,25,0.8975891224609837,5,6,8,10,0.9290765215888804,1,4,10,6,0.9659866016617077
76,76,76,76,76,1,11,14,15,0.8376975126992727,4,5,10,13,0.6536344321229843,2,3,4,21,0.1585159989965197,22,26,52,55,0.8492629893426186,6,13,14,16,0.7264528666975505,3,5,18,25,0.1946481830912205,10,13,16,18,0.1718642223059887,10,21,22,30,0.8772969429295068,6,10,17,20,0.968884209958849,26,27,39,43,0.8159151802462828,1,4,10,6,0.962150277325161
77,77,77,77,77,4,5,10,13,0.6540654141064974,4,10,12,19,0.9300396326083676,2,5,6,8,0.6793970485929743,6,7,23,24,0.9069573132968908,10,12,27,28,0.770368990078816,5,8,10,17,0.8573910024069051,5,10,13,23,0.7200305694819245,5,8,10,18,0.6923156601090418,5,8,10,19,0.909565402197642,5,7,13,21,0.3761827096017043,1,4,10,6,0.9622658059774908
78,78,78,78,78,12,16,17,18,0.1590349912277396,5,6,8,13,0.659610422954365,18,33,39,51,-0.3722061584184368,4,10,13,32,0.9090225502667542,2,13,17,22,0.5530324015627945,5,14,17,18,0.6647026179653335,6,8,14,20,0.948296224674822,10,14,21,31,0.8897962790508203,10,14,21,30,0.8796286039099706,6,10,16,19,0.8516996648896162,1,4,10,6,0.9619394545760561
