,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
10,10,1,13,16,20,0.4644692099584431,1,5,13,18,0.7402716843008801,6,9,10,13,0.5500473269065895,5,6,7,17,-0.6236613217576268,15,16,17,24,0.0228813721104207,19,24,23,1,0.1736153791793034,1,3,13,15,0.7838330414368992,1,7,9,13,0.7740173886253338,6,13,17,23,-0.7801357370468196,1,19,30,7,-0.5631476651837577,9,13,1,6,0.8413031446555979
11,11,7,14,18,22,-1.5697935139390218,9,16,25,26,0.2134209918749923,2,5,11,16,0.5001430203763826,1,6,7,8,0.3685494769648892,1,7,11,19,0.1496680135605778,6,9,19,28,0.6471801505563621,6,9,13,28,0.7936334313429119,9,18,28,17,0.2024451981773118,1,6,13,16,0.3804372782006731,1,7,9,24,0.6796012940733427,9,13,1,6,0.8413493962461842
12,12,6,9,12,16,-0.0913682753774083,8,16,26,1,0.1284078840497196,5,7,15,19,0.5192418579191824,1,6,9,17,0.2781947071150263,7,9,17,23,-0.8061241354806108,1,6,11,13,0.5894056975256352,6,9,13,16,0.5077378116180897,1,6,9,15,0.8166904608681371,6,7,9,28,0.4377993584056495,5,9,23,24,0.5829332254249218,9,13,1,6,0.8416492211614621
13,13,2,9,12,17,0.2720779469768899,1,6,8,17,0.2288961491875855,8,11,19,23,0.1720664764902546,7,9,16,18,-0.4518328054480185,6,7,10,13,-0.2462096951055499,1,5,6,7,0.2789256127317414,7,9,13,19,0.5910549049914002,9,13,17,23,-0.031603612782558,6,9,13,17,0.3546402797537077,1,6,18,20,-0.1544624387509401,9,13,1,6,0.8417743240802337
14,14,6,7,9,11,0.1517792506841504,5,7,13,17,0.0928875350023631,9,19,25,26,0.3426625448583835,16,19,24,18,-0.3546941116293052,11,17,18,20,-0.9208180571591328,13,18,19,24,0.3781961976073833,1,5,6,7,0.279350924287902,5,6,9,17,0.2528817452010309,1,9,19,17,0.3599407356762734,1,6,16,18,-0.4094049794970225,9,13,1,6,0.8430248915108265
15,15,5,10,13,22,0.2913102172636798,1,5,21,23,0.6747551316750495,2,6,8,9,0.8318104454750607,5,7,14,19,-0.1298455138768195,5,7,9,18,0.2815238787595524,6,7,9,17,-0.3668612132471325,1,5,6,9,0.8361346681335232,1,9,13,16,0.8024222797905504,7,9,13,17,0.2680044035815192,1,6,9,19,0.644324205355625,9,13,1,6,0.8412517685084546
16,16,4,10,14,21,0.5518069900366946,9,14,23,28,0.3384217925618029,17,29,19,20,-0.3152125207457623,13,17,18,29,0.1333777075408297,7,9,15,18,0.326508937050017,1,5,6,19,0.5264806868484756,1,6,7,13,0.3335752235084173,1,6,13,16,0.3820892563109721,3,6,9,18,0.4192955153703607,1,5,9,17,0.59613954652346,9,13,1,6,0.84197450337741
17,17,8,11,19,22,0.1955822727253513,5,16,19,28,0.5232053388694553,3,13,25,26,0.5171356244878538,1,2,5,6,0.8074988538219372,6,9,15,20,0.6260407329891776,7,13,1,26,0.056589330802154,6,7,15,17,-0.4463102632875746,1,6,13,17,0.1999690579799617,5,6,16,19,-0.0249021911245899,1,7,13,28,0.6597670939702592,9,13,1,6,0.842224727443045
18,18,9,17,18,27,-1.0478845431480752,4,16,31,27,-1.3216881206767384,4,8,14,15,0.8633883328168308,15,23,24,26,-0.4203281033880244,1,7,9,11,0.5857716846520361,6,17,18,20,-1.3033089854512494,1,8,13,20,0.826425758289206,1,9,11,13,0.8980265228563761,1,9,17,18,0.1869886169465807,7,9,13,16,0.3680019433571204,9,13,1,6,0.8420125220983969
19,19,4,6,15,18,0.4630097392437888,1,12,16,17,-0.598206593559889,1,2,13,15,0.8651004554633864,1,3,6,7,0.302713741468124,1,13,16,19,0.5190263013713295,1,9,17,24,0.5351427735663554,1,9,14,19,0.6159179247915103,1,5,6,13,0.8103964789506515,1,5,13,16,0.7649697186812161,5,7,9,17,0.165960976469495,9,13,1,6,0.841288708990368
20,20,1,5,10,14,0.3516286811824672,1,5,6,7,0.2883675258363194,6,10,17,27,-2.02739998793018,7,9,16,17,-0.4834384428269029,1,6,16,18,-0.4021849410001918,19,28,18,24,0.3397126127027835,9,10,19,28,0.6314540644877926,9,17,19,26,-0.776357776284482,1,6,7,18,-0.4871097849442454,13,17,18,20,-0.4228417690295227,9,13,1,6,0.8416862301938947
21,21,4,8,14,16,0.468966820824456,23,24,14,13,0.1205065871015829,6,14,26,10,-1.347756956619499,2,6,8,9,0.8313187015815391,9,14,19,24,0.5218415823193383,9,17,18,19,-0.201385403874424,9,26,1,17,-0.3152040707555124,6,11,15,26,0.0104322625407964,1,6,7,9,0.4160763378601518,5,9,13,17,0.6822226092736796,9,13,1,6,0.8405089253237841
22,22,2,4,5,6,0.8495450589186949,4,9,16,18,0.4128019745464585,1,9,13,21,0.9346543774593116,7,8,13,24,0.6617981329029445,16,19,23,28,-0.2452626055856237,1,18,19,24,0.3170339941852194,13,24,27,31,-0.8143346307028805,6,9,13,18,0.4731523493192522,6,9,16,28,0.482649501525033,6,7,18,19,-0.9850927925955067,9,13,1,6,0.8407931308876692
23,23,4,24,30,16,-0.1047143453806216,1,4,8,16,0.8158782467640171,1,16,6,14,-0.2881238707822446,2,7,18,30,-0.8656306083545333,1,13,14,28,0.7104382559808629,6,19,22,23,-1.3389811254229151,6,16,18,19,-0.90543542543374,1,13,16,18,0.2357507798198547,1,7,16,18,-0.6747882653972854,1,6,9,13,0.8406192128145205,9,13,1,6,0.8406192128145205
24,24,6,11,20,31,-0.9398052599557678,1,3,17,26,-0.5157813418184314,5,7,14,23,-0.5916822384220404,1,5,6,10,0.3762390656159584,5,9,13,29,0.9159693377970496,9,11,28,1,0.8711822447654913,6,16,24,28,0.2254938280261025,1,9,19,24,0.8254182606844797,6,7,16,19,-0.9213389150792408,1,6,9,15,0.8170176261325137,9,13,1,6,0.8409622776827875
25,25,4,8,12,13,0.8289468139143026,5,6,7,14,-0.3563766157496095,3,6,7,28,0.3549371342058275,1,6,7,8,0.3668980954328312,7,18,24,30,-1.1664568953247034,1,9,17,8,0.6868048081750169,1,3,6,7,0.299765047199978,7,9,18,19,-0.0823590031597005,1,13,26,7,0.0518318739398017,1,7,13,18,0.1699443034230187,9,13,1,6,0.8416416330616342
26,26,7,13,15,18,0.2666239761782943,5,14,15,17,0.1752004666499952,6,9,20,23,-0.116720454122791,6,30,4,24,-0.0335357737555344,6,9,13,18,0.4694765119509571,8,9,13,18,0.7962732384365927,1,7,18,23,-0.6984482435594375,4,6,9,13,0.8966104906878639,6,13,23,24,0.1438169588866892,13,16,17,23,-0.8801669041700677,9,13,1,6,0.8411681507506511
27,27,13,31,9,21,0.6565782757344573,17,19,24,26,-1.2645202104282252,6,8,9,15,0.8531988587357552,6,16,18,21,-0.2280837531142587,7,9,13,18,0.3121334872117473,5,13,17,19,0.2739959997337355,1,7,13,15,0.7318959303660324,1,6,21,23,0.3466422163054659,21,26,30,5,-0.5653284488638264,1,13,17,26,-0.411339158989783,9,13,1,6,0.8408679355045429
28,28,2,10,16,1,0.3363889413226082,11,12,16,19,-0.4711870593480105,1,7,26,18,-0.8487819197776909,1,6,7,11,-0.0336021037476692,16,17,28,21,0.2114836208981121,1,7,11,13,0.4789043814928972,5,6,7,9,0.4275659952020767,1,9,11,13,0.8976379146956206,16,19,21,28,0.5739662955587187,9,11,17,18,-0.0614656350815951,9,13,1,6,0.8393956331352125
29,29,1,17,19,23,-0.8219445767656199,19,30,4,20,-0.3191718233611407,9,15,16,7,0.3699100666946986,21,23,24,16,0.1535733111868151,1,9,14,18,0.370003633884736,1,16,24,28,0.6212975747165586,7,13,22,24,0.0536023894388683,1,5,6,7,0.2727164471083154,1,7,9,16,0.3080647805127268,1,6,9,13,0.8395179697398056,9,13,1,6,0.8395179697398056
30,30,2,5,25,27,0.4601155665973904,5,6,17,18,-0.6363926573248797,1,16,28,26,0.0130355444073353,5,6,9,18,0.4309790220145849,7,24,28,30,-0.2548945992125286,6,7,18,9,-0.2947227775984602,1,17,18,25,0.0490121414286131,19,30,7,29,-0.5850399907143033,1,17,28,19,0.2062088590098624,1,7,9,19,0.5417294082402241,9,13,1,6,0.8401635956346163
31,31,3,29,30,26,-0.6933967678799946,9,13,23,24,0.6479791748821255,9,10,17,20,-0.2492909599434827,1,15,23,24,0.5374883381819126,1,7,9,10,0.3843697645375344,1,2,7,16,0.2107109474757729,1,5,9,26,0.5664338178948722,6,7,9,10,-0.1309851830016493,6,7,9,17,-0.3826704156906912,6,9,18,19,0.1049897038687055,9,13,1,6,0.8399816261779468
32,32,6,15,20,27,-0.3718583451457626,5,6,11,27,-0.3062527509468227,5,11,13,16,0.4998778801490685,7,9,13,17,0.2594051371058488,15,22,28,16,0.2810338109699901,6,9,16,18,-0.2132336376767227,5,9,10,17,0.2301772049645245,6,7,9,13,0.4610795915933185,13,17,19,20,-0.2037508576292614,6,9,18,19,0.1066832433224527,9,13,1,6,0.8405216661573351
33,33,1,5,15,21,0.9550925734376564,6,7,9,11,0.1558888875534526,8,13,16,20,0.5195533569748814,7,11,25,28,0.3614810357141654,1,5,9,10,0.8214665852543174,13,19,26,30,-1.081959093506037,1,9,16,17,0.2220808858245334,1,6,9,14,0.4987173953702504,7,13,17,18,-0.6710457337698919,1,6,7,9,0.4155924836814254,9,13,1,6,0.8403246417245627
34,34,3,8,13,21,0.84789024274551,13,21,29,7,0.8072254497514512,1,15,16,21,0.79227346374895,13,14,15,16,0.4115832403446899,1,2,6,7,0.3112451266609298,21,26,28,30,-0.5263221727826883,7,16,17,6,-1.571921160398294,1,6,13,17,0.1913295186350251,6,12,15,17,-0.3678977712214286,7,9,13,16,0.3621508221218003,9,13,1,6,0.8398361415199262
35,35,16,19,21,29,0.5968858735556188,1,8,17,22,-0.1712814220634124,6,8,14,16,-0.1598060738160873,2,9,13,19,0.850641669950825,5,6,9,21,0.8939754067817758,5,13,17,18,0.0904694942129138,1,7,13,17,0.0879306459147252,1,5,13,17,0.5606913520588996,6,9,10,13,0.543260479401902,1,17,19,16,-0.3929408066855295,9,13,1,6,0.8403755165011582
36,36,17,19,26,22,-2.5511159890692645,5,7,11,14,-0.1413437831767872,6,7,15,16,-0.2841902054990961,5,7,9,29,0.6818108741089176,1,10,18,24,0.1313192618829798,1,6,7,9,0.4150980117984884,5,13,17,18,0.1060597236833809,5,6,7,13,0.3679201762372006,1,6,19,24,0.4241231618809035,13,24,29,26,0.4678866394719929,9,13,1,6,0.8406999220365314
37,37,4,6,7,8,0.4600652615739351,11,31,15,7,-0.2236456144547631,5,7,14,27,-0.7833003704904857,17,23,29,31,-2.136649670125613,6,7,9,17,-0.383775561986875,6,18,29,1,0.3011217497311544,1,6,9,17,0.272556729389563,7,13,18,19,-0.1920545915865088,1,9,16,19,0.5795453091062792,1,7,9,13,0.7726709249314304,9,13,1,6,0.8408573970995334
38,38,1,14,18,24,0.1012084022756901,3,18,23,28,0.1719056869007177,5,6,14,18,-0.3422152791227379,1,9,20,29,0.8567610799672613,13,18,20,26,-0.491115943466631,1,5,7,10,0.2468975663243281,1,6,9,17,0.2737992348214183,1,5,6,7,0.2739760565936771,1,6,9,18,0.4197913015971867,24,29,18,28,0.6589400067447351,9,13,1,6,0.8409366803096876
39,39,4,7,12,14,-0.2923122365466799,15,24,25,22,0.5832556749350821,1,6,7,9,0.4133711265237536,7,9,17,18,-0.5551926629032597,7,13,16,28,0.2128313377640602,1,17,19,7,-0.4313726519007295,1,19,20,7,0.0071875927077689,1,5,6,9,0.8335152261076518,22,24,26,28,-0.5212812251912986,1,6,7,9,0.4133711265237536,9,13,1,6,0.8395722031751518
40,40,19,29,16,28,0.5357318855297168,17,18,24,28,-0.1280835971945857,6,10,15,19,0.1444163221266416,1,2,6,9,0.829971679958103,4,7,14,16,-0.3841163610415574,6,9,15,18,0.4713605466643858,1,9,13,17,0.6702839324688386,13,18,19,24,0.3713620282633791,9,16,19,5,0.5842634037410369,6,9,17,18,-0.3744015467907138,9,13,1,6,0.8405429729854842
41,41,6,13,16,18,-0.3358271152111074,1,5,9,12,0.8026191194302124,1,11,17,20,-0.146915761115346,10,26,30,31,-3.750241914004146,1,13,18,19,0.476461967271395,1,11,13,14,0.552149697784929,1,6,9,19,0.636981704627097,1,5,9,16,0.7842722222265417,13,24,28,31,0.3155445681652044,5,6,7,9,0.4184673031928034,9,13,1,6,0.8397646904114003
42,42,3,5,9,19,0.8592953753370531,13,24,2,25,0.7358149706489336,5,6,13,14,0.4503078320106908,7,26,27,19,-2.093823499330386,9,16,18,28,0.348733971967771,5,13,17,26,-0.4396582342342736,1,6,7,9,0.4111638858928647,18,9,17,7,-0.5603604454071427,1,9,13,17,0.6711093313315684,6,9,13,16,0.5043685058430076,9,13,1,6,0.8390979335839209
43,43,2,7,11,14,-0.0683335220220937,1,6,9,12,0.4858499148570057,6,7,9,27,-0.4525613110589777,1,5,7,9,0.758933971214414,5,6,7,10,-0.319665476490452,1,9,13,21,0.9371097521759112,14,19,28,29,0.572207244591332,1,6,7,15,0.3542086345986655,6,9,16,19,0.1509476155135458,7,13,19,21,0.57535458344328,9,13,1,6,0.8399578738846192
44,44,1,15,31,6,0.0635909523402173,15,20,22,28,0.3115766878662054,10,19,24,25,0.4176916833254258,7,26,29,30,-1.5546454221827886,13,17,28,29,0.581046144102618,1,13,21,26,0.629182614954938,6,13,17,24,0.0474404190190104,9,11,17,18,-0.080710473300557,1,26,30,28,-0.7256456202250423,6,9,13,18,0.4644640608162073,9,13,1,6,0.8392898493837209
45,45,1,10,14,15,0.407833250796851,1,6,19,24,0.4149494278283009,1,17,20,24,-0.0583632561600513,18,29,10,28,0.3439746984025389,7,9,26,28,0.1443598566342039,1,5,7,8,0.7422534495280062,6,17,23,27,-2.8323126196347825,6,19,20,23,-0.838828721134812,7,9,13,16,0.3618275195838409,5,6,13,17,0.1823235060941609,9,13,1,6,0.8400346944999659
46,46,17,21,30,1,-0.4253131320051597,13,15,17,30,-0.3685932539910659,16,17,18,15,-0.5531315025061483,1,7,9,10,0.3880077798590334,1,5,7,16,0.1718323861680903,1,5,19,20,0.5497195712446199,13,17,19,20,-0.1981596068128523,6,13,17,19,-0.1917323612916388,1,7,9,13,0.7730831421885895,1,7,9,16,0.3130364534266721,9,13,1,6,0.8408676625838428
47,47,11,15,16,22,0.0752152881923404,5,7,18,3,0.2037086187390592,1,6,7,9,0.4140731929659969,8,18,19,24,0.4087156691855618,7,15,18,26,-0.6737623075298886,6,9,17,18,-0.364072229052945,1,10,23,26,-1.0219651997078625,1,9,13,18,0.7785387560103656,5,7,9,16,0.327561789737227,1,7,9,26,0.1408514332344003,9,13,1,6,0.8407887879687483
48,48,2,7,10,20,-0.1411985892233969,5,10,16,21,0.4425322807640376,5,7,8,9,0.8302959540591781,6,11,22,13,0.0309409040530859,5,13,23,24,0.5501905745850055,9,13,16,18,0.3765465623684,1,2,6,9,0.8301196664217692,1,6,9,15,0.8142827824992942,1,13,16,19,0.515141435475799,7,17,19,24,-0.6204316174144644,9,13,1,6,0.8402424030272974
49,49,8,15,29,21,0.9730268217957996,1,7,15,18,0.1964227980136332,1,6,20,13,0.5135866057319904,1,9,24,31,0.4033406842483459,1,6,7,9,0.4070370582585516,7,9,13,18,0.3085070515280648,1,9,17,18,0.1762606044798461,1,9,10,17,0.2467436013806665,6,7,9,10,-0.1365913727264645,6,17,18,19,-1.1670613696162473,9,13,1,6,0.8395123756848627
50,50,8,10,17,27,-1.0592916367997565,2,3,13,16,0.7165236302398259,5,13,16,21,0.8270114426775746,5,8,13,14,0.8253977492864323,1,7,9,16,0.3069161095847125,9,17,18,23,-0.8118849321148902,5,7,9,13,0.8078341811056508,6,7,9,21,0.5243769426668466,6,7,9,25,0.4466186538677585,9,19,24,29,0.83947416788052,9,13,1,6,0.8399556531581314
51,51,7,19,20,22,-0.9643880324899264,7,9,11,15,0.6811814194584197,5,7,16,18,-0.6800080340210872,7,16,19,24,-0.3836432378131467,6,11,16,19,-0.4009460413427177,9,16,24,26,0.0270268566855006,1,13,14,16,0.3276513858650346,1,7,16,19,-0.2186323310321991,5,7,9,11,0.5363193608374341,6,7,9,18,-0.3017354305275526,9,13,1,6,0.839547288394251
52,52,16,22,6,8,-0.2815053675732111,9,16,20,26,-0.3579781940391009,1,5,7,8,0.7408943160173745,1,9,11,29,0.8790142125062982,7,17,28,29,0.0603181644954264,5,8,9,20,0.9018054307058336,17,24,30,19,-1.4005403723149843,6,9,13,28,0.7914665806542236,1,9,13,17,0.6669486907364882,1,13,16,17,0.1246419601332157,9,13,1,6,0.8391098604377717
53,53,1,4,8,12,0.8289844320136333,7,10,24,9,0.2689301664503152,8,9,13,16,0.8163962528446733,3,5,7,9,0.7605437219407755,5,6,7,17,-0.660088693431037,5,10,11,19,0.1868812631095879,1,6,7,17,-0.6226439582650647,1,6,15,16,0.3954841982405777,5,7,9,17,0.1424466191125488,6,7,10,17,-1.4606630196118422,9,13,1,6,0.8398341421204647
54,54,7,13,20,29,0.4606440359423229,7,17,31,12,-2.3782325378762392,6,7,16,19,-0.9151896958251238,4,7,9,14,0.4505082471108171,9,13,18,30,0.1616420726266757,1,5,9,10,0.818944826581728,1,17,19,23,-0.8121622815133,9,24,7,10,0.2748682447978386,1,5,19,22,0.2915381951127475,1,9,13,26,0.6422393076274215,9,13,1,6,0.8395423004596831
55,55,6,12,22,15,-0.2395616365063197,9,17,26,28,-0.3328873887210251,5,9,19,22,0.4307426868584195,10,17,19,24,-0.5225753756183775,1,9,26,30,-0.515256813597972,5,7,9,17,0.1457552987727561,5,9,26,13,0.6474111980275551,1,17,23,26,-1.927400311469302,6,18,20,21,0.0162702356614233,1,6,9,18,0.417413483849347,9,13,1,6,0.8401391044444133
56,56,3,14,17,27,-1.1832577882108688,5,6,9,14,0.5016344294495918,4,9,18,23,0.3662728060026877,5,7,11,23,-0.291260583968274,1,4,15,17,0.6496447100628512,1,7,19,26,-0.4946408365359718,6,13,19,20,0.2077965111374154,1,9,16,17,0.210279538933886,7,13,19,26,-0.3785257081397952,1,7,13,29,0.7344770091978173,9,13,1,6,0.8398031889793804
57,57,4,6,16,27,-0.484989982753897,6,8,10,12,-0.1109812192006372,6,20,26,18,-1.38160932557168,9,14,16,19,0.0910698439290765,6,7,19,21,0.0800930902288752,9,11,16,19,0.3630876117376683,9,13,17,26,-0.2195642944382199,1,7,9,13,0.7706924291197687,3,5,8,9,0.9412663964610902,1,6,9,13,0.8391763483475894,9,13,1,6,0.8391763483475894
58,58,7,30,18,8,-0.7823177901258813,17,28,26,8,-0.4419258448112599,1,6,9,16,0.4526169989844171,1,6,9,10,0.5012609440621567,1,18,19,21,0.5408337392841911,13,14,15,16,0.4101914011903592,1,6,9,13,0.8392041076215342,17,24,1,13,0.4674336875915176,7,10,19,26,-1.2768408813078271,7,9,19,27,-0.3040754026269634,9,13,1,6,0.8392041076215342
59,59,1,15,24,26,0.4295092705410506,13,15,17,20,0.2787059576756192,1,4,5,20,0.7891834710684784,9,13,14,26,0.2830928092212855,6,9,10,11,0.2524388447219735,9,24,26,31,-0.715886771466095,1,9,13,15,0.899633209670472,1,6,8,9,0.8601053484450648,1,7,13,17,0.0852624344642216,6,7,10,13,-0.2576220150431172,9,13,1,6,0.8393702589771742
60,60,17,19,20,21,-0.1306732539743607,1,23,31,9,-0.3206412413644601,6,9,11,13,0.6919036745874904,14,17,19,21,-0.1539225070901575,1,17,24,30,-0.8398966055340624,6,7,21,16,-0.2466776542238715,15,24,28,30,0.3733638047365902,11,13,17,18,-0.2232331543586032,7,18,28,29,0.2030667624868116,6,13,16,23,-0.3492390163055971,9,13,1,6,0.8394363715415715
61,61,10,16,26,24,-0.8294431283176105,6,7,9,17,-0.373675452938262,2,3,8,28,0.739659921237269,5,9,15,24,0.9292557000872682,1,7,9,13,0.7728768139402912,1,5,9,17,0.5987307853078303,7,13,17,30,-1.247273901592025,1,6,9,13,0.8405989522987624,1,6,9,17,0.2792229548534952,6,7,9,13,0.4632792533851866,9,13,1,6,0.8405989522987624
62,62,1,10,24,28,0.6531930856291651,5,26,14,27,-1.4096410716805146,5,7,14,15,0.3348896974282123,1,13,24,30,0.3678169815845524,1,9,13,21,0.9403012895504066,30,5,13,9,0.589193481006552,19,22,24,28,0.187219805186681,9,11,24,13,0.8628523590622708,1,5,7,9,0.7550047972018877,1,6,13,18,0.3360198913612287,9,13,1,6,0.839990756880324
63,63,13,14,16,17,-0.5023338687207777,1,15,24,7,0.6247408829374995,9,13,16,28,0.758444270130348,1,7,15,16,0.249545995153981,5,7,9,17,0.1437737501639102,3,5,9,13,0.9388072129277768,9,13,17,18,0.2609580761388645,1,7,9,16,0.3062964054549553,13,15,17,24,0.537557829783448,6,7,10,18,-1.3496644589302775,9,13,1,6,0.8396152289367542
64,64,1,7,26,30,-1.5040650481931896,6,17,24,21,0.1405541713151951,9,13,29,28,0.9645544489908178,9,15,16,18,0.3801701704702169,7,13,18,28,0.1582820249503782,6,7,8,16,-0.2901887834002634,5,6,7,13,0.3650111625746051,1,7,13,16,0.2279031052294046,1,6,9,17,0.2771825873176738,9,13,17,24,0.5911105913894901,9,13,1,6,0.839931626107802
65,65,9,16,19,26,-0.214030828150465,14,25,28,30,-0.0657100793113341,4,11,16,17,-0.1234638833398071,1,5,6,7,0.2821121872728928,6,9,13,24,0.7895443736923908,1,9,19,20,0.6680748015785446,6,19,28,24,0.4358978088944495,5,15,17,18,0.1244928767231725,1,5,13,16,0.762081688603512,7,9,13,15,0.7781402620534917,9,13,1,6,0.8404035768909447
66,66,11,14,25,27,-0.2584295678699067,7,13,16,19,-0.130828064001381,1,23,18,25,0.1296970878197978,5,13,15,17,0.644015853397119,16,26,27,18,-2.4431047879893546,6,7,9,13,0.4588336055288142,1,5,6,9,0.8280776738684861,1,9,18,23,0.2587339721559168,1,6,7,9,0.4090491079281246,1,8,9,13,0.9248693453673884,9,13,1,6,0.8402843958852776
67,67,12,13,5,25,0.7791350957494394,11,18,24,26,-0.5223509023246409,6,10,14,16,-1.0854468590372273,15,28,7,9,0.7691174393193533,9,15,19,30,0.2976141718682249,6,18,19,28,-0.0443940390241828,1,7,9,15,0.7540670578507666,6,9,30,7,-0.524735039932192,1,3,13,18,0.6929313163620188,1,9,16,19,0.5775320414704059,9,13,1,6,0.8402611319144623
68,68,6,15,19,21,0.6804217789007109,3,7,9,11,0.6441928039884637,1,8,20,23,0.292094060382905,1,5,6,9,0.8282776772116766,6,7,14,19,-0.8422334756191903,6,7,9,16,-0.2296312334934498,1,6,7,17,-0.6177516612676446,9,15,17,19,0.4146956030573073,1,9,13,22,0.7397210265987355,6,9,13,18,0.4676936495909733,9,13,1,6,0.8405364215845181
69,69,1,15,16,23,0.2278939438688446,11,17,18,27,-1.7349735796241332,15,17,19,21,0.4255978426179749,8,13,16,17,0.2187946393107928,5,7,11,16,-0.2294617910235412,6,17,19,26,-1.800678232783314,13,16,17,29,0.1557520844720885,1,7,18,26,-0.8617063378849612,1,20,30,28,-0.0272973694945799,1,7,9,13,0.7725287522581658,9,13,1,6,0.8408527995870848
70,70,10,18,24,27,-0.9339125085974276,18,22,30,5,-1.279107852705306,1,7,8,17,0.1131972977021791,1,7,8,24,0.6432728422597445,11,18,19,24,0.0097636980917329,29,18,7,22,-0.671215518667124,1,6,9,13,0.8389173343348328,6,7,9,13,0.4557102874982764,6,13,19,24,0.4701056613504464,9,18,19,24,0.4445063142389394,9,13,1,6,0.8389173343348328
71,71,7,10,13,17,-0.5495442487370239,4,6,12,13,0.4903409704753598,5,9,20,26,0.1744562467415037,21,24,16,30,-0.0610617054372486,7,9,17,24,0.0247415061755795,6,18,16,28,-0.3776786645157832,1,6,9,24,0.7576183493961736,1,5,8,9,0.9860246808099998,1,9,13,17,0.6664103679178571,1,6,7,16,-0.441644106620759,9,13,1,6,0.8386074720542858
72,72,4,8,11,20,0.7299662669719804,6,20,21,23,-0.1338579706284597,1,9,28,31,0.5055599255686971,9,15,27,10,0.2623475748588122,6,13,17,27,-1.06691710686632,13,28,31,20,0.0080378721269087,9,16,30,24,-0.0550551326812582,1,6,9,13,0.838814646823991,9,19,26,30,-1.0110518321249842,5,19,13,17,0.2691473841680255,9,13,1,6,0.838814646823991
73,73,1,7,9,19,0.5361348091160738,1,7,9,25,0.7593460419554134,26,27,28,18,-1.427309535332908,1,17,19,24,0.0564341931468926,10,17,20,28,-0.4585025144948398,1,7,9,17,0.1661286525542863,1,5,6,7,0.2663239630736107,1,7,19,24,0.2931634784990971,5,29,9,16,0.6988401571135889,9,18,23,26,-0.8782004550444595,9,13,1,6,0.8378655093381278
74,74,7,9,13,20,0.5405717558360088,4,5,14,17,0.1327573081279487,16,17,19,23,-1.6310406001300597,6,9,17,23,-0.6865184497790799,9,15,18,19,0.5879294208077195,6,17,18,27,-2.178471180215365,9,18,7,27,-0.6346008112256722,1,6,7,13,0.3295724635449299,6,7,16,18,-1.494560894659816,1,4,6,7,0.3659958000170209,9,13,1,6,0.8382880592901789
75,75,9,11,20,17,0.0580313294105129,5,7,9,15,0.7901933115923081,9,11,23,1,0.5530419619224235,19,24,27,28,-0.0162216339452969,1,5,9,14,0.8063172492993826,9,18,22,28,0.2946050023674608,7,9,13,16,0.3597226245544336,6,9,13,18,0.4642525613371847,1,9,18,23,0.2553573465032472,13,15,17,19,0.3715944075543927,9,13,1,6,0.8384379252179646
76,76,9,14,17,25,0.2792563099039571,6,26,5,9,0.2198505432309128,21,23,29,15,0.7445833273417857,6,8,18,19,0.0464285462323477,1,5,6,14,0.3691589751890792,7,9,28,30,0.0858190441314472,1,6,9,18,0.4182586618910701,1,7,17,21,0.1703822260488682,9,10,13,16,0.4735417150153678,7,10,16,26,-1.6627276780597224,9,13,1,6,0.8377077665905238
77,77,9,19,26,17,-0.7917425894775643,21,18,11,10,0.0883939385563629,6,21,26,14,-0.3342652984361707,9,11,24,28,0.8359391071794848,7,9,15,25,0.773960051481224,1,6,7,15,0.3522258820846013,6,9,15,20,0.620640188815846,1,6,17,19,-0.3016105564952225,6,7,17,18,-1.6386797939330855,1,6,9,13,0.8382370823034859,9,13,1,6,0.8382370823034859
78,78,5,7,22,31,-1.2835191047575232,1,5,6,9,0.8324505478752677,6,9,18,23,-0.2694116698178188,7,9,13,16,0.364127740633716,1,6,9,24,0.7597636472322502,6,9,13,26,0.3154565602462651,1,9,15,16,0.7742517905662744,16,18,28,30,-0.813173965517886,1,5,6,9,0.8324505478752677,6,9,11,16,0.2078896808834281,9,13,1,6,0.8381704853833077
79,79,7,10,13,17,-0.5484773539769874,1,4,13,18,0.7671787597103874,9,15,17,26,-0.2314483460647238,15,19,28,16,0.543954297406384,6,7,9,16,-0.2360593261217207,5,9,15,17,0.642975707757127,1,9,13,16,0.7984719459578693,6,9,24,19,0.5426490897005023,1,16,17,19,-0.3998441280169973,5,9,13,15,0.9591680739900504,9,13,1,6,0.8381317288419847
80,80,6,15,20,21,0.6325219017797379,6,8,9,30,0.2709526860458764,6,9,10,16,-0.0679457611895424,6,8,18,20,-0.0304616655235112,1,19,21,26,0.3142923886348787,6,14,28,19,0.0546187826684527,1,9,16,29,0.7984902940954008,5,6,8,9,0.8935810904261485,5,6,9,11,0.6523830580863204,6,9,18,19,0.1064107667227639,9,13,1,6,0.8384436058401077
