,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
142,142,142,1,5,15,17,0.8892973772722524,17,23,25,33,0.8253010590681922,6,8,17,19,0.6242148826863737,10,22,28,34,0.7028073627434589,5,10,23,25,0.7110153525131147,11,13,21,24,0.3731745530851994,5,10,22,30,0.8294490112480822,5,10,17,20,0.887840275744383,5,6,9,13,0.8696275526279637,5,21,23,38,0.7341892006401444,5,10,21,17,0.8455867087738361
143,143,143,12,16,32,34,0.3163252139842825,5,8,9,15,0.580842501183864,10,16,19,20,0.8303943240099734,2,3,8,13,-0.2142882520134055,7,13,19,20,0.9167585877608748,5,16,17,19,0.9363343346614011,5,6,10,21,0.7025819425381594,6,8,10,18,0.56981102377548,6,10,17,18,0.9365682856248264,9,13,18,30,0.799529761086704,5,10,21,17,0.8459636859002112
144,144,144,13,16,18,19,0.8106425342815312,1,7,18,20,0.8505273836428859,29,46,51,57,0.9582548449534078,5,13,29,38,0.885016284485846,5,13,16,34,0.9417461546982996,4,5,8,10,-0.4207361169897246,15,20,21,27,-0.2030380513408298,5,6,10,16,0.944583699758652,5,10,19,27,0.6373581826137901,6,8,13,17,0.5734337168383599,5,10,21,17,0.8429712895675063
145,145,145,9,11,20,34,0.2824512415033358,3,10,22,25,0.1533558926063231,6,13,18,19,0.9929619234198231,5,6,8,10,0.4656646661396652,5,19,26,28,0.7142800688701725,8,18,45,46,0.1917677633395487,6,8,10,17,0.5717801059156229,6,7,8,10,0.4549501945203374,10,13,17,20,0.8426215730810827,5,10,22,32,0.6412181603025674,5,10,21,17,0.8461372435692411
146,146,146,17,21,27,28,-0.7799369925534438,5,10,14,27,0.6791399739488214,1,2,11,16,0.4873173144406937,7,10,18,20,0.8823696518963872,6,8,18,21,0.119972661363832,5,8,19,21,0.2693380659047725,16,34,42,43,0.3541051430085969,5,19,20,43,0.7581460067469037,5,10,13,14,0.9816034874821332,2,6,8,10,0.614086476746845,5,10,21,17,0.8427753049226591
147,147,147,9,13,17,18,0.8032420130580099,2,5,10,14,0.9815339669837698,7,8,16,27,-0.3162708202514315,5,6,7,14,0.7836748503706588,6,17,32,44,0.1229654179211739,5,14,17,25,0.6495509771582424,5,7,13,14,0.9367403265980976,6,10,11,16,0.553680833422469,6,21,30,31,0.4828217165481102,10,13,19,20,0.8226516345522766,5,10,21,17,0.8414213812802296
148,148,148,3,13,17,18,0.3077152292915879,4,6,8,10,-0.4261665241879044,5,14,18,19,0.9304848641174964,4,10,17,21,0.1296599272792133,5,17,18,19,0.9241090170277908,15,16,20,31,0.6212375639316432,2,5,7,13,0.9113582327199676,6,10,17,19,0.9464485548928708,6,7,10,17,0.9410234836013412,5,6,10,20,0.743581608560274,5,10,21,17,0.8430861158158214
149,149,149,2,4,5,12,0.6003082644390132,2,11,24,26,0.7562576003065716,5,8,19,21,0.2655919867788827,5,8,14,16,0.3929892733057832,5,13,21,27,0.3681692035245433,5,8,10,18,0.5613072035117932,10,17,23,32,0.6110097474147242,5,8,10,13,0.6147316993262446,5,10,17,21,0.8414111223673055,6,8,10,13,0.6116600023607446,5,10,21,17,0.8414111223673055
150,150,150,1,19,22,26,0.9708160780653896,8,11,13,15,-0.5457274880882619,2,4,7,19,0.6954441681284143,2,10,19,22,0.8668464551730034,2,9,10,43,0.8456176031853274,6,10,26,28,0.6340646019236198,17,18,29,34,0.7969392056358497,10,13,17,19,0.8874306793745985,5,6,10,13,0.868542987236905,5,6,10,16,0.9444817297669158,5,10,21,17,0.8419493838257821
151,151,151,6,10,14,29,0.9689530751914266,13,17,20,28,0.3465145895796853,2,3,5,6,0.5473058844430387,5,8,9,18,0.5661269514871694,7,8,18,19,0.6124694634575558,8,17,26,37,0.1579022656357487,5,16,17,41,0.6940153665219455,10,17,18,20,0.7283842722518894,5,6,13,17,0.9379307450056245,5,6,15,20,0.8219646397302116,5,10,21,17,0.8419709428922737
152,152,152,15,16,20,23,0.7738971249837133,18,19,26,35,0.8726197477030639,7,23,27,32,-0.1682957544998209,5,6,10,13,0.8685700748265477,5,6,9,10,0.691626532837877,10,11,14,24,0.5784500374889855,5,13,16,19,0.9936581343017462,6,10,14,21,0.8424148233640711,6,8,10,19,0.550124708769839,5,6,17,18,0.8818942575169496,5,10,21,17,0.841621173134
153,153,153,1,2,8,19,0.6695991444510943,1,2,36,41,0.9377598719623188,2,4,16,53,0.1331789408577559,3,8,10,13,-0.3226412654421127,6,8,16,19,0.6322807509787515,5,13,16,19,0.9947969588994908,5,6,10,13,0.8629488948420663,6,7,19,22,0.8800208097933924,6,10,29,32,0.5692926703501502,5,10,21,27,0.2908089885394979,5,10,21,17,0.8443546232933149
154,154,154,29,31,32,51,0.6921692165541842,5,10,17,19,0.94268558969745,3,14,17,24,0.4507989498840995,27,43,46,52,0.6107133699953089,5,6,24,39,0.7356684932376991,6,13,18,22,0.9624186406536204,6,7,10,16,0.9391978093642074,10,17,19,21,0.7899933628615875,10,13,16,43,0.8755031791295464,8,17,18,21,-0.1337148384529696,5,10,21,17,0.8450936572721085
155,155,155,2,4,6,18,0.5840221687022085,4,8,37,39,-2.055851678247301,7,19,34,41,0.8949927933035504,17,35,36,38,0.8499103233711027,4,7,13,16,0.5881804730831408,6,16,17,20,0.7749121309790743,4,6,21,31,0.2228530400558785,10,13,16,31,0.8793189282371632,5,19,21,44,0.4970910149083583,5,7,10,13,0.8661443517511982,5,10,21,17,0.8422093784212048
156,156,156,3,7,12,23,0.606640308378898,10,20,33,41,0.8070105743064104,4,7,18,28,-0.2806307009951936,14,16,33,41,0.7303238099905378,5,8,13,29,0.6584923932551655,10,13,19,27,0.6794833786270968,6,10,21,35,0.449048499434068,5,8,13,18,0.586539893850192,10,16,20,21,0.5686202639879436,5,8,13,17,0.588550657113045,5,10,21,17,0.845265449196001
157,157,157,1,5,14,17,0.8990845064410171,1,5,6,8,0.4380526156003423,17,20,22,25,0.4699866566269362,4,6,8,16,-0.4845571972313467,6,10,11,37,0.1414287835852778,16,18,22,24,0.8052258781722468,10,17,19,21,0.7899397708571709,5,13,17,20,0.8940911692050149,2,5,20,21,0.6423952495398308,5,8,17,19,0.6316870632533471,5,10,21,17,0.8447778329547851
158,158,158,4,6,9,11,-0.4337971615585398,1,5,13,15,0.973772237718754,14,26,28,30,0.3287716988610037,2,17,19,21,0.8395309211424317,2,5,8,13,0.6861881186587657,5,6,8,9,0.4634790236539321,6,17,18,19,0.9265706417160398,21,28,31,56,0.3886585155332396,8,10,16,19,0.5408430698527644,6,10,17,18,0.9340922069939772,5,10,21,17,0.8427605807920054
159,159,159,6,11,35,42,-0.2132980264263184,4,7,8,12,-0.4958182804216879,13,16,21,24,0.8477886612484582,5,8,13,17,0.5778915421610129,10,13,16,17,0.8099898084846157,1,10,13,18,0.9093445192511024,5,6,8,13,0.5445573130260206,10,13,16,19,0.8875175781807287,5,10,16,36,0.9247505488739822,5,7,10,18,0.9414544409507792,5,10,21,17,0.8425599331944532
160,160,160,3,16,25,29,0.1249841754496703,5,8,13,16,0.5964953767291862,1,6,19,27,0.686443687787424,5,8,44,50,0.1346141460339091,13,19,21,32,0.3793632980805225,2,6,10,13,0.9415720776530064,9,10,17,19,0.7143733583428696,6,7,8,10,0.4529712321674884,5,13,17,21,0.8463547624771671,5,6,8,19,0.5338591647194049,5,10,21,17,0.845487399080705
161,161,161,11,23,26,30,0.2887902813152807,4,6,19,21,0.2781852231193216,5,26,28,33,0.7242634841760638,4,6,8,19,-0.2930236908671175,8,14,18,27,-0.6028624089850221,5,10,17,27,0.6770178820216478,5,6,10,16,0.9442589384251284,5,10,13,17,0.9804275402290688,5,6,13,21,0.7677328419260097,5,6,16,17,0.891112394445786,5,10,21,17,0.8436310398369711
162,162,162,7,21,35,39,-0.1456040179909108,10,12,25,28,0.1801615325054057,5,6,15,23,0.8855300642314242,4,19,21,30,-0.2594848725595948,9,13,16,20,0.8473509684662762,6,8,10,13,0.6170394679174604,5,13,18,22,0.9642346719685594,7,18,21,31,0.8084118144867236,5,6,17,21,0.7830933643016887,5,7,10,18,0.9403063094303508,5,10,21,17,0.8455421305673745
163,163,163,12,17,38,42,0.6874727586630919,4,5,16,30,0.1534434280034398,19,21,24,29,0.892967766675975,6,18,33,37,0.8638657207548792,5,6,8,10,0.4609173872783562,6,13,17,18,0.8597237176206505,5,6,16,18,0.8888211158831318,4,6,8,9,-0.4201334966002239,5,6,7,10,0.6556795902436365,10,13,18,19,0.886447551348638,5,10,21,17,0.8429889528503232
164,164,164,3,7,20,22,0.3399005695980976,3,10,16,21,0.1395788383423598,6,11,16,17,0.3659718628623046,5,10,13,17,0.980209854053478,6,16,35,36,0.860125363068788,5,6,31,35,0.7494878097828821,8,13,16,17,0.2962490922668421,18,19,24,32,0.6929464335750126,5,6,10,13,0.8662125594250638,5,6,10,18,0.9440448262445792,5,10,21,17,0.8436255412761241
165,165,165,4,6,7,19,0.5262712193304495,2,5,16,17,0.869697721774211,2,9,10,11,0.4347966506473891,5,13,19,38,0.9285314259222972,4,5,7,10,0.4645887655478558,10,18,36,41,0.9154449866089772,6,21,23,46,0.8087458637882028,2,13,16,19,0.9200378845161826,5,8,19,32,-0.2553345192216905,5,10,26,34,0.9221764402006776,5,10,21,17,0.8443531041599481
166,166,166,1,6,7,10,0.7991810908209038,17,33,53,58,0.8756695158170089,5,7,10,13,0.8636950565576081,5,6,10,18,0.9440728776445466,5,6,10,13,0.866175750169839,8,10,21,23,0.2262333355289345,6,8,10,19,0.5513473168646034,5,8,20,26,0.2821852560700719,8,10,13,20,0.3066477008653585,5,8,13,19,0.6984918659385682,5,10,21,17,0.843758033698587
167,167,167,3,9,10,11,-0.5941156476093401,6,8,9,29,0.5543737296051504,10,19,24,31,0.8421260246931114,4,10,15,19,0.5586040361932354,10,14,16,20,0.7521396786624592,5,7,16,19,0.9436204305252504,5,6,13,18,0.9421827829749728,5,6,8,10,0.4620745762427986,6,13,22,23,0.9602795928454724,5,6,10,13,0.8607367891807998,5,10,21,17,0.8448856124400549
168,168,168,16,18,21,23,0.7201959825781868,7,16,19,26,0.9801782748897732,6,15,19,21,0.8761119848858421,2,5,11,13,0.6781476345629308,7,21,28,33,0.3915411274714476,8,13,17,18,0.2793428569122582,10,18,21,32,0.148677665031528,10,13,14,18,0.8099894158733298,6,8,13,21,0.2524375827422145,6,19,20,30,0.6352416362034221,5,10,21,17,0.842571455914007
169,169,169,7,33,35,37,0.5029166009498194,1,17,23,34,0.9500448859618832,19,30,32,36,0.328281566891792,17,18,21,27,0.0260386205082919,6,15,18,19,0.9305501784382694,5,6,10,12,0.9430781661351698,10,19,32,33,0.5817900202001742,5,13,18,24,0.9852600796520924,5,10,17,19,0.945356926415881,5,7,17,19,0.9426341880309558,5,10,21,17,0.8425289501498325
170,170,170,2,10,13,23,0.9316337462182992,5,8,9,27,-0.2307526894438838,2,3,7,10,0.6158375221503524,1,2,13,19,0.9630764772863768,5,18,21,32,0.1695432480766405,5,16,21,31,0.8075020502509587,5,20,24,32,0.4021324802322348,6,17,19,20,0.9183445347758936,5,18,27,35,0.2628456657737481,5,7,17,18,0.884099494155401,5,10,21,17,0.8436183879135803
171,171,171,2,4,17,25,0.044867922308636,7,33,43,47,0.606965478662535,7,8,10,13,0.6111309881442654,8,17,18,27,-0.6161205371862972,5,8,9,14,0.5781860426627082,10,16,19,20,0.83054287440926,6,16,19,21,0.8780930258117386,5,10,16,19,0.9444394431710555,3,5,22,37,0.2476645839104703,17,25,32,39,-0.6802668865580785,5,10,21,17,0.843751415016416
172,172,172,1,2,5,10,0.9175965896188713,8,10,17,35,0.1044943463961207,10,19,42,44,0.6669052509025744,6,8,19,24,0.6975965971658155,11,13,21,22,0.2946690804439812,5,13,18,19,0.9926878466866232,5,10,11,18,0.5551782218990665,7,17,18,19,0.9276134425613318,6,10,13,17,0.9802288934472896,5,19,21,25,0.4271333077341118,5,10,21,17,0.8436089627124599
173,173,173,12,16,22,27,0.4722844796388837,3,6,15,28,-0.257872219836065,2,11,25,30,-0.4809111048779535,2,4,7,9,0.6254684405630722,6,10,17,20,0.886541966903659,5,6,13,19,0.8832682938111021,5,8,10,13,0.6201407815805242,6,10,13,21,0.8226733451246466,5,7,13,17,0.9406066884612893,5,8,10,11,-0.4435267256995165,5,10,21,17,0.8457287613601402
174,174,174,28,34,50,51,0.740054961201517,12,16,20,21,0.408548424513402,1,13,20,25,0.4939453563322959,6,7,21,25,0.2512782057036371,34,47,48,53,-0.5388433142673184,5,18,20,21,0.5856295857628946,5,8,10,13,0.6176632125848902,5,7,8,10,0.4560411318249096,5,10,13,16,0.9811371077744674,6,8,17,27,-0.30951084973142,5,10,21,17,0.8434247154306265
175,175,175,1,3,5,9,0.5153801161344365,3,7,14,17,0.4145266872357973,6,16,17,23,0.9139759600545452,3,13,16,33,0.6377984691384414,5,10,18,20,0.8852599518342963,21,33,46,51,0.8952677041245319,6,8,20,21,-0.2862653816004565,5,6,7,16,0.7855245203889597,5,7,10,13,0.8651255897485505,2,6,7,10,0.8627284173933162,5,10,21,17,0.8431838221421328
176,176,176,8,9,13,15,0.5449005587059813,8,17,20,37,-0.4090636599267321,2,5,6,7,0.7157052412102924,6,10,15,16,0.9420125249193904,5,6,12,13,0.941506767973157,3,6,16,21,0.1522750997483357,6,18,41,42,0.4769269289361796,5,10,17,19,0.9456687081205865,5,10,13,19,0.880620214007718,5,21,36,41,0.6886543918760145,5,10,21,17,0.8433355477160659
177,177,177,1,43,44,60,0.5288362744477408,2,5,6,17,0.9399001966203596,4,5,6,18,0.4998505667594024,5,16,18,19,0.9315326950662748,18,19,25,37,0.3801211455446507,5,8,16,19,0.6311739477388263,5,6,8,10,0.4630081668074386,5,10,13,16,0.9809693034269824,5,7,10,21,0.7001950605642786,9,13,17,20,0.8430612833231829,5,10,21,17,0.8441022419686492
178,178,178,18,21,33,45,0.4899097910404576,1,2,11,13,0.6401801694879804,2,4,10,31,0.6291583142504009,13,20,30,40,0.1116474304291186,2,8,34,48,-0.3275390993984246,10,19,29,31,0.8820665038486803,17,18,20,31,0.6143427160364917,10,13,18,19,0.8856180161304743,5,8,10,16,0.573368156562804,5,16,18,19,0.9324800570414026,5,10,21,17,0.8439079290827165
179,179,179,39,46,66,87,0.3645575827330772,3,6,34,55,0.6311721001648084,3,4,7,12,-0.454763329171775,5,6,13,37,0.753555325156468,9,17,22,24,0.9159272064791432,5,13,17,20,0.8914522133734276,13,21,27,30,-0.178974157026392,5,6,8,23,0.4385525133235687,6,11,27,49,-0.225532612493617,19,20,21,38,0.6618714166347255,5,10,21,17,0.8446049491752288
180,180,180,24,37,40,41,0.1742744680824854,2,3,5,12,0.6254170631657548,5,6,7,14,0.7896788578087516,9,10,32,40,0.0052057619823105,6,17,21,24,0.8864091486181302,5,6,8,13,0.5570775395759511,5,6,7,10,0.6466399419458263,5,8,10,16,0.5815387157590025,7,13,16,20,0.8980209234345535,7,10,17,18,0.9386595653668612,5,10,21,17,0.8465744557327298
181,181,181,5,15,23,25,0.7727124200982243,13,17,21,25,0.3296358508241256,1,8,13,14,0.5164023966983121,10,18,19,28,0.6411539130853774,13,17,18,19,0.809263600637296,5,10,13,27,0.7028748286137124,5,13,17,27,0.6917397107034321,5,7,21,27,0.1911811439459765,5,10,13,14,0.9808559018574016,5,6,7,13,0.7150565304147163,5,10,21,17,0.8441651430741479
182,182,182,2,12,16,19,0.8337910805649529,4,5,7,10,0.4667392943042892,9,19,21,27,0.3188949207293602,20,32,40,64,-0.2718083063461505,3,10,17,22,0.5670531501955159,2,7,8,10,0.6158867443699862,5,10,17,29,0.9654833857174188,5,18,20,31,0.8730990327665156,5,6,8,27,-0.3227474581307845,10,20,23,42,0.7795340715954596,5,10,21,17,0.8471998223031392
183,183,183,5,10,17,22,0.9785169314745242,6,14,19,56,0.9592032136321176,1,8,21,30,-0.4515032912364449,8,11,18,26,-0.4412567041576809,1,4,8,14,-0.5405800968236312,5,6,8,16,0.5144743171987323,2,5,6,7,0.7142482256204032,7,8,10,17,0.5748959516952717,5,6,7,8,0.2704794138251257,6,11,18,31,0.5501083192832377,5,10,21,17,0.847633311852594
184,184,184,20,26,33,34,0.9432818748551156,6,7,13,43,0.7592013997012724,2,5,10,12,0.9783496324285216,5,9,26,30,0.7605851137944313,7,17,25,26,0.7790521163311805,6,13,14,15,0.890599718142794,5,17,18,21,0.7461984988938264,2,5,6,16,0.9475362855952916,5,6,10,13,0.8545164424880041,5,8,10,17,0.5836090315276916,5,10,21,17,0.8486224254034624
185,185,185,2,10,17,20,0.8441276472053769,10,12,21,23,0.8445184668906429,13,19,25,29,0.8368919627426604,7,12,19,21,0.8845985667414101,5,6,8,25,-0.0065617628730367,7,17,18,19,0.9335967753289282,5,10,16,20,0.8901435412369504,5,10,13,16,0.9794610610448828,16,17,18,19,0.6316569668831131,4,18,34,52,0.6063829583536411,5,10,21,17,0.8473180801667487
186,186,186,13,19,21,36,0.8422214916002161,11,12,20,22,0.2566088862062796,3,5,14,19,0.6686319343049337,15,18,35,36,0.724996835671571,5,6,10,11,0.4649508545928619,6,8,10,19,0.5499001206059,3,5,6,16,0.5371225633221005,5,6,7,9,0.6390909351874231,16,21,31,38,0.8231875149146941,3,10,15,17,0.4162219039564419,5,10,21,17,0.8492235265748316
187,187,187,7,35,49,50,0.6613413994810737,1,2,8,13,0.660863845337694,16,21,27,31,0.2367612727830232,2,3,7,40,0.2332500708957903,7,10,23,30,0.7557647483512092,5,6,8,13,0.558094477414491,5,10,13,21,0.8230892126957535,5,10,17,18,0.939104850956867,5,6,16,18,0.9018351904685316,5,13,17,19,0.9945150310569542,5,10,21,17,0.8466563139736466
188,188,188,3,6,14,22,0.619754099454702,10,14,17,24,0.85777618926737,18,20,27,32,-0.7887099132492257,6,16,21,22,0.8527201977596509,16,21,23,27,0.3508353919695119,3,17,18,19,0.4443778279196904,5,10,21,24,0.8025885202572318,5,6,13,18,0.9439064171036812,6,8,10,17,0.5754280928439199,5,6,11,16,0.4977374578806002,5,10,21,17,0.8466143506330508
189,189,189,4,17,22,27,-0.2304079434684409,19,20,26,37,0.6637640891290302,5,7,8,27,-0.3315186743011231,11,18,20,21,-0.373011070360417,17,21,27,33,0.3753223621682245,7,10,12,18,0.9481879626391412,5,6,10,13,0.8575699902080434,5,7,10,16,0.9388423607884052,8,10,20,27,-0.7363603878341087,5,13,16,19,0.9954905693350924,5,10,21,17,0.8467137856760697
190,190,190,2,7,16,18,0.8795360827376467,1,13,53,66,0.7607267993789775,8,12,19,20,0.31845212162727,8,10,19,27,-0.1792090483577724,16,23,29,31,0.9790493294932632,7,13,20,41,0.7236684733317508,17,31,37,41,0.4494759376354409,5,6,16,17,0.9028084096551444,6,13,17,21,0.849591559748553,8,10,21,33,0.2434164873356827,5,10,21,17,0.8463649974054044
191,191,191,10,21,63,69,-0.3724052248632725,7,13,24,42,0.8944262437631258,5,37,57,62,0.743651585724187,2,5,17,34,0.9485965460040148,5,6,7,13,0.7132034378014092,5,10,16,17,0.9441354062214826,10,21,28,34,0.32004891350187,6,10,25,33,0.7261138879938505,5,23,26,29,0.7753684431735459,5,6,8,10,0.4631452649186233,5,10,21,17,0.846224950072539
192,192,192,10,12,37,41,0.6349492328649711,4,17,18,19,0.4401041829988107,1,3,23,25,0.1337647126782413,9,12,16,18,0.6687406378003371,10,20,26,27,0.4170791331332312,5,7,10,18,0.9389687912224284,6,16,31,34,0.9222579202499184,13,17,18,19,0.8174548523896971,6,7,8,10,0.4549254731114635,6,17,20,30,0.6036795314272596,5,10,21,17,0.8475167346290058
193,193,193,3,5,9,13,0.6303447153034988,3,4,7,9,-0.3812635866859764,3,10,13,21,0.2556972738125884,1,3,5,6,0.4544055688814479,2,5,8,19,0.7100830714126471,5,10,17,18,0.9424738536915926,5,7,21,25,0.2732019260779377,2,10,13,18,0.8933045513078639,2,6,13,20,0.9268044320926808,5,10,18,20,0.8889292156676926,5,10,21,17,0.8484925998864993
194,194,194,4,7,8,14,-0.4639978382811094,2,5,6,10,0.8556557057396402,6,10,14,16,0.9495473353424304,7,10,13,16,0.9783730136184352,5,17,18,40,0.7130928028434536,6,8,17,21,0.1581485014278945,6,10,13,18,0.977994560747274,6,8,10,13,0.6189964832781039,10,17,18,23,0.8994697771609589,10,21,45,53,-0.175872259505442,5,10,21,17,0.8472398465275524
195,195,195,15,17,19,27,0.5736693116162881,1,7,17,20,0.872051553065412,4,8,28,37,-2.6069217161652585,6,8,21,33,0.3134613366675178,16,21,27,30,-0.2880216636153796,5,6,18,21,0.7958181090986393,7,8,10,18,0.5810511072186773,5,6,10,17,0.937791596041728,6,8,10,17,0.58555796972596,2,13,17,19,0.9230804973829544,5,10,21,17,0.8492519120730699
196,196,196,7,10,13,17,0.9776648701333857,6,17,18,21,0.7438299674244284,2,3,6,13,0.7076626359241063,14,19,21,27,0.3733146953470926,5,6,7,8,0.2723785164400186,5,13,20,46,0.9207859000783304,5,18,20,31,0.877404141749286,5,8,10,16,0.5866200100126391,5,10,17,20,0.8894205617770766,10,17,18,19,0.8289144903672654,5,10,21,17,0.8482134455128798
197,197,197,4,7,24,35,0.3229544863549464,12,22,28,31,0.6475717397163274,5,7,9,10,0.6506288670231126,5,10,11,19,0.5501856550201626,13,17,18,27,0.4729504682570531,6,16,24,27,0.7663738716458617,50,66,73,85,0.4774520595344825,5,7,10,16,0.9352427354814796,6,10,13,17,0.9760149783516612,5,6,13,16,0.9500888600184814,5,10,21,17,0.8498553047681289
198,198,198,7,18,38,44,0.8042521450561373,7,13,20,28,0.4765024584597983,5,7,10,11,0.4608021866267718,11,12,16,18,0.0172864880043721,6,10,16,21,0.8500593653671784,7,16,17,20,0.8126021868734095,5,6,10,18,0.9380757937032652,5,6,16,19,0.9458139275108772,5,13,17,19,0.9951145374145206,6,10,13,16,0.976347636204994,5,10,21,17,0.850099340307073
199,199,199,2,4,12,16,0.3746191490390529,20,45,51,53,0.0084141899404355,3,13,24,26,0.7823194753251318,1,13,17,21,0.7851810823172864,10,13,16,19,0.8805674206875391,24,30,34,39,0.5429605205968506,5,8,33,38,0.6435514456436866,2,13,17,18,0.7301753154840456,5,13,17,20,0.9018042254238258,3,6,16,18,0.4460201461203821,5,10,21,17,0.8482653534871633
200,200,200,3,6,13,15,0.6336729824593389,33,34,45,50,0.8506274395854649,6,19,22,27,0.7829336724439603,5,8,10,18,0.5870660570067028,5,10,14,16,0.9514916929193324,7,13,16,17,0.8914157196983359,5,6,8,10,0.4683281078182457,7,8,10,18,0.5813591692885477,5,6,17,18,0.9072707556711206,5,6,10,18,0.9386928323912151,5,10,21,17,0.8498747370708097
201,201,201,3,4,12,13,-0.3838780236131733,10,14,34,35,0.7648645727038978,3,19,24,34,0.7614653624632137,4,5,13,14,0.6245640994532854,10,17,18,20,0.7442740748297338,8,10,13,14,0.5595786923923367,5,9,10,11,0.3971876343330804,5,8,18,21,0.1613240887941374,2,6,10,16,0.9788353978636836,5,8,13,18,0.601497850712592,5,10,21,17,0.8481881088532025
202,202,202,6,11,22,23,0.6562552528836332,1,10,16,22,0.9102763244806328,5,8,10,12,0.5898693309770581,8,18,20,21,-0.3485676755582814,1,5,6,10,0.7957229744564241,10,18,20,21,0.5707351819252844,18,21,36,41,0.678626027468197,5,6,13,18,0.9443906297214234,5,13,17,19,0.9945015266658072,5,18,21,25,0.3734323702198976,5,10,21,17,0.847569084020147
203,203,203,5,6,11,13,0.5537982549324042,11,12,13,24,0.6390513422251478,6,13,14,16,0.8876107945870989,8,13,34,39,0.2427298966595465,3,16,18,31,0.2961945393664115,5,6,21,26,0.661376861401346,6,21,31,32,0.2655138173937602,4,5,8,13,-0.2767998895509025,5,10,16,18,0.9432281947257548,10,16,27,37,0.2592633740033193,5,10,21,17,0.8476741844730238
204,204,204,12,32,38,51,0.6321804198117117,4,10,25,33,0.1743037631050462,28,33,39,40,-0.213318798740977,5,17,18,19,0.9355764821736422,4,6,8,18,-0.4726544967774648,3,5,10,19,0.5569929301527056,5,8,17,21,0.1626778118481594,8,10,21,25,-0.5473387167103472,5,10,18,21,0.8478268335036433,5,10,19,24,0.8061174006625921,5,10,21,17,0.848323690952288
205,205,205,11,15,21,23,0.2007235289103163,1,2,13,17,0.9100597814984072,1,6,9,11,0.5095864976532176,7,9,18,26,0.9649317152234652,10,16,21,32,0.175545861777301,16,17,37,38,0.7118086523554119,7,10,17,20,0.8866619902043149,13,17,20,24,0.8992991674108695,5,6,8,13,0.5596808322219271,5,6,13,18,0.9441822743409553,5,10,21,17,0.847683121127289
206,206,206,13,23,25,31,0.7961832264775185,6,10,19,21,0.7524939084096163,5,10,11,18,0.5663779735120722,4,6,10,14,0.5951393261743845,5,6,13,21,0.7717052355958912,6,8,10,13,0.619195607515769,20,21,30,31,0.1266496038037375,5,17,34,46,0.979942922800795,5,10,17,26,0.9651165437809492,8,13,16,17,0.3232739310992578,5,10,21,17,0.8472444934702383
207,207,207,1,10,11,13,0.5617736060184549,5,6,11,16,0.5011827767453416,4,6,7,21,0.0859378442858069,5,6,10,13,0.8570338050573029,6,8,10,40,0.1363681587360572,5,9,10,16,0.8568773207800959,5,14,16,30,0.7561231326685272,10,13,16,19,0.8811430728114584,5,13,19,20,0.91939563039039,5,12,13,19,0.9965577798238158,5,10,21,17,0.8476791249635311
208,208,208,1,7,9,21,0.7387722542166721,6,17,18,25,0.6774889453391018,4,10,16,17,0.4124378675030256,13,14,17,22,0.7492879501162282,5,10,17,21,0.8490999805680506,7,8,19,27,-0.0925205043287276,5,6,7,19,0.6527411853992446,5,7,10,13,0.8482477003811404,16,17,18,27,0.1797107649846749,8,10,19,26,0.5817412065689638,5,10,21,17,0.8490999805680506
209,209,209,5,7,10,12,0.9352718423514288,5,9,13,24,0.8979716453415907,10,19,29,32,0.5985834301541697,1,6,25,31,0.7315959810975678,5,10,13,57,0.8265665312809546,5,10,16,25,0.7866994547540833,8,13,18,26,0.6387220166598819,5,10,16,17,0.9469029633394758,17,27,31,37,0.2267770965586912,5,10,13,17,0.9771476348088692,5,10,21,17,0.8486058519664155
210,210,210,6,8,21,27,-0.8140279618457291,3,7,14,53,0.1686178958988617,2,5,14,19,0.9961790196526772,2,8,9,10,0.4309057499071052,5,18,22,33,0.9940320096611728,5,17,19,23,0.9801955714544708,18,21,22,38,0.8537285933531384,5,19,20,21,0.6475510472199992,7,10,13,16,0.9765817562378656,5,37,39,43,0.041448321210785,5,10,21,17,0.8494542839515798
211,211,211,21,23,24,27,0.4933220228166207,10,13,17,18,0.8105655139195094,10,16,19,21,0.7912743956198302,5,12,17,18,0.7199481269080898,18,34,42,49,0.7829413754969269,10,17,19,21,0.7900652565806536,6,13,17,19,0.9944823464217732,5,10,13,21,0.8224702459707891,5,13,16,21,0.8548253103207346,5,19,21,33,0.8531006416849949,5,10,21,17,0.8468618155999375
212,212,212,10,11,13,22,0.6402719067660052,10,27,28,31,0.0068142547962858,6,16,19,20,0.9290343207399,2,18,21,26,0.8625960450996852,5,8,13,15,0.6169821994780049,5,10,18,32,0.6130122693977984,5,8,17,19,0.6495186806994446,5,10,21,25,0.3576256773247114,8,10,17,20,0.2192911331896041,6,8,10,17,0.5833212060249381,5,10,21,17,0.8488583758860668
