,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r
230,230,230,230,230,8,13,21,25,0.5526192009933366,6,15,19,22,0.7614384494013932,2,4,6,10,0.9621755948876825,6,10,11,12,0.940378923343085,4,6,11,13,0.9784653158945118,4,5,6,9,0.8477951705685096,6,10,20,5,0.8431472706333184,5,10,11,12,0.9670574154353764,5,6,9,21,0.8950275367473055,4,5,10,11,0.9382880921944972,5,6,10,14,-0.18202246339961436
231,231,231,231,231,5,6,17,19,0.762122919529193,11,12,14,25,0.889777126859042,7,11,15,25,0.195114711635104,6,11,13,15,0.758150077986441,4,6,11,12,0.9920273430998926,5,6,10,12,0.9407938883222764,5,10,11,13,0.9745516860286496,6,7,12,14,0.782626870831307,14,15,19,22,0.7460580139189813,2,4,10,12,0.9859247338069834,5,6,10,14,-0.1796409930899645
232,232,232,232,232,4,9,12,13,0.8042043778610639,4,9,15,30,0.1018415336846629,1,8,12,31,-0.4531426424776059,5,6,11,12,0.971829926921906,7,12,13,14,0.711243582325665,2,13,14,22,0.972615198960772,14,16,21,30,0.6037742586110734,6,10,12,13,0.8459311148959758,2,6,11,13,0.9709033885170538,5,6,10,11,0.9617085674044604,5,6,10,14,-0.17766050157944857
233,233,233,233,233,3,5,6,10,0.8128201349190297,2,7,10,11,0.8452936681141949,2,5,6,29,0.7677297948028297,2,9,11,12,0.8544971500680422,4,5,6,10,0.9622474625207028,2,21,28,29,0.364815245880378,2,5,6,10,0.9611172797718234,5,10,14,19,0.9740391791332584,2,4,5,11,0.8788938854282147,2,6,10,12,0.9396640075077932,5,6,10,14,-0.17619151584936565
234,234,234,234,234,3,4,12,25,0.5661332533330699,3,11,13,18,-0.1611737224329568,4,5,18,10,0.6672416024934953,1,19,12,22,0.6259698287956076,4,6,14,26,0.98238807265035,5,9,10,21,0.8943343589564328,11,27,12,22,0.9877274525993718,5,6,10,21,0.947118909865936,4,5,6,11,0.9276558715774472,4,9,13,14,0.7896728591611051,5,6,10,14,-0.15694590469527991
235,235,235,235,235,12,17,19,20,-0.217204063215129,12,20,21,25,0.4852268899869858,21,22,24,31,0.6378923801674378,4,7,12,16,0.0865119160765816,6,21,23,10,0.7781220045827739,5,9,13,21,0.847103602487852,2,10,14,20,0.7931105949730546,6,10,14,21,0.9634659640666888,5,6,12,15,0.7092396365821954,6,9,10,14,0.8678830609030527,5,6,10,14,-0.1726020276923319
236,236,236,236,236,4,11,18,25,0.6190176409040703,10,21,22,26,0.851605449701596,2,5,6,11,0.9472949467716364,5,11,12,14,0.960385013678621,7,11,13,21,0.8031441911638618,4,5,6,11,0.927463300791242,6,11,12,18,0.6739543576989678,2,12,21,22,0.9084800153886544,5,12,14,19,0.9508610802779216,2,9,11,12,0.856164966785232,5,6,10,14,-0.1681987133046121
237,237,237,237,237,5,6,10,17,0.785997184101677,1,2,4,7,0.1551310685745852,11,26,30,22,0.8697767724244689,1,5,12,13,0.6456882041879176,4,10,12,20,0.7494673612264542,2,5,11,22,0.95738180599412,5,13,14,29,0.7328558076655665,2,5,26,28,0.8867826088521747,6,10,12,14,0.945365021405874,2,5,6,11,0.9441245147016522,5,6,10,14,-0.1493569373737913
238,238,238,238,238,6,8,15,22,-0.0743058548345338,7,27,10,21,0.8413774314021119,5,6,13,14,0.9699272046499406,4,6,10,13,0.9768263375407624,2,6,11,21,0.9704502210303548,2,30,6,27,0.8756049416774621,2,5,12,14,0.9599963035379964,5,11,13,21,0.967031379262512,4,6,12,31,0.9573105939891012,2,5,10,13,0.971552344108752,5,6,10,14,-0.16655718556068733
239,239,239,239,239,4,9,18,15,-1.159799407620337,4,6,11,16,0.6812233070849685,6,15,21,12,0.6480762835409879,5,6,10,12,0.9302903377845946,2,6,9,13,0.8774167383688363,5,6,14,26,0.9691940860551714,2,5,6,13,0.9637217370735492,5,6,9,11,0.8875037899488845,2,4,5,6,0.927715630961355,5,12,14,27,0.9505460978468436,5,6,10,14,-0.14525599873386685
