,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-a2,a-a3,a-r,b-a0,b-a1,b-a2,b-a3,b-r,c-a0,c-a1,c-a2,c-a3,c-r,d-a0,d-a1,d-a2,d-a3,d-r,e-a0,e-a1,e-a2,e-a3,e-r,f-a0,f-a1,f-a2,f-a3,f-r,g-a0,g-a1,g-a2,g-a3,g-r,h-a0,h-a1,h-a2,h-a3,h-r,i-a0,i-a1,i-a2,i-a3,i-r,j-a0,j-a1,j-a2,j-a3,j-r,top-a0,top-a1,top-a2,top-a3,top-r,none-a0,none-a1,none-a2,none-a3,none-r,baseline-a0,baseline-a1,baseline-a2,baseline-a3,baseline-r
113,113,113,113,113,113,10,14,20,26,0.8860206242425619,1,15,20,21,0.5244569197677033,6,7,12,23,0.8788824360543513,1,2,3,7,0.614789852583937,1,2,5,7,0.8796748764859502,6,7,14,20,0.8221182252850527,2,7,13,20,0.9210623882766684,1,13,17,31,0.8751498169201403,1,6,14,18,0.8912360072469095,2,6,13,34,0.9685227619685508,2,7,1,22,0.9783486309520144,112,117,120,122,0.9251786546025724,112,117,120,122,0.9251786546025724
114,114,114,114,114,114,3,12,13,15,0.3691714386822213,6,7,14,17,0.8960655427070243,1,2,5,6,0.8814115602230662,6,16,17,21,0.7418383647472968,2,6,24,25,0.8321806589423412,2,5,12,14,0.888418500360316,5,13,18,22,0.963790475005868,2,6,7,15,0.9389066608469314,5,7,13,19,0.881742956609414,5,6,22,24,0.8846544204719755,2,7,1,22,0.9779565852183764,112,117,120,122,0.9188332740941824,112,117,120,122,0.9188332740941823
115,115,115,115,115,115,10,12,19,24,0.8747140041437482,7,14,15,17,0.7113811577696892,5,7,10,12,0.9402152681470078,5,16,17,22,0.8770800005188957,1,5,7,19,0.8321648619157834,2,5,7,10,0.8592472781338476,2,5,7,10,0.8592472781338476,6,22,24,31,0.9788296919998216,2,7,22,23,0.9587375132771842,2,15,22,31,0.8352902295289358,2,7,1,22,0.9779152739737847,112,117,120,122,0.917954311845419,112,117,120,122,0.917954311845419
116,116,116,116,116,116,5,6,14,18,0.8929367431317932,18,24,29,33,0.9833967765842248,2,6,7,9,0.8626058336152609,1,2,5,13,0.9797631786562988,2,6,12,22,0.965722233700504,2,6,7,13,0.9077914745015652,2,5,6,7,0.7157895964817088,7,15,24,31,0.976261624374864,5,6,7,9,0.6555566070563924,6,12,18,22,0.8756920821711879,2,7,1,22,0.9781022110011408,112,117,120,122,0.9240800221503672,112,117,120,122,0.9240800221503672
117,117,117,117,117,117,6,8,11,31,-0.3594399964152959,5,12,13,23,0.9815948842803884,6,7,24,42,0.7539029896991891,5,7,18,19,0.9435332454350016,1,5,6,7,0.6489198259510649,2,7,17,18,0.8699251838033127,1,5,16,21,0.8148200859062513,7,10,17,19,0.9410267650626504,11,19,22,23,0.7457089730985995,7,22,24,26,0.9338150265749164,2,7,1,22,0.9778254808499298,112,117,120,122,0.917980940278122,112,117,120,122,0.917980940278122
118,118,118,118,118,118,3,5,20,22,0.3655587642856519,1,5,8,16,0.5380064566061721,17,18,25,26,0.65433174443947,2,5,13,14,0.9671322088858356,21,23,27,36,0.4351842099564563,1,12,13,14,0.8024271824678405,1,2,15,16,0.7917292614517293,5,6,7,13,0.7147125083268253,18,21,24,29,0.8975098297859021,1,2,6,7,0.8749620557135838,2,7,1,22,0.9777777249626036,112,117,120,122,0.9178779403557792,112,117,120,122,0.9178779403557793
119,119,119,119,119,119,6,7,12,19,0.9413751748712162,5,17,22,23,0.976361897827163,5,10,14,16,0.944927909464018,6,14,22,24,0.9874007108714928,1,2,10,17,0.9109799238831,1,9,18,22,0.9124740810046476,1,2,7,9,0.919245718766928,2,7,17,18,0.8610849956899171,1,2,5,7,0.87861770358408,2,6,7,9,0.8631009664236592,2,7,1,22,0.977983119671074,112,117,120,122,0.9252987727253374,112,117,120,122,0.9252987727253374
120,120,120,120,120,120,4,23,36,46,0.7292685438895588,15,33,34,35,0.8087593458642434,2,3,11,13,-0.2203540434851563,2,18,19,29,0.9773303385816576,2,10,12,17,0.8202184561026591,7,14,27,32,-0.2265707823031375,2,19,23,42,0.942691192981375,2,5,7,12,0.9426817297583796,2,5,6,7,0.7148754484734959,6,7,12,13,0.9404160040707684,2,7,1,22,0.9778526982021364,112,117,120,122,0.9187251366648642,112,117,120,122,0.9187251366648642
121,121,121,121,121,121,2,5,7,18,0.9365841280185532,1,6,7,14,0.9149010857697188,6,9,17,20,0.8901577596320158,2,6,7,13,0.9080015678452308,2,5,24,30,0.8946013004843824,1,7,17,22,0.9720247228311288,7,9,17,19,0.9471770671277924,1,7,10,12,0.9642162393127136,1,7,10,13,0.9183191441455671,1,2,7,13,0.9777555787460744,2,7,1,22,0.9782099574266296,112,117,120,122,0.9253649177095132,112,117,120,122,0.9253649177095133
122,122,122,122,122,122,2,3,5,7,0.5504759196691538,10,23,24,30,0.8243830599505473,1,13,33,40,0.8430260380637944,9,10,20,24,0.6661758011881149,2,3,7,9,0.6247965056211142,1,15,23,31,0.9531403098116976,6,7,13,17,0.9348641601202308,2,9,17,22,0.8971518481846914,5,7,9,13,0.865597267456534,1,4,18,22,0.5243535632968558,2,7,1,22,0.978092450034821,112,117,120,122,0.92492388813096,112,117,120,122,0.92492388813096
123,123,123,123,123,123,18,32,48,62,-0.3937905906493144,3,4,5,6,-0.4915971329250221,1,2,4,5,0.6318931527152192,7,8,9,11,-0.4387438536570984,1,10,18,21,0.7662363964746544,1,13,18,19,0.9466160636234568,2,5,10,18,0.9797732393667704,6,9,13,15,0.9814329715832648,7,13,19,22,0.9740158955646316,1,6,7,13,0.875167402663764,2,7,1,22,0.9778724372721448,112,117,120,122,0.9183049857317438,112,117,120,122,0.9183049857317438
124,124,124,124,124,124,2,17,18,23,0.8337137253096935,5,7,13,15,0.9383039940235478,1,2,7,9,0.9189622072733412,10,23,24,25,0.7693404107549182,1,16,33,38,0.983722611991744,2,12,17,19,0.8220560514619666,7,9,13,18,0.9813386087117904,1,7,44,47,0.3164029114616824,5,6,9,14,0.9453758799870632,1,2,18,20,0.8305996691460205,2,7,1,22,0.9780746392529116,112,117,120,122,0.9246275045303572,112,117,120,122,0.9246275045303571
125,125,125,125,125,125,1,9,12,22,0.9152125872565532,11,20,34,38,0.3634750889891918,2,12,16,20,0.6934718218217165,6,11,14,17,0.3763531612217902,2,13,16,22,0.8619637560403655,5,10,15,22,0.9813911977081512,1,2,5,7,0.8797160296774453,9,12,13,20,0.8512214026903853,1,5,22,23,0.9427263599642688,1,14,16,17,0.5760867821585506,2,7,1,22,0.9783817928578584,112,117,120,122,0.9236106504651186,112,117,120,122,0.9236106504651186
126,126,126,126,126,126,3,9,10,13,0.4503296411988242,7,11,12,19,0.6256120962212594,5,7,16,18,0.8898840926175138,2,7,14,18,0.8699755939213267,12,21,24,30,0.5552627088530901,2,12,29,33,0.9801527538695244,1,2,7,14,0.9750530691188832,1,9,15,24,0.9228131635467912,6,7,9,13,0.8625211675517368,2,9,21,24,0.8392845509844823,2,7,1,22,0.978153315565871,112,117,120,122,0.9237265426426906,112,117,120,122,0.9237265426426906
127,127,127,127,127,127,1,2,5,27,0.7131158068506627,10,13,37,38,0.8078066844688976,9,14,30,33,0.8224380054896916,4,12,26,44,0.2132344107341511,17,19,32,33,0.6948353075582286,1,5,7,13,0.8788764118946921,2,7,12,13,0.968606607621882,1,6,13,18,0.9767592472140092,6,12,13,19,0.9959555104221764,5,6,7,12,0.7909504493104828,2,7,1,22,0.9780796702490512,112,117,120,122,0.9163893684444212,112,117,120,122,0.9163893684444212
128,128,128,128,128,128,1,18,41,44,0.4692724276946091,7,9,14,15,0.9454959970589344,6,10,12,18,0.944792682204153,13,19,31,46,0.9616334569145072,1,3,6,13,0.618610073330792,2,15,22,51,0.8217773691452153,1,5,13,17,0.97373916560024,6,7,13,19,0.8818931999646973,1,2,7,12,0.9763771727176772,2,9,29,34,0.9393599063960584,2,7,1,22,0.9780926269209664,112,117,120,122,0.9244677154811072,112,117,120,122,0.9244677154811072
129,129,129,129,129,129,1,2,4,6,0.6282158772914073,6,8,21,54,0.0092363987818558,9,16,22,27,0.6645139529769042,6,7,17,25,0.7117787311189965,1,12,23,31,0.9604466265982912,6,7,17,21,0.7799023095801669,13,14,17,26,0.8510505004807645,5,7,12,15,0.906194863480588,1,6,12,18,0.9055719818279796,1,2,6,7,0.8747375887993996,2,7,1,22,0.9776893808228516,112,117,120,122,0.917766111030193,112,117,120,122,0.917766111030193
130,130,130,130,130,130,9,15,25,29,0.7814753368896915,2,4,6,13,0.6986633812461049,12,13,31,59,0.6995571810386416,10,16,30,38,0.8321340828091048,10,17,22,34,0.8783545011658579,5,6,9,10,0.6883553944141518,6,7,9,30,0.7016535909597745,2,5,6,10,0.8670938157437696,1,7,13,35,0.8170429246308791,2,6,7,15,0.936341370295922,2,7,1,22,0.9782333706230844,112,117,120,122,0.9243402677878404,112,117,120,122,0.9243402677878404
131,131,131,131,131,131,8,16,19,21,0.2184990232374055,5,14,19,24,0.9930310705841904,1,2,5,12,0.9771464935412112,24,28,30,43,0.1504665797164258,1,6,12,15,0.9009703398786424,13,14,17,19,0.815360998033587,1,2,13,17,0.9033811910563035,5,6,7,13,0.7161489325057213,1,2,12,14,0.7925905538014943,1,12,14,19,0.864634374157465,2,7,1,22,0.9781164754983174,112,117,120,122,0.9257928660999306,112,117,120,122,0.9257928660999306
132,132,132,132,132,132,11,12,15,16,-0.0157286312715621,6,16,19,20,0.9259129043925628,1,2,23,28,0.7586734779326443,5,9,10,19,0.6376486000294836,2,6,18,32,0.622209898824869,2,23,25,36,0.824546110424244,5,6,13,15,0.9437148237852574,2,12,19,22,0.9239718213797664,1,12,13,31,0.8867547735984834,4,22,24,26,0.7844321127798428,2,7,1,22,0.9780249202522836,112,117,120,122,0.9187187217137875,112,117,120,122,0.9187187217137877
133,133,133,133,133,133,1,13,26,29,0.966653723062554,1,5,10,24,0.8708789309320285,2,9,14,23,0.9544296320306171,6,9,14,15,0.9481941145345646,2,7,13,15,0.965433817638278,5,7,23,29,0.682373021756819,9,17,24,33,0.8976241003099111,1,5,7,12,0.9220508050140532,1,2,6,17,0.9769732958722568,1,2,13,18,0.9075659999770964,2,7,1,22,0.97799545315899,112,117,120,122,0.9173656325046724,112,117,120,122,0.9173656325046724
134,134,134,134,134,134,3,16,25,37,-0.6673533368317395,2,6,7,17,0.9359806277902492,2,7,8,13,0.6877483203788834,1,6,10,23,0.8528710314468573,5,14,26,29,0.9424549632448704,2,5,12,13,0.9656436218578934,1,5,6,9,0.8070838946563978,1,5,16,22,0.976432683179193,2,5,6,12,0.9430465803802124,2,19,24,29,0.953785249195253,2,7,1,22,0.9782190334884184,112,117,120,122,0.9234215863285224,112,117,120,122,0.9234215863285224
135,135,135,135,135,135,1,9,10,22,0.7300296893771434,2,7,10,27,0.7028667413705917,2,17,18,21,0.616256713875698,2,5,22,29,0.9618962271674896,6,9,13,14,0.9824940971692578,10,13,15,17,0.81029000409626,1,6,9,10,0.7228260771213488,1,7,13,14,0.975582550286294,1,2,19,22,0.9630197052087992,1,5,7,15,0.918328679033458,2,7,1,22,0.9781495870477824,112,117,120,122,0.9227575836147364,112,117,120,122,0.9227575836147364
136,136,136,136,136,136,1,7,32,36,0.599859123085518,7,10,15,17,0.9410304347124024,2,7,9,16,0.9819582226369132,2,5,9,10,0.7803509954143049,3,18,19,20,0.3136587988109347,7,12,14,20,0.8005237238514882,2,9,13,19,0.86326332784188,1,6,12,14,0.9073473575824132,2,7,9,22,0.94536765278757,1,2,7,26,0.9377735060291834,2,7,1,22,0.9780933322241834,112,117,120,122,0.9223504580063896,112,117,120,122,0.9223504580063896
137,137,137,137,137,137,4,5,13,14,0.6086782624123122,7,12,23,26,0.9400040991414168,26,34,37,39,0.4631653421399067,2,5,7,9,0.8642614043146958,1,6,9,15,0.9652905265131486,2,17,50,58,0.9749718309127332,2,13,26,32,0.7569146076206765,1,2,7,10,0.9164944331281348,2,12,14,18,0.5221006047001894,7,12,15,21,0.7445937033874339,2,7,1,22,0.977979729844672,112,117,120,122,0.9236557860404117,112,117,120,122,0.9236557860404117
138,138,138,138,138,138,1,7,9,16,0.9647745223301196,1,2,15,20,0.8353055117016662,19,21,26,31,0.8882894992632206,2,5,20,29,0.8878998884512768,1,7,12,25,0.732503216863046,1,2,10,12,0.913317231783472,5,6,7,14,0.7872711313555163,1,7,13,16,0.974568367787474,1,7,17,23,0.9645522152866676,1,5,13,15,0.9755094550859156,2,7,1,22,0.9781196409623352,112,117,120,122,0.9235874453350552,112,117,120,122,0.9235874453350552
139,139,139,139,139,139,5,12,21,29,0.8456834564815798,10,12,15,26,0.9087353431942616,1,2,3,9,0.5786720747030847,6,7,14,32,0.5195608963986219,1,2,5,8,0.6164862469556631,5,6,7,15,0.7867886122629295,7,16,17,25,0.6557646360398568,2,5,7,13,0.9105763155197932,1,6,7,19,0.8328288619948493,12,14,18,19,0.6430127355186983,2,7,1,22,0.978179255571508,112,117,120,122,0.9244541544452468,112,117,120,122,0.9244541544452468
140,140,140,140,140,140,3,17,26,29,0.6611219147208023,2,12,21,38,0.8494748686708133,9,16,19,28,0.6542126506852977,1,6,12,13,0.97986663598136,10,23,27,51,0.726109721943617,1,2,7,10,0.9129671925498646,1,7,13,17,0.9751098701173752,13,14,21,32,0.1969770866052553,1,5,17,31,0.962105972982794,1,6,7,13,0.8753172519555507,2,7,1,22,0.977860437470386,112,117,120,122,0.919405510552195,112,117,120,122,0.919405510552195
141,141,141,141,141,141,4,19,21,28,-0.6749353555799953,1,3,5,8,-0.4585964614750413,1,7,22,35,0.8159667863986481,1,3,5,6,0.4415390774775765,2,10,28,33,0.7160234562317277,2,6,7,12,0.9376858828312308,2,5,7,12,0.9399805660378688,6,7,22,53,0.7456766120239708,2,8,10,13,0.6399784907968056,5,7,9,10,0.6868944978669651,2,7,1,22,0.9781352942174762,112,117,120,122,0.9255749147894607,112,117,120,122,0.9255749147894609
142,142,142,142,142,142,10,14,17,18,0.6341226207960006,4,13,14,19,0.6311945872353095,5,10,13,16,0.9813358803683848,1,6,12,20,0.8627592445865807,2,5,12,15,0.8772060688436272,10,12,16,24,0.8607510655132415,1,5,7,13,0.8800447732542874,7,10,17,22,0.9804012777983686,1,7,16,20,0.8572022319466294,5,7,17,19,0.943840928575983,2,7,1,22,0.9782998185766776,112,117,120,122,0.9262402160185308,112,117,120,122,0.9262402160185307
143,143,143,143,143,143,9,10,19,26,0.6144805100887818,17,21,24,26,0.8945967806607127,6,7,10,19,0.7634587760877869,10,14,18,21,0.6974963965560709,1,7,12,22,0.9783548558047972,7,12,19,23,0.9808614244767344,2,7,23,24,0.935854548116935,5,9,16,17,0.9426639000397298,12,18,23,24,0.902494486595453,1,6,9,10,0.7177159318069766,2,7,1,22,0.9777253220379571,112,117,120,122,0.921465764701747,112,117,120,122,0.921465764701747
144,144,144,144,144,144,29,48,52,64,0.6905752708237296,7,10,17,22,0.9802892633339008,12,19,21,24,0.8873458785161012,1,2,9,10,0.7340415802031368,18,24,29,30,0.8885070627764522,1,2,7,17,0.9702139663405216,1,2,6,7,0.8757129825935248,2,6,7,12,0.9365663973346382,2,5,7,13,0.9107120050646332,6,12,18,22,0.8720906166325004,2,7,1,22,0.9777307713781564,112,117,120,122,0.9281489004172871,112,117,120,122,0.9281489004172873
145,145,145,145,145,145,1,9,10,14,0.7790666292844255,5,12,15,33,0.9379710469034463,2,5,10,13,0.9429437948875548,7,9,23,27,0.6376165431461278,1,14,17,36,0.8522591250093827,5,13,19,26,0.933720070847379,1,2,20,26,0.909752489417093,1,5,6,7,0.6502624642693353,7,22,26,30,0.8392414322590651,2,5,22,25,0.8090113927868909,2,7,1,22,0.9778820586375244,112,117,120,122,0.9211168167070032,112,117,120,122,0.9211168167070033
146,146,146,146,146,146,1,7,22,24,0.9709016809903354,4,6,8,10,-0.4276262339159495,18,22,26,39,0.8215394925227565,1,2,5,7,0.8791237555161454,12,28,36,46,0.7522138833045136,6,14,18,20,0.7748415096974813,2,6,19,26,0.9371964593111688,6,13,14,17,0.8662124215737188,9,12,14,17,0.6553486953779555,7,13,16,20,0.8861059736863937,2,7,1,22,0.9778246352560364,112,117,120,122,0.9291645537412476,112,117,120,122,0.9291645537412476
147,147,147,147,147,147,11,16,23,29,0.6206749310341495,9,28,31,34,0.6708073338049797,1,2,22,23,0.9869130116730516,2,7,11,14,0.5599251118038666,2,5,13,16,0.9609639249441896,2,7,12,13,0.9628391501056872,2,5,7,14,0.9367400645246626,2,7,9,13,0.948000175134117,5,7,13,17,0.9351173490480406,1,6,7,9,0.8016638684793902,2,7,1,22,0.9772377313056508,112,117,120,122,0.9294112396645834,112,117,120,122,0.9294112396645834
148,148,148,148,148,148,5,9,13,15,0.982163663427146,11,24,25,26,0.2740714482064378,2,5,9,18,0.98137397538883,2,15,16,17,0.4962148291745838,15,16,17,19,0.6229128717628569,5,10,12,17,0.9430682073361376,1,6,15,17,0.8865592381880237,1,5,7,12,0.9173469437323803,1,7,12,19,0.988224138507056,7,17,28,29,0.6757300886079999,2,7,1,22,0.9779876385458636,112,117,120,122,0.928709334221623,112,117,120,122,0.928709334221623
149,149,149,149,149,149,7,21,22,27,0.3609006547612674,2,10,21,22,0.8227255359838789,1,9,14,15,0.8398803283877695,2,12,16,35,0.6217511598436762,1,6,11,13,0.5932889973816761,1,5,6,12,0.9183825215578776,5,18,22,30,0.8347421264592403,7,9,22,33,0.9039247608476066,1,2,6,10,0.9196617834186048,1,5,6,7,0.6485106716448908,2,7,1,22,0.9773314133394893,112,117,120,122,0.9299348632083636,112,117,120,122,0.9299348632083635
150,150,150,150,150,150,21,24,33,40,0.5940926447857182,14,16,17,22,0.5032270561778466,2,3,14,38,0.6236465112581513,2,7,9,13,0.948251986935275,1,15,16,24,0.8469186614026898,13,16,19,25,0.7712508430975112,2,5,7,12,0.9382895032366017,2,16,17,22,0.7194771723734147,1,2,7,13,0.9771019629257554,1,2,6,13,0.9783703899675446,2,7,1,22,0.977563075536934,112,117,120,122,0.9292298112649676,112,117,120,122,0.9292298112649677
151,151,151,151,151,151,2,3,15,19,0.6246292284717975,6,13,19,21,0.8771463033429584,7,8,19,21,0.2582817661185477,2,6,7,27,0.6226119135844003,2,5,7,12,0.9383277176406144,6,13,15,23,0.9753478340432772,1,6,9,14,0.9649568907247468,5,10,14,20,0.8867879135366236,2,5,7,13,0.9105232846286452,7,13,23,24,0.9389838360283532,2,7,1,22,0.9775590063498912,112,117,120,122,0.9291509005350628,112,117,120,122,0.9291509005350629
152,152,152,152,152,152,6,9,12,16,0.9475367092006528,2,6,30,38,0.8182527650372783,2,26,46,49,0.944807420292239,2,5,9,12,0.9830913617339844,1,7,19,29,0.8961629670673957,10,13,15,18,0.8054038633974441,7,9,13,15,0.9817154217310226,1,2,6,12,0.9746248969024224,2,7,9,16,0.9820001608345748,2,7,22,29,0.9601430578311224,2,7,1,22,0.9774712620168582,112,117,120,122,0.9296186478888746,112,117,120,122,0.9296186478888746
153,153,153,153,153,153,4,5,6,10,0.4685603128675095,14,15,18,35,0.3816503372875924,5,22,26,30,0.8418561525633524,6,13,23,29,0.8939763550312195,2,6,16,17,0.8736814130293611,7,12,18,19,0.9406530468199878,1,5,7,12,0.9193876244208172,1,6,7,16,0.915585238799748,7,18,19,22,0.992641888548728,2,5,7,14,0.9407110003960372,2,7,1,22,0.9774433130885256,112,117,120,122,0.9224587856009278,112,117,120,122,0.9224587856009278
154,154,154,154,154,154,5,8,10,19,0.5547728032376235,1,6,7,14,0.916548800975465,6,8,10,12,0.5800920067876014,1,12,13,16,0.7956212931014347,2,6,7,13,0.908247794032222,1,6,14,24,0.990636167054415,5,13,18,19,0.9930661918402748,2,5,13,17,0.962817835271268,2,5,6,10,0.8639031375661712,1,2,5,13,0.979432339800762,2,7,1,22,0.977779406646692,112,117,120,122,0.9222725024191762,112,117,120,122,0.9222725024191762
155,155,155,155,155,155,2,4,13,17,0.5449550836116437,1,4,12,13,0.529770235091946,1,30,34,41,0.5495223504523981,7,9,11,12,0.5621160263069216,6,12,20,21,0.5892725217633926,2,5,7,9,0.8671269735567236,1,5,7,10,0.804519751407553,9,18,29,36,0.9005775263852622,1,16,23,26,0.9820732314212404,1,6,9,10,0.7280809860369695,2,7,1,22,0.977623156313042,112,117,120,122,0.929104542944578,112,117,120,122,0.9291045429445781
156,156,156,156,156,156,5,10,14,23,0.9676312188448608,1,2,10,18,0.9085494466805196,16,22,36,37,0.8251214139903369,2,7,9,16,0.9810233318771526,14,15,21,52,0.7368325755107054,2,5,14,18,0.8738755189857406,2,7,15,23,0.977247735359538,14,21,23,26,0.8722356365172603,1,2,6,7,0.8752620190108229,5,6,7,15,0.7885129733669318,2,7,1,22,0.9776663963703472,112,117,120,122,0.9217543761572932,112,117,120,122,0.9217543761572933
157,157,157,157,157,157,11,12,20,21,-0.3656770258363651,6,7,25,27,0.0937047896061057,12,13,26,29,0.9859643152917602,5,7,9,21,0.6984291061807624,3,5,6,7,0.2637897915603427,2,7,17,40,0.8137312943543517,1,6,9,15,0.9630655770282276,1,13,15,18,0.7819166216413587,1,2,10,12,0.9118766462756738,2,6,7,12,0.9397224433547116,2,7,1,22,0.9773413005879762,112,117,120,122,0.9213774635392492,112,117,120,122,0.9213774635392491
158,158,158,158,158,158,4,7,10,13,0.6183991814338179,9,10,12,13,0.799159760226076,6,11,26,37,0.1645808676711775,1,2,7,12,0.9751216893470004,2,10,16,17,0.8096214538075055,1,7,9,12,0.9639931157848944,5,7,12,17,0.8947734039537298,2,5,15,16,0.8715353487204464,2,5,7,12,0.9392391996019436,1,12,16,29,0.8848198767598778,2,7,1,22,0.9774691884143938,112,117,120,122,0.9270974622152856,112,117,120,122,0.9270974622152856
159,159,159,159,159,159,1,4,11,17,-0.6234659199199288,7,15,24,34,0.9754518579946972,25,26,30,33,0.4831829829101756,1,5,7,13,0.8775854564812432,2,5,9,19,0.8814384711365548,6,17,19,22,0.9929087186076474,2,6,16,19,0.993938675108728,2,7,12,19,0.9947620479191848,1,2,5,6,0.8806799269634855,16,22,40,43,0.4688537277631019,2,7,1,22,0.9773591952240556,112,117,120,122,0.9270531644880308,112,117,120,122,0.9270531644880307
160,160,160,160,160,160,6,12,26,27,0.6995110244287511,3,17,21,24,0.2634027246387449,5,10,13,17,0.9794623316311634,1,2,5,6,0.8808859536079818,5,12,13,15,0.8856286063702644,7,12,13,19,0.995451059927056,2,7,9,12,0.9811565598226478,2,5,7,14,0.9417016017094718,2,7,15,28,0.695771147791212,1,2,6,7,0.8748398797011341,2,7,1,22,0.9775173083453464,112,117,120,122,0.9204898148116089,112,117,120,122,0.9204898148116089
161,161,161,161,161,161,1,2,4,10,0.5723941309607694,7,10,13,14,0.9808259867643953,2,5,18,30,0.8384997881338029,1,2,12,14,0.7923914106685674,5,6,7,19,0.664987957603691,12,17,26,29,0.9144825801774604,2,6,15,18,0.8651945005591911,2,6,15,16,0.871504826325628,1,2,19,20,0.902160634008028,1,5,7,9,0.804260908373831,2,7,1,22,0.9777356419255044,112,117,120,122,0.9266943694230844,112,117,120,122,0.9266943694230844
162,162,162,162,162,162,1,14,16,31,0.7547944543127968,13,29,32,51,0.7307891122350129,5,6,12,15,0.907062604586492,1,17,23,26,0.9830990907264644,7,9,10,13,0.7725264634649472,5,9,18,22,0.980464894622748,1,9,10,18,0.777886792087016,2,7,15,17,0.8753982051371357,1,2,5,8,0.6176501928279325,1,2,12,15,0.798108271162071,2,7,1,22,0.9773831278040632,112,117,120,122,0.9199402436888529,112,117,120,122,0.9199402436888529
163,163,163,163,163,163,1,2,12,18,0.7829926837714739,5,6,7,12,0.7857795147874226,15,42,54,67,0.1770825036594583,14,19,47,50,0.835525997644019,2,9,12,14,0.8219640733871664,1,2,5,6,0.881459139188888,5,9,19,22,0.8825684388153091,2,6,10,12,0.9816246769689654,2,7,15,17,0.8658881246022105,1,2,7,15,0.9719443542779044,2,7,1,22,0.97762413008109,112,117,120,122,0.9275456929566968,112,117,120,122,0.9275456929566968
164,164,164,164,164,164,10,13,16,19,0.8864473362411452,14,24,26,43,0.8876206728264653,8,13,21,29,0.3284829388859079,2,7,10,12,0.9809348957241296,5,10,15,19,0.9445275246651772,2,6,7,15,0.936152393541088,9,18,24,29,0.9504023517214688,1,24,29,31,0.9854766626271432,2,6,12,15,0.8795701133518437,1,7,13,15,0.9729569007449904,2,7,1,22,0.9776967749441154,112,117,120,122,0.9257908010228292,112,117,120,122,0.9257908010228292
165,165,165,165,165,165,1,2,8,15,0.510933149753012,23,26,36,41,0.9184053859648528,2,7,9,10,0.7803528998042876,2,7,16,19,0.993560330172252,2,21,26,30,0.5740449395505575,2,22,23,29,0.9798678517021128,7,18,23,30,0.8351586176826603,1,2,7,10,0.9158149298342873,1,2,6,7,0.8759684466318882,5,7,12,13,0.9408007616605524,2,7,1,22,0.977874697207795,112,117,120,122,0.9248361903740407,112,117,120,122,0.9248361903740407
166,166,166,166,166,166,7,10,13,26,0.9011513889858914,3,5,9,14,0.5907553106749647,2,9,13,15,0.8966408285029148,1,15,17,18,0.5579905644847029,1,2,7,10,0.9160517347968682,1,2,10,15,0.9102136115984878,2,9,14,18,0.8110675558491702,5,7,9,19,0.7718700139086925,2,7,13,14,0.962823904119703,7,9,19,21,0.7598466466284013,2,7,1,22,0.9777278966636704,112,117,120,122,0.9256097273760572,112,117,120,122,0.9256097273760573
167,167,167,167,167,167,2,10,14,16,0.8191653693529914,10,58,68,73,0.5416294579345566,4,5,13,14,0.6124803527835467,2,7,14,22,0.9668352021600828,1,17,19,22,0.94726657064262,2,8,12,19,0.630090876928664,13,22,33,37,0.8860810922930421,2,6,7,13,0.907159847700574,7,13,17,24,0.9873083243829626,2,23,29,36,0.9385638323687372,2,7,1,22,0.97723516447693,112,117,120,122,0.9201538786267512,112,117,120,122,0.9201538786267512
168,168,168,168,168,168,11,16,19,26,0.6461061448638493,12,19,26,43,0.9156646040940912,35,43,63,73,-0.4718521809711498,1,2,5,14,0.9749908082436166,7,18,19,22,0.9918740396170164,10,12,20,26,0.8835987053725216,1,5,6,13,0.8808097192062032,6,10,12,15,0.9470395282284776,2,6,12,15,0.8788517365268679,6,7,17,18,0.8811607038608181,2,7,1,22,0.9773968989415788,112,117,120,122,0.9269755870960702,112,117,120,122,0.9269755870960702
169,169,169,169,169,169,11,16,18,23,0.3783705241950391,2,6,8,20,0.3317259271524515,3,17,18,19,0.4206498446864207,6,7,15,29,0.876301893150565,1,6,12,18,0.8958042057736568,1,12,17,19,0.8589784936343299,7,12,15,24,0.9258340990688276,2,12,17,18,0.5058914653068396,2,24,31,32,0.7429332084049228,2,7,14,18,0.867974379414277,2,7,1,22,0.9773866732243388,112,117,120,122,0.927274678539134,112,117,120,122,0.9272746785391339
170,170,170,170,170,170,2,10,17,43,0.8708792581862422,5,15,22,23,0.9776220078479214,2,6,7,9,0.8623580738878469,9,23,29,30,0.7966785250874437,2,7,12,19,0.994804530847112,1,2,5,10,0.918206946153656,2,5,12,13,0.9651646273038867,5,10,13,15,0.9806972929219452,2,9,13,18,0.895384355693773,1,5,7,20,0.7303760805504218,2,7,1,22,0.9776460850366449,112,117,120,122,0.926028333741768,112,117,120,122,0.926028333741768
