,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r,o-a0,o-a1,o-r,p-a0,p-a1,p-r,q-a0,q-a1,q-r,r-a0,r-a1,r-r,s-a0,s-a1,s-r,t-a0,t-a1,t-r,u-a0,u-a1,u-r,v-a0,v-a1,v-r,w-a0,w-a1,w-r,x-a0,x-a1,x-r,y-a0,y-a1,y-r
20,2,10,0.8870013451282341,10,3,0.8638710594762394,10,3,0.9328525392234837,10,9,0.7597568667936261,9,10,0.9219346734214681,10,9,0.9423460876212819,3,10,0.9610230025961763,3,10,0.9667174225292267,3,10,0.85677180277825,3,10,0.8597688285431796,8,11,0.8154505268271963,8,12,0.7707100589865734,8,13,0.773702130671083,8,10,0.7683398092055362,8,13,0.6732441116859876,8,12,0.8266407602635142,8,12,0.8131252552076477,8,12,0.8986121819084314,8,7,0.8851409542024214,8,12,0.9078818923646074,2,9,0.9200569595413749,9,10,0.8908390180561003,9,10,0.7874150662077313,8,2,0.8982882462766651,10,8,0.8834483605623284
21,2,10,0.7671885013961104,10,3,0.9285122154522651,10,3,0.8318143408327616,10,9,0.7884600348758294,9,10,0.8816318198439211,10,9,0.9157695057633057,3,10,0.7872397453311305,3,10,0.9559335652733476,3,10,0.9387890360903823,3,10,0.9151796423710774,8,11,0.8277752291703395,8,12,0.9362788001595795,8,13,0.6937543950998795,8,10,0.901288099408756,8,13,0.8898195951764621,8,12,0.8700952162745764,8,12,0.887541779781694,8,12,0.8417031158550681,8,7,0.8753588974746743,8,12,0.8577763961447893,2,9,0.9369458493439369,9,10,0.9274878981957859,9,10,0.8358921817812495,8,2,0.8768241220522028,10,8,0.8288600023310593
22,2,10,0.9497502482296084,10,3,0.9637174374954092,10,3,0.8595056566221732,10,9,0.8685932954659075,9,10,0.8509068195893568,10,9,0.8709476831552567,3,10,0.9108898538077566,3,10,0.8770748735067084,3,10,0.9406598266879919,3,10,0.9293878932885069,8,11,0.6001077643709469,8,12,0.9020848512698085,8,13,0.8249523572466758,8,10,0.794383634890669,8,13,0.8399199995034193,8,12,0.924017457584985,8,12,0.8108263405273066,8,12,0.6753865372328731,8,7,0.7236485828338474,8,12,0.8063600793944866,2,9,0.929188497850921,9,10,0.8027171809907864,9,10,0.8121022370992633,8,2,0.9270151968673822,10,8,0.9112981204401036
23,2,10,0.8645207343918082,10,3,0.9515882380222673,10,3,0.9335640499240246,10,9,0.9252513820592574,9,10,0.7930530056637718,10,9,0.9441169304181798,3,10,0.956695344468065,3,10,0.8206651884910969,3,10,0.8329498303614626,3,10,0.8222471627212569,8,11,0.6558902652561709,8,12,0.761930037427411,8,13,0.84782565254897,8,10,0.9379964699249976,8,13,0.8344654390884036,8,12,0.8097313837786511,8,12,0.8646512155398907,8,12,0.9209503325458273,8,7,0.8208282769008723,8,12,0.8100814079454245,2,9,0.9358879877705459,9,10,0.7790511490952904,9,10,0.8253105006961,8,2,0.7762629879161115,10,8,0.7718477491018954
24,2,10,0.887111481357551,10,3,0.8578348051365063,10,3,0.9533139491084357,10,9,0.8613253733330349,9,10,0.8833801774471067,10,9,0.8910408023504537,3,10,0.8996129248837239,3,10,0.9067227807538472,3,10,0.8457062063055374,3,10,0.9767117642790665,8,11,0.847966953369274,8,12,0.8424048379829118,8,13,0.7098453883966347,8,10,0.9099577067920372,8,13,0.7111558707681843,8,12,0.8667778969129784,8,12,0.8576880527805144,8,12,0.8107569573347099,8,7,0.9108094491084966,8,12,0.7444303503429359,2,9,0.8692041803820568,9,10,0.9052709463175297,9,10,0.8413368764121849,8,2,0.8561582414690021,10,8,0.9072019530533733
25,2,10,0.7605378977797286,10,3,0.9175083224959747,10,3,0.9177848261596564,10,9,0.8128266524551295,9,10,0.9265832108824829,10,9,0.9097188485451481,3,10,0.9300117255832904,3,10,0.9116969358271886,3,10,0.9486917580079273,3,10,0.918607071077896,8,11,0.662759959233197,8,12,0.8894267085142988,8,13,0.7673352306004602,8,10,0.9297302741273944,8,13,0.7627795998259636,8,12,0.9198549691316056,8,12,0.8835095877171619,8,12,0.8075266868170692,8,7,0.9386530467895997,8,12,0.9314613412581271,2,9,0.9535246431315682,9,10,0.8270255731930625,9,10,0.8995557863074759,8,2,0.9569911136113992,10,8,0.8550956166983347
26,2,10,0.807951035555319,10,3,0.9423100517057867,10,3,0.8652655987430352,10,9,0.9376545895173535,9,10,0.8232562753751264,10,9,0.8426994399187009,3,10,0.8750493793791541,3,10,0.8563232699859649,3,10,0.9285164879893055,3,10,0.9416379251525882,8,11,0.8252141061601881,8,12,0.9417228387353441,8,13,0.8346284581355631,8,10,0.9715861606783224,8,13,0.7246336206553199,8,12,0.8485778052059723,8,12,0.9413751096685182,8,12,0.9601403579220922,8,7,0.9450042200849644,8,12,0.9214050595684855,2,9,0.8846296112094989,9,10,0.9221187463439997,9,10,0.9107840379527612,8,2,0.84543694593889,10,8,0.9274957775705238
27,2,10,0.9046876582434559,10,3,0.833650821696564,10,3,0.9612352705482833,10,9,0.9026140654632226,9,10,0.9115441751821043,10,9,0.9290825059689309,3,10,0.8606645915921675,3,10,0.8144422439289464,3,10,0.9454278113356711,3,10,0.9664414737310154,8,11,0.7196481704806492,8,12,0.9180290284292542,8,13,0.9313018215831991,8,10,0.8495900663664286,8,13,0.8919829777436906,8,12,0.9246046141302523,8,12,0.9298299514779188,8,12,0.8746799551882597,8,7,0.9597793225607721,8,12,0.9553392364063406,2,9,0.8278418036956522,9,10,0.9336229670205511,9,10,0.8077571029145958,8,2,0.8724234451357645,10,8,0.9237540343886266
28,2,10,0.7556218269616113,10,3,0.8642707039451315,10,3,0.9346728911866052,10,9,0.8465871112425212,9,10,0.9421523308103299,10,9,0.909032566665985,3,10,0.8723831015109862,3,10,0.9486189728837302,3,10,0.9088398740310693,3,10,0.9677607665518027,8,11,0.6423874708951309,8,12,0.7988598166203094,8,13,0.8465588160661818,8,10,0.8595770380382697,8,13,0.8831366982379821,8,12,0.8937269881580567,8,12,0.9372548859615748,8,12,0.8061195838241605,8,7,0.8285649853371255,8,12,0.7745653410708911,2,9,0.841885274653372,9,10,0.8834894612259329,9,10,0.8108396992875102,8,2,0.8398137553304961,10,8,0.8904471665476026
29,2,10,0.9187870843638084,10,3,0.9029928814955852,10,3,0.8865395364873768,10,9,0.841889016880882,9,10,0.9519405288608247,10,9,0.8462318643658874,3,10,0.8781563564568547,3,10,0.9522299613122861,3,10,0.9554587739963013,3,10,0.8849188955281498,8,11,0.5809020543313552,8,12,0.9376317639067486,8,13,0.674503753770142,8,10,0.8517641265345064,8,13,0.9240738338430556,8,12,0.9009751149707682,8,12,0.9577549801597779,8,12,0.8527207228591683,8,7,0.9220049593192052,8,12,0.9104530557013586,2,9,0.8889113948682789,9,10,0.9488394028364587,9,10,0.9336660107135539,8,2,0.9450421798869436,10,8,0.8783782493927754
30,2,10,0.8717595254757309,10,3,0.9328007400818381,10,3,0.9111174701291969,10,9,0.9227626709965754,9,10,0.9214703292598766,10,9,0.8305913290331544,3,10,0.8554424303946424,3,10,0.8370174091768932,3,10,0.815195820344707,3,10,0.8098571753958439,8,11,0.7803745139293631,8,12,0.9676755272751418,8,13,0.8340985497908551,8,10,0.9103599766830216,8,13,0.6814096337973441,8,12,0.9203061185285522,8,12,0.9272373909301261,8,12,0.9112908053792281,8,7,0.7977526722300445,8,12,0.7611802292223638,2,9,0.9228160071949049,9,10,0.8239148862084796,9,10,0.8595992645422064,8,2,0.8692088820792792,10,8,0.8782703912578038
31,2,10,0.6457600519906702,10,3,0.8187329599167501,10,3,0.6075015667334162,10,9,0.7810445837656925,9,10,0.7516842775391435,10,9,0.7312287509375424,3,10,0.8453763620766173,3,10,0.9005248671183524,3,10,0.781260162263752,3,10,0.9267386433364239,8,11,0.7455116883843844,8,12,0.8278497313824916,8,13,0.7035868395472862,8,10,0.747778444286523,8,13,0.515960148353059,8,12,0.8550596228525434,8,12,0.512245590610269,8,12,0.7283134144402658,8,7,0.9187125190983999,8,12,0.7632825227451656,2,9,0.47704462332357067,9,10,0.7879036623044987,9,10,0.8870389443486176,8,2,0.8370927275644328,10,8,0.8193176187654415
32,2,10,0.6636127784464949,10,3,0.6175535934885547,10,3,0.9175006633578466,10,9,0.8134886550581911,9,10,0.8620729723273184,10,9,0.7363604489296922,3,10,0.7819722940967154,3,10,0.7298934846272614,3,10,0.795629649787123,3,10,0.8030616402836401,8,11,0.5819442558357215,8,12,0.8382255887698407,8,13,0.5934386542536397,8,10,0.8351709308526596,8,13,0.407405234832651,8,12,0.7143444525773102,8,12,0.6410252895534789,8,12,0.808331354457978,8,7,0.7918124059445439,8,12,0.6802988044415998,2,9,0.6045685488843335,9,10,0.6057560585939975,9,10,0.7634949063651797,8,2,0.8476471401088866,10,8,0.6396891252044989
33,2,10,0.8031815103944955,10,3,0.5195156362981123,10,3,0.8189003038285216,10,9,0.672820629025024,9,10,0.9101063524125861,10,9,0.8474372738129325,3,10,0.5521936048218582,3,10,0.7856899187605338,3,10,0.7563843201505137,3,10,0.8848124669844114,8,11,0.712088402062395,8,12,0.5611044133955454,8,13,0.7517262394017694,8,10,0.7398499849612301,8,13,0.776834791248113,8,12,0.9118821893724418,8,12,0.8809310749453855,8,12,0.7019560517448704,8,7,0.6030117792438814,8,12,0.7241910528666169,2,9,0.7157437254245006,9,10,0.83145222007214,9,10,0.7372281747728757,8,2,0.42457072693047726,10,8,0.8445597984352737
34,2,10,0.45941624250741886,10,3,0.5732621724236622,10,3,0.7391813461959904,10,9,0.8148605190240135,9,10,0.689906815949051,10,9,0.65856662429637,3,10,0.7489105727965844,3,10,0.7066000838819674,3,10,0.7277703778408756,3,10,0.6462154787930717,8,11,0.7387209422768626,8,12,0.7768983277262086,8,13,0.3697214666899281,8,10,0.8533445195235769,8,13,0.5928273921769268,8,12,0.7066207368754032,8,12,0.7948171550659908,8,12,0.8374420825193458,8,7,0.6698534676299186,8,12,0.8999224254906898,2,9,0.7620219151816718,9,10,0.6257282460478133,9,10,0.7425370689895995,8,2,0.6280298462264171,10,8,0.8716628496253529
35,2,10,0.42179916838546416,10,3,0.7204588278604067,10,3,0.8397733012089919,10,9,0.8404871064264339,9,10,0.7555875896470157,10,9,0.6208472929366353,3,10,0.8147531554290341,3,10,0.8890270321498975,3,10,0.8703389866660629,3,10,0.8780018089282219,8,11,0.5788582163235108,8,12,0.7328347405530717,8,13,0.38161718453329563,8,10,0.5978254543068251,8,13,0.7432453371753399,8,12,0.8595692827075114,8,12,0.8466943244767425,8,12,0.7664255246996842,8,7,0.7807846515969225,8,12,0.6438154392106457,2,9,0.8724303289326061,9,10,0.6859083161080148,9,10,0.6582297550055252,8,2,0.8127136528441694,10,8,0.5955319373719183
36,2,10,0.7123147847543989,10,3,0.5706725341472325,10,3,0.5270544173446321,10,9,0.5080570238320742,9,10,0.6863546481647073,10,9,0.69467296079008,3,10,0.7255011854824577,3,10,0.6085446886808199,3,10,0.4026999025575423,3,10,0.5710566170298335,8,11,0.7531237772803896,8,12,0.6734094306974214,8,13,0.495598112233123,8,10,0.6996110409098923,8,13,0.5278881570307772,8,12,0.5594863488356328,8,12,0.7980805678592231,8,12,0.6933572691469669,8,7,0.7910887434186247,8,12,0.8709832313505821,2,9,0.5792528900193652,9,10,0.7722812953135132,9,10,0.7360337979740434,8,2,0.6425262697954037,10,8,0.7827484296011371
37,2,10,0.7943428054935333,10,3,0.7694486963561706,10,3,0.8184684458708135,10,9,0.7156906234498948,9,10,0.7216886075290064,10,9,0.8529760873564957,3,10,0.873504171859182,3,10,0.7004089050795295,3,10,0.6292415221748637,3,10,0.6529928745812453,8,11,0.6707009344550159,8,12,0.8344643752565374,8,13,0.2901522259757727,8,10,0.4799071912129661,8,13,0.4716537165679263,8,12,0.7953027021640273,8,12,0.6401068222014952,8,12,0.6892693434773225,8,7,0.6706157179768731,8,12,0.72631567672383,2,9,0.6336162257749842,9,10,0.6469967632010687,9,10,0.795473461572183,8,2,0.660337879484301,10,8,0.7415231430482159
38,2,10,0.6910120592896197,10,3,0.6076245565231205,10,3,0.6939204972046847,10,9,0.7182081998608192,9,10,0.7176245517688582,10,9,0.7961096827346432,3,10,0.8720822791664278,3,10,0.7154565319193271,3,10,0.8221156464184554,3,10,0.6685677842046263,8,11,0.5903202385389817,8,12,0.6626297470993916,8,13,0.724593098548501,8,10,0.6730569671026497,8,13,0.2692162805005087,8,12,0.6506686619170441,8,12,0.8144066597938764,8,12,0.8133314107113316,8,7,0.6335288618246673,8,12,0.5584604718549837,2,9,0.6465670709744773,9,10,0.7586907567082652,9,10,0.883242981667801,8,2,0.8268043472441198,10,8,0.5532782821469696
