,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,top-a0,top-a1,top-r,baseline-a0,baseline-a1,baseline-r
110,110,110,10,12,0.631429129622559,6,9,0.0111719973258964,6,3,-0.0729571735064671,8,4,0.6289703621867413,6,7,-0.4444156070501532,2,11,0.2908108437834741,1,8,0.5112440298080487,6,10,0.2560865154852243,2,8,0.4316018769228272
111,111,111,1,7,0.6178345868550055,7,2,0.5196460302283059,7,10,0.6778371686982851,6,9,0.5929186148951251,12,5,0.7616668695615998,1,9,0.4815778741303801,6,9,0.5628123441123605,6,10,0.07523203649977739,2,8,0.5828876963947875
112,112,112,5,2,0.3415027803835977,9,7,0.725342475773817,2,8,0.6988447127372599,5,9,0.8498843161134623,5,9,0.8518344011382217,11,1,0.6577748657117106,1,9,0.4020644606899827,6,10,0.5042291020712941,2,8,0.7698262445902806
113,113,113,10,2,0.6752581139852889,6,9,0.6783949094321877,5,9,0.7147226180708715,4,6,0.8162785425385725,1,9,0.4819754796639006,6,2,0.2686355989438967,11,2,0.5764866219833998,6,10,0.5494818162952261,2,8,0.4853509586533601
114,114,114,2,5,0.52709112782891,10,12,0.7894898214211723,9,12,0.625210481355229,7,9,0.8243913878895099,13,11,0.7272248580620954,11,1,0.4875174708546673,4,6,0.3445771859972897,6,10,0.5728539097140533,2,8,0.8340845778488872
115,115,115,5,12,0.910153003778002,6,13,0.4258155836319032,7,12,0.8078055724618255,5,6,0.5942394007688039,1,6,0.1222852706882675,6,10,0.1152955531957211,2,4,0.6146403560415163,6,10,0.2982524841582479,2,8,0.3944718508465259
116,116,116,5,6,0.7255948526114767,8,13,0.7907732693984615,3,8,0.8696571723365525,5,9,0.74714975948136,9,12,0.8782942547576862,8,11,0.9259089566788056,6,10,0.538207505596303,6,10,0.27583394320176435,2,8,0.5088754501434221
117,117,117,12,7,0.6371805381485418,3,10,0.385049147095996,10,12,0.8311158042120763,1,4,0.8041286845204227,1,3,0.5472534194022055,4,11,0.948656929988431,12,2,0.4810964056455581,6,10,0.6664965005113528,2,8,0.6477096474854189
118,118,118,12,11,0.6336439152757649,1,5,0.7421821225831544,1,5,0.7514057753639969,1,4,0.8029562450024412,1,4,0.8099850350267592,9,1,0.7274872707513578,7,11,0.8421755172563332,6,10,0.16782158877855957,2,8,0.6748498527261633
119,119,119,1,3,0.466063549666177,7,13,0.7630646735292614,3,10,0.836097395119425,8,10,0.6650473637131129,5,11,0.7010131783014747,13,11,0.7482036822375696,13,6,0.5211079134780686,6,10,0.496090226535987,2,8,0.631801513820331
120,120,120,6,12,0.5962240817723946,5,6,0.7059168063157795,6,13,0.664448347930206,7,1,0.677841805792673,2,11,0.8316673571036685,3,5,0.788325235808051,10,13,0.6340206124701226,6,10,0.3621850086546471,2,8,0.804330186993268
121,121,121,4,8,0.7725902477332525,3,5,0.7574680943139951,4,6,0.6662579011979746,5,7,0.9253850581196034,1,8,0.7655058908504282,4,6,0.7194966772785243,1,8,0.7131468762538488,6,10,0.5061187343833945,2,8,0.5192136387682611
122,122,122,5,10,0.6979272489004822,2,11,0.6358426204607882,3,4,0.7989213510879671,12,11,0.7974324464405687,6,7,0.6589747213576137,6,8,0.6973233163863278,13,9,0.7365792848711622,6,10,0.5133058617315092,2,8,0.7950213060797662
123,123,123,2,3,0.4575337153716613,5,11,0.7519951721436631,5,7,0.7303269520812137,1,2,0.368970976240498,4,12,0.79659218975368,1,10,0.6672018789895502,8,9,0.7789505573421004,6,10,0.6865778371885004,2,8,0.5469592948859894
124,124,124,1,3,0.5232476226982121,5,8,0.8597147888797616,2,10,0.3402492312282725,2,10,0.6717587727048318,4,5,0.9309873066142934,1,9,0.6823558987468056,5,6,0.8111108900100753,6,10,0.7571874243955355,2,8,0.5762691908790585
125,125,125,5,7,0.6005390910964951,6,10,0.4777579535893163,1,3,0.6863524145434161,1,6,0.4123461786145083,2,10,0.2531500282745236,1,2,0.4115858275909879,3,8,0.7758542771620105,6,10,0.1282831952188963,2,8,0.6664785090201681
126,126,126,5,7,0.7581785559780513,7,11,0.6847309311972816,1,5,0.5209892070230961,3,11,0.6796006497645571,4,2,0.6896042413625036,1,9,0.5149530616768179,1,9,0.7079198417535828,6,10,0.29619240775370226,2,8,0.7378998660365308
127,127,127,8,12,0.9333418930839836,3,10,0.6340737070690525,1,5,0.5867056006895339,1,7,0.4525942857049149,2,7,0.5698829952839728,1,7,0.6952503897317639,7,4,0.732852391273614,6,10,0.313093028624708,2,8,0.8275379360272094
128,128,128,4,11,0.8108476689250459,6,2,0.3932568551070871,4,3,0.6322401685033671,1,6,0.4743911024747043,2,6,0.2963918160195844,6,12,0.7917181832627115,1,2,0.558959532343962,6,10,0.4634237781569802,2,8,0.7953125289953169
129,129,129,9,7,0.560981013192493,6,3,0.5744987942892856,13,2,0.5337582163679861,6,9,0.7918827973761835,6,9,0.3964358558938206,2,5,0.6547898692006693,6,10,0.4301155809002311,6,10,0.3595895476354125,2,8,0.4115339707619769
130,130,130,1,3,0.3783231280258252,5,10,0.8313493996903527,1,11,0.5961458587062105,2,12,0.674780668364085,3,6,0.7574195797057123,4,7,0.6518316344224506,11,10,0.4198506937922613,6,10,0.1979756139503066,2,8,0.4077971948003679
131,131,131,6,9,0.1898214716372638,6,9,0.2302640724911975,6,1,0.1592447819538329,9,13,0.7296913551352959,2,4,0.5892694834733349,11,7,0.743338906489061,1,9,0.1749330939282124,6,10,-0.021997085564785523,2,8,0.6040689941010385
132,132,132,4,10,0.7394858318373845,6,7,0.3826031410892901,1,6,-0.0910581924182898,1,3,0.2641481282445062,11,9,0.7399998724826472,6,7,0.7233710076508031,6,9,0.6010682132901028,6,10,0.43047746018861277,2,8,0.6558915122328259
133,133,133,4,8,0.6770736185772067,5,6,0.5309280633721352,8,13,0.5285509400561567,2,5,0.5871953826218229,1,8,0.757962585989458,7,8,0.7069192963448097,6,11,0.6819247846388592,6,10,0.1622089717706241,2,8,0.5244320743906318
134,134,134,3,12,0.8091854227701307,1,3,0.460704868479493,12,3,0.6076583246197764,6,9,0.3713822638265364,1,6,0.104555925041436,10,13,0.6257977042162925,12,11,0.7628182990945305,6,10,0.1935459030601392,2,8,0.7725923243118341
135,135,135,1,2,0.3102010406639135,1,4,0.4536942755929933,4,7,0.8682856265049552,10,11,0.4699202706172306,5,7,0.734146695049651,1,4,0.6833905469750301,3,7,0.4306388764786795,6,10,0.5059262611272534,2,8,0.5330025260332933
136,136,136,1,6,0.1697483988667361,7,9,0.7343733985787749,9,3,0.4457439507881959,1,10,0.1388889661306293,4,2,0.6028022824488548,3,4,0.7460351801862437,4,7,0.9326155882985108,6,10,0.0890437343917273,2,8,0.5259353900897973
137,137,137,4,5,0.7259058146021868,8,11,0.7256687958978727,4,11,0.775358597574233,7,9,0.7654059294072914,6,9,0.7081225615190049,11,13,0.5791284638447805,3,4,0.6727281048628122,6,10,0.5080453774986521,2,8,0.6421347545471026
138,138,138,11,13,0.6631873747136179,2,9,0.6622491552329786,2,5,0.7868979554319737,1,4,0.5473259849229184,10,2,0.6116602511753423,2,6,0.3912657311161883,1,6,0.2099738851856951,6,10,0.6508698906960427,2,8,0.7178048286067175
139,139,139,4,6,0.7993260572640193,13,6,0.4216948701494279,1,6,0.5453310295080183,11,3,0.6319517799154124,1,2,0.2958980284269705,4,10,0.7050409846793491,12,6,0.6349115655323566,6,10,0.22735001771442986,2,8,0.6829871541220158
140,140,140,4,5,0.6262420052509634,7,9,0.7733514497737527,7,9,0.8096840361736641,2,8,0.793701542127804,1,2,0.5426066942505096,6,8,0.7540951667291822,5,9,0.8666356944042393,6,10,0.5430867249059439,2,8,0.5909718930643185
141,141,141,6,7,0.7100465967727669,1,13,0.3887614658080762,2,4,0.7355496540283109,1,6,0.412831951871994,5,6,0.7080913048507341,11,9,0.6576500114925949,8,5,0.8182038164151395,6,10,0.6697139810978873,2,8,0.7772604679526385
142,142,142,3,13,0.6087722334919181,1,6,0.2587315169798544,1,2,0.4327962362416837,7,8,0.8669065498456484,1,6,0.3948854362822301,5,6,0.8784372404302827,4,10,0.7682402933181414,6,10,0.6949801412814864,2,8,0.831328760386046
143,143,143,1,8,0.7127094114670289,5,13,0.82769443288253,5,8,0.8077792107436504,7,13,0.80007605055351,11,6,0.5534530548457507,6,9,0.6050027854909281,6,7,0.6451332592272112,6,10,0.5755305298522564,2,8,0.5071642386242503
144,144,144,1,6,0.3916720633574099,3,7,0.6334305436465684,2,13,0.4139684702852945,6,10,0.408900260183677,4,12,0.8650529005667613,1,6,0.5637440527612497,3,7,0.5226000195677801,6,10,0.5105352329486637,2,8,0.727318777890117
145,145,145,9,1,0.7622450058095129,1,8,0.7535311197553437,10,11,0.8309504048876077,13,9,0.6980161677440508,2,1,0.2054418027290857,5,9,0.8995114015898207,4,5,0.7696549267436182,6,10,0.5081864133556948,2,8,0.6469075899446897
146,146,146,10,8,0.8034069434040972,4,11,0.799878865324797,3,9,0.8783861236610115,1,7,0.3299231945183025,9,4,0.8533091462137046,3,7,0.7907311575955769,6,7,0.6512784223975224,6,10,0.5048927334569127,2,8,0.7002895439630082
147,147,147,8,11,0.9057131827426576,4,11,0.948480933886902,7,10,0.7533098741037316,1,11,0.7319547078306601,7,9,0.8802787305703388,6,8,0.8521334798862792,3,4,0.8580721754393382,6,10,0.7397221220317525,2,8,0.6336862986075269
148,148,148,2,12,0.5113683589057008,10,11,0.7633285183795375,5,6,0.8328348882733012,4,5,0.9392188279381536,2,9,0.7641175615017559,10,11,0.6531640736239291,10,12,0.8391425503015119,6,10,0.5176043807013652,2,8,0.7444067756786
149,149,149,11,3,0.8149746562144011,1,3,0.629628745925857,13,9,0.6850244870270822,5,3,0.7746308022369192,4,6,0.7250319471891413,6,8,0.7439980869730392,10,5,0.5211193345937097,6,10,0.5353445799828784,2,8,0.8990809594349938
150,150,150,4,8,0.7609328705854189,1,2,0.6218551952781912,13,5,0.7727931556233416,1,3,0.5276684003066768,4,7,0.917359214930354,1,10,0.494957190344391,11,7,0.8424547076938862,6,10,0.472515753206046,2,8,0.8019082136638959
151,151,151,7,11,0.3814105802249349,1,9,0.557212726197627,8,10,0.701409844256267,1,10,0.433748219813459,1,10,-0.0144509104417818,4,8,0.7736098712802466,1,7,0.5459275583622418,6,10,0.6490058632792083,2,8,0.5851431670452624
152,152,152,1,6,-0.4757703813433971,2,4,0.2453410785876439,12,2,0.0088027391228698,6,11,0.4314351007587189,13,6,-0.3261383635268542,1,3,0.4710347077955779,11,6,0.6486345632953354,6,10,0.5027364201115637,2,8,0.621249052285753
153,153,153,1,8,0.5699241496841793,8,10,0.5773270927922773,2,6,0.286763576311912,9,12,0.6405656609883396,4,10,0.7241441524730858,6,7,-0.1987015448246603,2,7,0.1850796865503012,6,10,0.5202878570649762,2,8,0.4639479893942176
154,154,154,2,9,-0.4900477007665449,12,13,-0.5040239833634608,6,11,0.4501055611407323,1,6,-0.1489677801846085,5,12,0.1074202073763456,9,10,0.4946527846280707,1,10,-0.1739816668673615,6,10,0.0409587806911893,2,8,0.0839028932583476
155,155,155,5,3,-0.2895792966474293,1,3,0.4089483231139019,3,9,0.6825125456255695,4,5,0.4932994295718125,2,5,0.6224561417949522,6,10,0.0455333690816301,3,10,-0.3224410045577266,6,10,0.11423412692754076,2,8,0.6534585081554005
156,156,156,10,2,-0.304153939395742,12,9,0.1310056160171284,5,8,0.6566409462936356,12,10,0.7538141174812198,10,12,0.8112345081539645,9,1,0.2362534195921108,1,3,-0.5313765634532941,6,10,0.4713369829999442,2,8,0.319104288436641
157,157,157,11,13,0.6930148903836104,3,11,-0.186464185022436,7,11,0.6536657978758564,12,9,0.1862301888010735,5,13,0.2540935091870815,1,6,0.1936127120328714,6,10,0.2319335984099421,6,10,0.2544805065607474,2,8,-0.2645553896181762
158,158,158,12,3,0.0239002151715074,9,10,0.4125473202270454,8,7,0.5761789099859256,1,4,0.4089279184705121,7,9,0.3286379978260682,6,12,0.3946755743488052,3,6,-0.6479304408277751,6,10,-0.003999641311916768,2,8,-0.1169449120179424
159,159,159,11,7,0.751457678028281,2,6,0.4561273458676949,2,10,0.3282431245566788,10,13,0.4810502931554826,1,9,0.5898750158667699,4,2,0.2909334904953957,5,7,0.598699892394317,6,10,0.35682465796012275,2,8,0.6156371340102755
160,160,160,7,2,0.3203458446278178,1,8,0.731771524121617,7,9,0.8446035640173086,6,8,0.8223652049109126,6,7,0.5746118647171617,7,12,0.6937539604156246,8,9,0.9017918191940588,6,10,0.4559436806539233,2,8,0.7333738972373023
161,161,161,1,2,0.3457715799482301,7,10,0.7562635059232339,1,7,0.4094898664281816,1,4,0.680915935357417,6,10,0.667664948793967,3,6,0.5713710947655942,1,13,0.2649554809884984,6,10,0.36642219500649387,2,8,0.5316000869618318
162,162,162,6,7,0.7522506684016798,11,13,0.8586227781024813,5,9,0.8445818785807504,7,5,0.7668888823989173,2,7,0.5124829290505264,6,8,0.8146978872782141,4,10,0.7952582664818679,6,10,0.4908814540573898,2,8,0.7768337190329457
163,163,163,2,9,0.6533192024079423,1,4,0.6036668596576374,1,6,0.3210055660038639,7,10,0.6514671313079188,1,3,0.5898039085659982,4,6,0.7798355171929663,6,10,0.57404298672684,6,10,0.5761887826086325,2,8,0.7628505256773073
164,164,164,12,3,0.6988063833055238,7,8,0.8156714041655276,1,6,0.4812587658401693,3,10,0.4964576131552379,1,13,0.3856937710177974,6,13,0.6684667645662048,1,7,0.5493976690607283,6,10,0.2142946510211854,2,8,0.4860372357529572
165,165,165,5,8,0.8636228553529044,11,13,0.9060883110774852,12,1,0.7240301209771376,6,8,0.7362117299113126,2,11,0.5256507438067778,4,9,0.8155013625197902,6,7,0.5906751985772842,6,10,0.5456102577683211,2,8,0.5496049781289069
166,166,166,2,10,0.2768714473165414,8,12,0.7660115248976723,2,7,0.460945010659137,9,3,0.8519016220832526,3,4,0.7587440667413365,3,6,0.4417438610611702,6,8,0.7003956908237872,6,10,0.1326712852512909,2,8,0.6581182982875781
167,167,167,1,6,0.5175553444206589,11,1,0.9033422649746417,5,7,0.9193172554016912,6,7,0.6155095048744282,1,6,0.4385863531883371,1,6,0.5480429003105977,2,7,0.7512917934734866,6,10,0.5733217620742384,2,8,0.6990283714330446
168,168,168,7,12,0.6414623804945063,1,11,0.7700205193388172,4,5,0.9144795907461442,4,9,0.9026431944737568,4,6,0.7974687026343613,1,6,0.6118885960728355,11,7,0.7550910289112795,6,10,0.2852916576159893,2,8,0.7397459248351399
169,169,169,5,8,0.8452369904926338,10,5,0.8781911884839018,1,10,0.6275929180865117,6,10,0.6755951058861256,8,6,0.7553509258609268,6,12,0.5771647668309632,6,8,0.6416418594475952,6,10,0.6194176513967267,2,8,0.5268869253027084
170,170,170,7,5,0.8589949587552752,11,10,0.9188052457246216,6,9,0.6532234846072593,6,7,0.4781505019332569,1,6,-0.0019832979460023,7,8,0.8289726329504463,4,6,0.6351207245909815,6,10,0.7290666799390617,2,8,0.7589828507374177
171,171,171,2,11,0.7542967444644733,12,10,0.6092726127791638,1,9,0.6601372732183853,3,6,0.5304842566822545,1,2,0.5507700662181163,4,6,0.8369157329834194,1,5,0.7138287660725574,6,10,0.5538416399665207,2,8,0.7310524476832444
172,172,172,8,6,0.8843568317807624,10,12,0.8659242279537082,11,5,0.9022149918467856,11,12,0.7821210980093419,4,6,0.7720992322512018,1,5,0.7000261598432926,4,12,0.7789594081456999,6,10,0.39846491822448726,2,8,0.6000785641947405
173,173,173,4,6,0.4222135755364355,6,11,0.7808882483890658,7,6,0.7359435100395049,3,2,0.6727919382182956,1,9,0.7151228607222111,6,10,0.5846093274347594,6,10,0.6272336620268539,6,10,0.5533182187185025,2,8,0.8190667475234962
174,174,174,9,12,0.9146056820875088,2,13,0.592669301829055,5,6,0.6274424065897216,8,10,0.8289959761077869,8,9,0.8925033260915662,3,6,0.6074641878488989,7,13,0.8043209257166524,6,10,0.3255101269076994,2,8,0.842360686527234
175,175,175,12,5,0.7108375345886648,2,5,0.6216255561486366,1,7,0.6261789184651458,6,13,0.5431143556447419,9,10,0.7340606234972215,3,2,0.6535886931755692,7,12,0.6509809313621828,6,10,0.17559513819733552,2,8,0.7687661498619549
176,176,176,9,13,0.7476848185182845,1,6,0.1581451849703061,9,13,0.7417110409110104,5,7,0.8348281027557343,4,12,0.9323146510268884,1,2,0.2537643777614018,1,11,0.6096887842392005,6,10,0.4414615104199996,2,8,0.6984398811589984
177,177,177,1,2,0.2838432620986975,8,11,0.9480150557324848,4,10,0.6184515931808736,2,5,0.7796539048820263,1,6,0.3291191541106824,3,9,0.7430174939039917,12,4,0.917343853343032,6,10,0.31106371644286335,2,8,0.6764544831435796
178,178,178,10,11,0.6550864106741173,2,3,0.5002412271194503,5,11,0.9160439926436688,12,11,0.8932273945428265,12,2,0.5659138776012145,7,9,0.776315540791355,6,7,0.4138609673727538,6,10,0.5816701275706835,2,8,0.5638959302339368
179,179,179,12,10,0.8797309469174576,1,3,0.073248433508154,2,6,0.2162253598473238,4,1,0.8061829042114026,1,11,0.7540690048938805,1,13,0.3172151348658939,9,1,0.6351055092351947,6,10,0.5689413214060517,2,8,0.6375428805018125
180,180,180,6,9,0.6355778125801812,7,9,0.7158595233532659,2,8,0.8433252068994229,1,12,0.4363503466612501,1,5,0.5021829436575189,1,10,0.5518319887631798,9,10,0.7507415491668548,6,10,0.11901050440555472,2,8,0.7405905737207652
181,181,181,10,11,0.8810454278028171,3,4,0.7386056919367535,9,1,0.7475379408273384,8,5,0.9168243845089384,6,9,0.5930731024676834,5,4,0.9235702961816712,6,10,0.4015126040101233,6,10,0.3704533020525861,2,8,0.492979706655956
182,182,182,1,8,0.6332338447709586,3,4,0.7107517011172897,9,2,0.6125239212479326,10,11,0.816014798883989,8,10,0.6760509336477196,6,7,0.6345875462535631,1,6,0.3938522888406652,6,10,0.46523856058850876,2,8,0.6450517207621222
183,183,183,1,2,0.2727590512527673,2,4,0.525601982237696,5,9,0.8744799597956457,7,5,0.8112492122940231,6,9,0.5905878917369436,10,12,0.6917126645456184,4,6,0.7425193221904686,6,10,0.48350856817426113,2,8,0.8567105502748844
184,184,184,2,1,0.5247459539939231,3,11,0.6037820796862814,6,7,0.4522301378253676,1,5,0.7549514013065058,9,10,0.7834095901831353,3,10,0.4759549361785909,7,10,0.8840373316724953,6,10,0.3383756111598639,2,8,0.7540868823465499
185,185,185,10,11,0.5170176221049824,11,9,0.9001824151081079,1,6,0.0121344926725661,1,6,0.2468460478828424,13,12,0.6162119722702,2,5,0.7416899266597288,10,5,0.475506993446586,6,10,0.6219937464962537,2,8,0.5707242504221257
186,186,186,10,5,0.6167197501140969,7,9,0.908098460378122,1,6,0.1420288550277382,1,7,0.7626555103341064,2,7,0.6870271808763901,3,8,0.7439149572784097,1,6,0.4159326599754077,6,10,0.3922647771791732,2,8,0.6265181286434975
187,187,187,1,5,0.8196699956330189,1,3,0.6027532205159809,7,8,0.8834723309095373,2,9,0.7725254421107581,2,7,0.3816355562503153,10,4,0.6793209275021075,7,6,0.7777249561231335,6,10,0.2761356217749241,2,8,0.6911591296092744
188,188,188,1,2,0.3608476252989856,3,6,0.5978992803361484,7,9,0.7926493903681027,7,10,0.8305622374884424,5,9,0.8451709893819501,1,3,0.3669120823890479,6,12,0.7289996336000885,6,10,0.3575112203832084,2,8,0.6555055041989136
189,189,189,2,8,0.5448270112584108,6,13,0.6452677029957189,4,10,0.8568936947980065,6,10,0.535238515649733,2,11,0.5632327886239232,6,5,0.6594009504468403,2,9,0.5344640177323052,6,10,0.5978427296004599,2,8,0.6197306027567188
190,190,190,5,7,0.8560959075018744,6,2,0.2780008894509304,1,4,0.7422807233423756,3,7,0.761481555558675,2,9,0.8149463032865223,2,3,0.4438364104139668,1,4,0.7498266310667936,6,10,0.3598868880085717,2,8,0.5518238736607102
191,191,191,12,9,0.8508832662066879,12,7,0.879219934727884,13,7,0.7428093005196044,6,8,0.8617206521656697,10,9,0.7444680602533722,5,6,0.7722561886721286,11,3,0.7607253202433694,6,10,0.7539908956301484,2,8,0.7474080825358028
192,192,192,2,9,0.7165061174320415,4,10,0.9215906090279824,4,6,0.5451454885365224,6,4,0.6945562634308013,9,13,0.834312932799841,6,7,0.7249799965691753,12,6,0.6555426104884297,6,10,0.3277312291982212,2,8,0.7617747192863045
193,193,193,1,11,0.874152199073899,5,11,0.7576788124929792,5,9,0.7675160022031613,8,13,0.8490769765140185,7,10,0.7142694290518755,3,6,0.588262134326761,5,7,0.6717705537933849,6,10,0.5572979204563497,2,8,0.7635828785317098
194,194,194,4,7,0.789210865156394,6,8,0.6814929587142144,4,7,0.9433556700900018,11,2,0.8337600214482344,5,6,0.6438980663330504,9,10,0.8280350606045996,9,7,0.8119074091411371,6,10,0.33261058486190664,2,8,0.767097730786417
195,195,195,10,11,0.5023924005830652,6,10,0.4493863191855143,4,6,0.718838513365635,5,10,0.9171473009118568,1,4,0.7653439976840742,10,11,0.7495733131044191,3,9,0.7116100421939681,6,10,0.5928399265600692,2,8,0.8318668942034595
196,196,196,2,4,0.7428285826935976,1,3,0.6500824151147551,3,9,0.6531878423454509,6,4,0.6178664164575818,8,9,0.9046149551968524,12,6,0.764898309040678,1,2,0.5189997483140856,6,10,0.5665976737949494,2,8,0.7715214890747817
197,197,197,1,5,0.5913433024903725,8,9,0.926913018198664,2,5,0.8592103728858044,10,12,0.8809247179233024,2,5,0.7882233199437405,5,7,0.9428991066900454,6,11,0.8614109578944004,6,10,0.36429555603148245,2,8,0.7144398733064808
198,198,198,8,6,0.8354625174281103,2,3,0.70294942398865,10,8,0.6987120507667105,6,7,0.6878766438596168,1,4,0.8465914959815105,10,13,0.5625158648078976,1,2,0.627501712101926,6,10,0.5718388759605817,2,8,0.706764967400809
199,199,199,3,9,0.4050542578897944,7,10,0.4913087104771445,2,6,0.4381720689882575,1,10,0.2780403891037076,7,9,0.2314068784206248,6,7,0.4722816187081925,4,6,0.7767098529267401,6,10,-0.009995492565567199,2,8,0.1875045900243805
200,200,200,4,11,0.4248795656631379,1,3,0.1244847953913645,2,3,-0.5952347776531319,7,8,-0.1276268051611371,5,10,0.2853566504850255,8,9,0.4853777032971546,8,7,0.4380256381943075,6,10,0.16874689066608428,2,8,-0.2179358549918062
201,201,201,6,9,0.0782958178990925,8,5,0.5455871825859285,1,10,-0.1430749985308168,6,7,0.3008856156349202,7,4,0.5644666231289985,7,10,-0.0950072788833995,4,11,0.1016297180413812,6,10,-0.443393524101966,2,8,-0.071134129780344
202,202,202,1,4,0.3075662604599579,1,12,-0.3965426198888162,10,6,-0.1699270375973307,9,12,0.6226331582334319,2,9,0.503421956114847,4,5,0.7079854839696343,6,13,-0.7044688737736187,6,10,0.11205400297262003,2,8,0.0217931352889872
203,203,203,1,6,-0.0566378163341239,3,7,0.3687599797002328,6,5,-0.0713089140077953,1,10,0.1740595549063103,10,11,0.4612062008106889,4,6,-0.1863265933602442,1,6,-0.2986332097649451,6,10,0.11472718225631806,2,8,0.6914600524028418
204,204,204,1,2,-0.30970055907903,9,8,0.6354193382994899,9,11,0.5729753779135709,2,5,0.4613598711606455,3,6,-0.9458270753537324,3,6,-0.5041079947761837,3,13,-0.1327656166324007,6,10,-0.056053756974613345,2,8,0.3423139011971724
205,205,205,1,10,-0.3149192283327493,6,4,-0.3451460483580888,7,4,0.4488321742025,2,5,0.0024484951109695,4,12,0.2235220979846416,10,6,0.0422587351122438,3,6,-0.960877669055191,6,10,0.0163662496488044,2,8,0.3884738562192484
206,206,206,13,1,-0.5980590797624294,9,11,0.2042467655674265,2,8,-0.0030954121308583,6,10,-0.0187847191990473,4,5,-0.1282304687802735,7,1,-0.2618851845522392,6,11,0.5247603146801902,6,10,-0.4318995991241219,2,8,0.2477357247136351
207,207,207,4,6,0.4386302910292061,7,5,0.9022220144912724,5,6,0.4829042413912553,4,6,0.3278262077556141,2,10,0.1990112479674994,3,8,0.2684974387841083,2,4,0.684040826554845,6,10,0.18568383620908957,2,8,0.6134283584726795
208,208,208,3,5,0.7348369502963945,8,12,0.7296158659418888,7,9,0.7878734745095252,5,8,0.8737250676927659,1,10,0.3705838468348256,4,8,0.6974905848391919,2,8,0.3846356693665339,6,10,0.4203297221532547,2,8,0.7338767352609379
209,209,209,1,7,0.6269038066120504,3,4,0.615717478981429,3,6,0.1643581159991514,6,8,0.5889095788215195,6,10,0.5300589453170373,12,8,0.9448654502592204,6,9,0.3748311462787498,6,10,0.07160701827299787,2,8,0.3593085850762512
210,210,210,6,3,0.3739108015138639,7,3,0.5730578014276326,6,4,0.5948584565179909,1,7,0.6521252745846579,2,5,0.4040019107173567,6,4,0.7013263909557423,5,9,0.9124144561278058,6,10,0.39384655551523207,2,8,0.540076674011791
211,211,211,2,5,0.7802478497711944,2,6,0.1910702509608897,2,7,0.5355391622670742,7,8,0.6405221428247473,1,9,0.5775755544458789,8,5,0.8234888301725314,1,6,0.4576476363650804,6,10,0.5955569992925003,2,8,0.694266915218751
212,212,212,1,5,0.5469536267838279,1,3,0.4225554345446639,11,5,0.84470779214992,11,2,0.6171828248788658,3,2,0.1821754870462179,1,13,0.4587677092769419,10,11,0.5721670061524867,6,10,0.6199869364380131,2,8,0.494403589930198
213,213,213,4,7,0.6407456936529581,1,2,0.1848176126198372,4,13,0.5096568869081933,1,10,0.6185049257237497,1,7,0.4596274982129231,1,2,0.2383565931967671,6,10,0.239320558448542,6,10,0.1483703910273083,2,8,0.5159235213684137
214,214,214,4,7,0.7812769989928527,2,3,0.3501645342974639,10,6,0.7159456015783989,6,7,0.6693594388051533,13,7,0.6879344422127447,6,10,0.4907846056894297,10,9,0.3098042754642952,6,10,0.45579224107409466,2,8,0.7305779361150175
215,215,215,2,8,0.8442614340003797,9,12,0.861385324907292,1,6,0.3656796374172122,1,9,0.7145905802355033,6,12,0.5957576991149107,1,4,0.4518507466981992,2,6,0.0977613469062862,6,10,0.5932381791321888,2,8,0.6961937159315155
216,216,216,6,12,0.6588561168690037,1,2,0.2844802997241482,1,9,0.7262843698747772,4,7,0.7398666376097238,1,2,-0.039643875664717,6,7,0.7233079074560518,5,6,0.6086292915798217,6,10,0.1188100497972342,2,8,0.6284422013426609
217,217,217,12,13,0.8085675447083785,3,6,0.5908086650546512,3,5,0.7754614426173357,7,8,0.9156169574824744,1,5,0.7233523258949877,6,10,0.3255071502956412,4,6,0.7913370501337968,6,10,0.055416756558597347,2,8,0.7728440741079953
218,218,218,13,5,0.6532418802557808,7,1,0.8035270491735044,7,4,0.8862894852204137,9,5,0.9691733746893882,11,8,0.9052660279171216,1,2,0.3710378356388596,8,10,0.8394013283009542,6,10,0.5800978787205561,2,8,0.8331922482522639
219,219,219,1,6,0.5012955292192456,3,7,0.8115877445067841,1,10,0.541390738678384,1,4,0.6738307662546872,4,9,0.8395847996927712,1,9,0.5322006110074149,1,10,0.6449743975301918,6,10,0.6222647374595716,2,8,0.8479580272878469
220,220,220,3,5,0.8541005911852013,2,9,0.7453011917284836,1,10,0.6819989513593472,10,13,0.5331166931542526,10,6,0.5957905225587932,13,4,0.8126457176677784,4,7,0.9194503556027324,6,10,0.4360055655506021,2,8,0.766009779142304
221,221,221,2,11,0.8601627251439812,2,6,0.4013221921488232,1,5,0.86444820605105,2,6,0.3291018296616972,4,1,0.6700637036269872,1,2,0.5988995237201694,6,8,0.8169330267341665,6,10,0.6420207345635929,2,8,0.7502441068055663
