,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,top-a0,top-a1,top-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r
195,195,195,195,195,4,1,0.6025618478030512,10,9,0.8581509845351246,10,9,0.9150342213676328,9,3,0.8318005852212974,7,12,0.9346833241166965,5,6,0.550995101329151,3,11,0.710094768050646,6,10,0.5147146395982533,4,5,0.47260922374710945,3,8,0.9126969130910332,11,12,0.8576445939307462,5,7,0.7931942095684708,2,3,0.4918926154150699,3,6,0.63685005356486,7,8,0.8678700382424246
196,196,196,196,196,5,6,0.6581836370358232,4,12,0.8960821950749286,3,4,0.8055039955852245,8,10,0.7139510164911091,2,6,0.7094372592604171,9,6,0.6381114610420766,4,8,0.9013731566966795,6,10,0.6175945236755918,4,5,0.5518513408529081,5,11,0.7716591671529774,6,1,0.34451203704152344,13,6,0.6287062652483724,2,12,0.7725801658398065,8,4,0.8055568497050871,2,3,0.5100398831564195
197,197,197,197,197,7,1,0.7945899872884651,4,8,0.8595182564826296,3,4,0.7512408021146462,9,5,0.8072671706731007,8,10,0.8856863446832919,8,9,0.9476166569742207,5,8,0.8111505409040338,6,10,0.6777897717425515,3,7,0.932664677325741,7,12,0.8643648306992859,2,8,0.9517243365482072,6,10,0.6365878917203008,9,12,0.8347965058888998,1,4,0.8846402108004182,6,7,0.7691911255280555
198,198,198,198,198,2,5,0.5954219786703944,7,6,0.6461654224682292,4,10,0.8004626799058907,11,6,0.6689708850112421,2,6,0.8514228455869448,7,9,0.9013235138068565,4,5,0.5977098286620675,6,10,0.4269568564320489,12,8,0.916389682794588,5,7,0.8132191652272498,1,2,0.5671412352847796,3,7,0.6573373174242667,7,11,0.7415753608640696,11,6,0.7427296182266319,3,10,0.6920696410913589
199,199,199,199,199,6,9,0.18552358055758145,10,12,0.7902168706838879,5,6,-0.162040144091411,5,7,-0.31979579426661386,4,7,0.41056660429181946,3,12,0.7430327436582458,7,2,-0.2224765627665184,6,10,0.5988847705694504,3,11,0.3898616712710671,3,11,0.4866442421968028,4,11,0.4918506321121696,4,11,-0.0078721040921503,7,6,0.5820424441015267,4,6,-0.1996863750955422,6,9,0.1054622291772182
200,200,200,200,200,8,9,-0.04563150755830958,4,11,-0.5545357209570085,9,12,0.16408672277527203,8,9,0.5321840373198533,5,8,0.5464796362494275,7,10,0.6567863266340235,13,8,0.5553112088251799,6,10,0.3330588096558429,5,9,-0.14173295781320583,10,13,-0.2319598385054582,11,6,-0.37054304443942643,7,12,0.1010292926425607,1,8,0.4833332646346802,4,6,0.1148797049957991,10,11,0.1075228625003461
201,201,201,201,201,5,7,-0.11637419924409453,8,3,0.22462436947927122,11,13,-0.09748399854725709,4,10,-0.17939422016500695,6,8,0.5168009394863535,10,13,0.15839550891814747,10,13,0.4632087315418878,6,10,-0.2124822878878318,1,2,-0.1798431508492111,9,8,0.6280484323976323,5,2,0.37954675347399636,2,4,0.4763906589005463,13,11,0.4784967154090669,3,4,0.2258702306224266,7,11,0.6083692358714764
202,202,202,202,202,12,8,0.5445199255977312,8,10,0.5159793959680613,1,13,-0.38629476011708164,5,10,0.12155347926791149,1,3,0.22228287044753992,7,11,0.20462605964647806,7,10,0.11741348660001771,6,10,0.0452190126424076,1,7,0.3646857983609556,4,11,0.051536890656361356,3,5,-0.05307241304073296,9,5,0.7056477276006972,7,5,0.0743838823125705,5,3,0.4549070675564352,5,11,0.3502022717301449
203,203,203,203,203,10,12,0.5237604384835758,2,3,0.3469201072442153,11,13,0.23637613411940506,12,11,-0.13785728704405598,8,7,0.7298101563441466,8,9,0.13815960299588292,3,5,0.326513997714595,6,10,0.3500502270786978,5,13,-0.22280855645584885,1,12,-0.012840886553730169,13,3,0.1973728184899255,3,4,0.4153048168075879,8,9,-0.2358897558447021,1,9,-0.4012966568838392,5,8,0.6964901235559345
204,204,204,204,204,5,7,0.2790623092971819,5,8,-0.2745888208443379,5,7,0.3666682701549768,5,6,0.15684951471210828,2,8,0.42009618242540236,7,8,0.44522414404069743,2,12,0.12071907898616485,6,10,-0.4782640648914085,4,9,0.3306509571732139,1,9,-0.38346878564157416,10,11,0.04014835218085444,5,7,0.0892027543814452,4,6,0.6730143197825356,6,7,0.2345950342247766,1,2,-0.6415396595439375
205,205,205,205,205,8,13,0.17284812177358233,2,11,0.27006183313834753,13,4,-0.3232023268527462,1,11,0.27210244830886776,8,4,0.20845797808735445,11,2,0.5461935967674865,4,5,0.09160197524068125,6,10,0.1893167940626162,8,11,0.07416197095832966,2,6,0.4890364635477278,2,10,-0.16724391349505674,2,6,0.1703812114105249,6,13,0.0202361546770986,5,9,0.2149654459440693,11,6,0.3991712955826457
206,206,206,206,206,3,8,0.5283311975628968,5,7,-0.2512725462361942,1,7,0.26526796238369743,2,10,0.5169043726048044,5,6,0.17416986129446643,12,4,0.38111239088465176,5,8,-0.6390342710397674,6,10,0.0640327734234054,3,12,-0.07603015736717067,4,10,0.5014683855480524,3,9,0.056572810677603114,12,10,0.5954732381780378,7,13,-0.3113974301577995,11,3,-0.5400726444994086,1,5,-0.2667040365633344
207,207,207,207,207,1,2,0.4959977671043506,1,12,0.48599894701107516,3,5,0.7768487995085843,3,5,0.5040587377654238,8,11,0.8809386507948922,3,4,0.6390246724060813,13,12,0.4900862615876569,6,10,-0.033473581809168,10,11,0.6932262375050995,4,6,0.6149304850673163,6,8,0.25632942324155816,8,11,0.6198979762513391,2,7,0.2615585562112976,7,13,0.7065251972568708,1,4,0.4889927064473002
208,208,208,208,208,7,8,0.7703228482043825,5,6,0.4691349162147721,2,12,0.6246614122987071,12,8,0.7456380820467399,3,9,0.539355439640377,5,12,0.7912227366943008,5,13,0.262259192836219,6,10,0.3690428157448814,2,4,0.4819000297731484,2,12,0.6596568991311957,9,5,0.5744142393266756,6,13,0.1985441123031266,2,5,0.7410599162145288,6,8,0.6518568988734931,6,7,0.5986212743933624
209,209,209,209,209,7,9,0.6499288592555702,3,6,0.23166757872132693,4,8,0.5694726888340544,4,13,0.42333962366465405,1,10,0.759800142510338,8,10,0.7802172560859415,9,3,0.8528204699197888,6,10,0.4785883502437141,4,7,0.6245635529893856,7,8,0.781789580693866,1,2,0.5189399058132623,12,9,0.7487536556231567,7,11,0.6702791548454042,1,8,0.7068580427167366,3,9,0.5264737342875796
210,210,210,210,210,8,12,0.6274492361995198,4,5,0.35792501361892504,9,11,0.7008926940930527,4,5,0.39440513863702653,12,9,0.7038960103546996,1,10,0.264223871014831,8,10,0.8441052900554903,6,10,0.2281733827657954,4,5,0.5351282373548573,2,6,0.306676588196942,3,4,0.7661022062344773,4,9,0.8535233337861892,7,13,0.2662807244071621,1,4,0.6811320486094308,2,3,0.2367772985019733
211,211,211,211,211,1,4,0.15004016667961595,9,12,0.9047916724998999,12,9,0.6369968589977884,1,4,0.49823470431277417,5,13,0.18530149510601024,6,11,0.23061169405120407,8,5,0.7328059101415716,6,10,0.4084172770827248,2,10,0.7578911776885011,2,13,0.3701235005669704,6,9,0.7392382971392248,7,9,0.9173493788617332,1,9,0.3484183021936402,2,7,0.6004895893836758,6,9,0.7011780876497515
212,212,212,212,212,5,9,0.7287540923219307,1,4,0.5616670790640681,3,8,0.7074374029124146,3,4,0.5690806018299057,7,12,0.8025765234833439,11,6,0.1821995772492987,13,10,0.38748032645486075,6,10,0.4311439272029365,9,13,0.8406025028597386,2,6,0.5682358604021254,5,8,0.7525093410200091,9,13,0.5602800443300071,9,10,0.7406689877422843,12,10,0.6479120525755377,6,9,0.6515547004953566
213,213,213,213,213,4,5,0.4900836000269688,4,5,0.4343585976067841,9,12,0.8439973841893498,7,9,0.7736407429055848,4,5,0.49838580891349527,3,4,0.408699726657515,10,12,0.8561528420097739,6,10,0.1511538796312905,2,4,0.7562420869970076,10,2,0.726603393200105,4,9,0.7150018299170628,9,11,0.5919159626160624,8,9,0.7807239409503108,4,8,0.6060953268716649,1,2,0.3035316041157538
214,214,214,214,214,1,12,0.4553750838134366,9,11,0.7131000341514195,2,4,0.5702316946901292,5,8,0.6511931462738766,4,11,0.6208985603966068,2,5,0.8473597795005863,3,12,0.8256441862471504,6,10,0.3746909236126757,6,8,0.713848095090126,5,6,0.4992745387021087,5,6,0.6242322964032649,1,9,0.4764217745841665,2,4,0.4347184510298983,11,13,0.8298039647065584,5,1,0.7377750758693689
215,215,215,215,215,5,6,0.41471998916357566,13,9,0.7418920388556396,10,12,0.9286933328881308,1,2,0.3095458410244998,5,9,0.877771074347869,5,11,0.45131203630955974,1,7,0.5707204155094454,6,10,0.4767885670641104,7,9,0.8051274979568548,9,13,0.6562642149225768,5,9,0.7151142335996159,4,5,0.7968734637217839,1,3,0.3322051691174608,12,8,0.8108917484685229,2,9,0.749757466743445
216,216,216,216,216,2,6,0.68361426397157,1,2,0.5307332233863387,4,7,0.48900482434983006,5,11,0.5893602888508074,5,8,0.6026574012384829,3,6,0.8064042789349637,5,9,0.7799259557472579,6,10,0.6811459389884945,3,10,0.8339137867527332,1,9,0.6826403762532567,3,5,0.6947206872713327,6,2,0.474572811069345,4,5,0.6679659318783011,1,3,0.3816107160920557,3,5,0.8149778719367495
217,217,217,217,217,5,11,0.6865545664551462,3,5,0.5661371322099953,2,7,0.8902080175199881,1,12,0.7471398285489019,5,6,0.3754286171024581,10,11,0.5385042272557358,4,12,0.6472845747038789,6,10,0.5026673348515507,13,6,0.34711451635330814,4,7,0.8359099753130315,13,3,0.5219118522814704,13,11,0.6021614774616211,13,12,0.8422454783444757,1,8,0.7181675912986957,2,6,0.4187277090483476
218,218,218,218,218,7,9,0.9229874965987208,6,7,0.636060411143427,3,11,0.7985170869390297,3,4,0.6055302369725502,4,2,0.7110065060432629,1,4,0.5196525280721445,8,1,0.7640676898171388,6,10,0.5902048585485149,5,9,0.924189770323788,2,6,0.7274217487376035,10,7,0.7709160720369631,5,13,0.8534595770583295,6,8,0.6542306582850512,10,13,0.4575269492295987,3,7,0.783615097586746
219,219,219,219,219,5,13,0.4543450230600996,3,6,0.41074540950281746,2,7,0.935666645030989,6,10,0.6101526678403116,12,13,0.5780083833649567,10,1,0.7739648003176419,1,12,0.6273045874897476,6,10,0.5656650456438129,8,7,0.8413543086539469,1,10,0.7835091318624681,3,5,0.592283255675041,5,6,0.8359802093656699,3,7,0.676920809474252,7,8,0.8691142780992536,8,10,0.820325807854636
220,220,220,220,220,1,2,0.5473137871745087,4,5,0.5866926034709415,1,7,0.8181616369833342,5,13,0.6226148304281572,12,7,0.8490043585686288,5,13,0.5874487971769118,4,11,0.6307121266119798,6,10,0.6703933345137745,1,4,0.5554773208592102,4,6,0.6677739302740614,1,9,0.7826274913907204,3,12,0.6738314289633061,3,5,0.8984985557126386,6,7,0.8291695021849503,13,10,0.7982131597210776
221,221,221,221,221,4,11,0.6017734808989977,10,13,0.7699188704733728,5,10,0.8202951079753223,3,7,0.8661969992793892,4,12,0.8973696197462624,8,9,0.708180399036789,11,4,0.6159134564012907,6,10,0.4241528673697934,2,3,0.7849209480920206,8,12,0.8279243502563874,5,6,0.5094258293843118,3,7,0.8215994374007376,4,1,0.6342776867067066,1,4,0.7966446544141469,4,10,0.7386644911270402
222,222,222,222,222,1,9,0.8229241910408138,3,4,0.7176930836093158,5,9,0.887048302206855,3,6,0.8081537232587754,9,11,0.7757848283540472,1,4,0.5766820764497125,5,6,0.5223422357102858,6,10,0.6459358633792205,7,1,0.6620281877216216,5,11,0.5366955630109119,9,1,0.8211595553564364,1,3,0.514907856602124,1,9,0.5167171333867856,13,5,0.8956760750972599,2,6,0.615926810163914
223,223,223,223,223,11,10,0.4158368625238742,2,13,0.7425293378732267,7,11,0.5781128109087388,2,6,0.6577462989792175,1,4,0.7277658547409023,4,8,0.6961614582227091,2,10,0.6652090964615138,6,10,0.2892746255444294,11,7,0.7622107278624597,8,3,0.9079808417426196,1,4,0.43316384211922965,8,12,0.8020585966235254,1,3,0.2778326448383362,6,11,0.7729622988346467,2,5,0.4623216366412275
224,224,224,224,224,9,11,0.6972034718445246,4,7,0.6941138297925433,5,2,0.7891341032875364,4,5,0.3919033580282605,7,3,0.8778248381238933,5,3,0.7301700009232437,4,10,0.6620949466059726,6,10,0.4241887635409699,3,4,0.4251280730226752,4,11,0.5988107857715101,3,7,0.7213088136964735,12,4,0.8434751289358619,9,11,0.8702140824572699,6,13,0.6821681018550932,3,9,0.7977235811868841
225,225,225,225,225,9,5,0.7878500557494819,4,8,0.7556643439304354,1,2,0.3118497398206235,4,5,0.18129135356435977,1,3,0.750172426829633,8,10,0.8437687985330622,1,10,0.6803618282154013,6,10,0.1321331823153586,1,9,0.6683902794969848,3,6,0.6477909556828674,1,3,0.4534517779582715,9,8,0.8808507031642967,4,7,0.8852392098905426,9,13,0.6966128422046782,4,13,0.8436740229776208
226,226,226,226,226,1,6,0.42626187461883724,2,5,0.6251205552972172,10,7,0.8843720456728812,1,5,0.5770682596764557,4,5,0.572608322556198,4,6,0.36296065891295415,8,1,0.39341854090643646,6,10,0.1858416495206265,6,1,0.4747654299951949,2,11,0.2411270473610132,12,5,0.6640231965145842,4,5,0.747132197477399,7,8,0.6798389579770092,11,12,0.6899776870410392,10,7,0.5694948534607437
227,227,227,227,227,2,13,0.613664805514128,4,5,0.13773935130468384,4,6,-0.14588997975241913,11,1,0.4420255696471276,6,3,0.537619158330563,13,6,0.18646959875912994,3,4,0.35424852774030224,6,10,0.5083573285761556,5,12,0.35530743019297406,8,10,0.8095748295615186,6,13,0.44296174576097236,3,11,0.66087863640085,3,5,0.7340294766738819,4,5,0.7771300015570549,12,7,0.6498408238671951
228,228,228,228,228,4,2,0.13751692192668274,11,8,0.6662702126441217,1,8,0.4638168900859426,5,6,0.2501611511042392,9,3,0.7555562241238234,10,13,0.45687688448415453,9,13,0.3774797728983428,6,10,0.4536614595037992,2,6,0.3830106289306756,5,10,0.689458945225945,8,4,0.5657179620469699,11,12,0.441113446278814,2,6,-0.1279255725781718,5,9,0.821538122819149,4,12,0.6107657783101047
229,229,229,229,229,6,7,0.568998870757481,7,13,0.5178624210308007,1,4,0.32784708216749914,4,10,0.45012207949123084,7,11,0.6560456681180101,11,12,0.7550445570483304,5,9,0.39967964708261716,6,10,0.4991336235045096,4,5,0.2765123460149417,5,7,0.42394727328670123,1,11,0.5738062943627966,3,6,0.2291697798679995,3,4,0.7701698394765243,4,12,0.5112109424093153,7,10,0.5470197925904956
230,230,230,230,230,8,9,-3.9372943768842754,2,4,-6.96687883511352,4,9,-2.399758354167152,5,9,-1.809288813070343,4,5,-8.704514022270702,9,3,-5.986056353311126,13,6,-4.696951926500294,6,10,-3.439245446478372,13,11,-4.561544789479603,2,9,-1.2815441401783008,6,11,-6.338387474534242,4,6,-3.5687312272071683,3,4,-7.280184751632541,1,3,-7.03187560518194,5,9,-3.3145762557560943
231,231,231,231,231,1,9,0.6272843551196011,2,11,0.2533670651371276,1,2,0.6012492440428832,10,11,0.475716286652455,12,13,0.639974033786318,3,6,0.2892235698621626,11,4,0.5053412966785791,6,10,0.4435747120009253,3,6,0.47514855528067346,1,6,0.4424958733995039,1,11,0.18445581562647018,9,12,0.6073018460558017,3,9,0.5178045491678778,13,11,0.7827677865232245,12,13,0.8470695045680546
232,232,232,232,232,2,13,0.5297912636950111,7,10,0.7836919638103779,1,3,0.672310878507734,6,8,0.3982679321423863,5,6,0.5201832204145505,9,11,0.6354256042672423,6,7,0.09216986787300607,6,10,0.569664232783778,2,7,0.7732193134584905,6,9,0.525228676941684,10,11,0.4205691843365439,9,12,0.6508343438850233,2,8,0.5266674308677801,6,12,0.6607671457082579,8,10,0.3566577612616128
233,233,233,233,233,3,8,0.7841338469313499,10,12,0.8388164335272792,5,6,0.5709028734569328,3,5,0.26611461663752367,12,4,0.7273871360673022,1,8,0.26147517603250026,6,1,0.3634771927941661,6,10,0.4274418819103721,2,11,0.5426127808948561,6,11,0.3222028771914205,3,6,0.3910023395413865,1,5,0.4477259402163773,4,5,0.6486044648418519,5,8,0.8178298821932369,4,8,0.853803632589689
234,234,234,234,234,8,11,0.5129503110191332,3,8,0.8737643518811967,6,7,0.5255066114665639,2,5,0.6948257444273818,3,9,0.6661148875757843,4,6,0.23310024260960083,13,9,0.47351943371729166,6,10,0.2249951760747317,6,8,0.570670166620687,9,2,0.7334392641355774,4,13,0.5086566198799325,3,11,0.642982417677489,6,7,0.501064517193663,1,10,0.2820427239558831,10,9,0.6686099057535608
235,235,235,235,235,2,5,0.5047434418726778,8,6,0.675328021015779,7,9,0.6444026629741282,5,6,0.339103601911499,2,12,0.9011122876144957,10,12,0.7831915253132957,5,8,0.5936975044450459,6,10,0.1735421969705953,8,6,0.44304624691062666,4,6,0.23078317830348938,6,4,0.18595996588013297,8,11,0.8852642319710665,1,4,0.5690944660819588,3,12,0.6904960104166663,1,4,0.4767933407971053
236,236,236,236,236,7,13,0.5665577323061433,10,7,0.9313305668560886,11,2,0.4517043471998259,3,7,0.6891120427283836,4,13,0.1908733451350535,10,11,0.4303443899969368,1,5,0.28909929121416944,6,10,0.3062682145333246,7,11,0.5906445704597224,11,12,0.3844403830294606,1,7,0.7232999122560116,5,11,0.7081896662378988,1,2,0.0401191393986679,8,5,0.6920922906020883,1,3,0.4364976295608112
237,237,237,237,237,10,7,0.7214511486018438,10,2,0.8691270337533169,13,10,0.5598553046839844,8,9,0.6740163381565836,3,4,0.7135570429707485,5,8,0.7070574162980878,11,12,0.49428672190309486,6,10,0.3273086888653613,3,7,0.7935122066316725,1,6,0.2693558420739163,7,12,0.9560229654308009,1,2,0.2978337624020862,11,5,0.8537479831743375,5,6,0.6626054086395796,2,5,0.7081188931589892
238,238,238,238,238,4,8,0.7119160310588538,12,8,0.7855190890746595,6,7,0.6947175142619825,1,5,0.4309805947329085,5,4,0.6654857638985874,4,9,0.8010093148558095,5,9,0.8087974872572887,6,10,0.5027529490681448,8,10,0.6548220424918325,8,11,0.8146779212390727,9,10,0.8365489264331856,5,6,0.7728798500386982,4,5,0.7118545674645633,3,12,0.6988703700358794,3,10,0.5641280258854314
239,239,239,239,239,6,5,0.53174282122045,5,9,0.8621169905016013,5,9,0.7480184687259468,6,8,0.5292952164592648,3,4,0.7534823082405204,1,3,0.5190723920155997,4,7,0.696432850259255,6,10,0.2995318125984293,11,2,0.817584444404342,12,1,0.6129939431534517,3,5,0.7738987231251615,5,12,0.7522697858523841,9,13,0.6106778404474319,4,8,0.902978197075828,7,1,0.4921993381640247
240,240,240,240,240,3,5,0.822653196085262,3,9,0.7252301687707505,5,12,0.559372974859318,12,2,0.9245029950553765,4,7,0.5898673567969619,7,8,0.6535307446170796,8,1,0.8536459102055376,6,10,0.4237321882610763,1,3,0.5113423950839223,4,10,0.7978077497390428,3,10,0.8031103317215096,4,13,0.712176171566227,4,8,0.8454456478947465,4,9,0.6264475561827709,8,9,0.7452546128938558
241,241,241,241,241,9,1,0.7224363526800736,8,10,0.7496514932942502,9,10,0.7726186474338433,4,7,0.7581800435057886,3,4,0.7980198286772767,8,12,0.8150903962835458,9,13,0.7210654217813657,6,10,0.4577918657524402,8,13,0.5699766212900828,13,8,0.8187581027106123,7,6,0.5063270417748476,5,9,0.7769627356939659,6,7,0.6964370586947249,4,2,0.7155414140985166,10,1,0.4834931590997187
242,242,242,242,242,5,2,0.7876151843771184,4,8,0.7514219107921232,2,4,0.6407217839146688,9,10,0.7642638039574214,6,13,0.4281359945283367,8,12,0.7947307699799874,4,12,0.9118095541633866,6,10,0.4792533047392313,2,6,0.5502220604250738,11,3,0.6524670230414711,4,7,0.7057723142522063,9,11,0.9730666989157978,3,5,0.847695517147347,3,8,0.6146742554842461,1,3,0.5238749305057221
243,243,243,243,243,1,3,0.7329909934168484,8,9,0.9035319902373885,3,4,0.7443649797137325,3,10,0.8422931138889727,13,7,0.35991720066370925,4,10,0.847360297714771,9,10,0.7461888773174936,6,10,0.6563942946002613,1,10,0.6434028833797747,4,13,0.36639056281822,2,3,0.9452226165063229,1,5,0.7676073784915661,1,4,0.6748767362833161,9,13,0.7342063983139222,1,7,0.6147252499415583
244,244,244,244,244,2,4,0.5958703715809195,1,2,0.5814022941784842,2,6,0.6033417544483388,5,7,0.5245901941391251,11,3,0.7802877703222133,6,7,0.4917029397220818,5,10,0.7089928672835528,6,10,0.4276629276796628,6,3,0.7396562385591139,5,12,0.6401731799868836,3,4,0.6819712362325567,1,10,0.6893895399431396,9,10,0.7617864087796054,1,2,0.4600064702470359,5,8,0.8983667684705974
245,245,245,245,245,5,9,0.7450199560826165,2,8,0.7945222949943271,10,12,0.9216533054425196,4,5,0.4616902203934954,12,10,0.9266947689688214,10,12,0.7988351161875917,7,9,0.9321891793952207,6,10,0.4953908809789648,2,7,0.8501941275830012,7,8,0.8905350374845815,7,9,0.8980361966905072,2,4,0.6841582176009946,1,4,0.6458675604395673,4,2,0.7203225591527544,1,8,0.6468870871805821
246,246,246,246,246,1,5,0.532808221663054,7,1,0.448510121650882,5,9,0.8189357465748189,2,4,0.6024415221736453,10,12,0.6985630145928536,5,7,0.6313972293241161,5,12,0.8462852497173329,6,10,0.3959783168522106,7,9,0.8037564225242951,5,9,0.6369627655143202,2,3,0.8082850073119099,3,9,0.8708548824082043,4,8,0.795520038573609,13,8,0.8645506044111806,3,13,0.2250947726513423
247,247,247,247,247,5,9,0.7792238311452895,4,11,0.6230143408324154,3,5,0.507169596370221,5,6,0.3836930205847068,1,12,0.5845702049617787,6,12,0.8204350296265486,9,12,0.9007487131923388,6,10,0.6057064645083678,4,10,0.7988206181765128,7,11,0.7715716206675951,2,12,0.8506662097158274,11,9,0.7912746131678821,3,4,0.7830965051725203,3,13,0.614362922946587,5,1,0.809537425983431
248,248,248,248,248,5,13,0.2868407949183678,4,7,0.5136114606572835,5,7,0.34307954619701564,5,12,0.4545112456322391,11,12,0.6703262428054049,6,2,0.3618700764501396,6,10,0.4040571770692426,6,10,0.1979142171837841,9,3,0.8231369090497498,3,8,0.8412872559148368,11,13,0.6913271128068117,9,11,0.7768433449591668,4,9,0.780511958477615,10,2,0.5040897679579065,4,13,0.7340946835863852
249,249,249,249,249,4,5,0.39097965345709773,13,11,0.4038053142098208,1,3,0.6850624230045804,7,9,0.6208796686237005,7,13,0.45627594388795945,12,1,0.6241051074478857,1,2,0.4451335807185579,6,10,0.5890268274413347,9,3,0.8878154327749261,5,10,0.8329159731991986,5,8,0.5655376020618387,3,4,0.6955197744860101,2,4,0.6615729973823672,6,7,0.2846198922254994,11,1,0.6433560512039158
250,250,250,250,250,1,6,0.4549434260979359,6,9,0.3251584596848819,10,3,0.7023200943736646,8,11,0.5384359608386968,4,10,0.45144195144207133,13,5,0.2555751358660008,5,7,0.41866563231191767,6,10,0.4733794307239476,3,4,0.6220002180162177,3,4,0.84604683231202,2,6,0.5272737743386302,2,3,0.2875789630046467,3,6,0.3519059284948012,13,4,0.6863532400916978,4,12,0.8361976511707407
251,251,251,251,251,5,13,0.4818277739337665,4,6,0.36597763808628525,3,5,0.38658563426459513,3,7,0.7047299947839225,8,9,0.7101188623841443,1,4,0.19978704996546115,5,3,0.5276488870442877,6,10,0.2940333892903899,9,6,0.32243481124741424,3,7,0.6776947833590152,11,13,0.42007217013407905,6,8,0.3834167939173915,5,7,0.7419535872824843,7,11,0.7745756896293812,11,9,0.7803765600237798
252,252,252,252,252,8,10,0.8359371691537129,6,12,0.28509611489524367,11,13,0.3751346554274617,5,7,0.47197575037188877,6,11,0.2000273975771778,5,11,0.0743811381949756,3,4,0.6471176474838735,6,10,-0.1164577502498636,3,9,0.5085543172143517,7,8,0.8806237428263557,2,3,0.4496737390673815,1,13,0.3125516024226256,6,11,0.5313745599426352,10,12,0.6950771530124091,8,6,0.6981501559478616
253,253,253,253,253,5,12,0.7560491655767297,7,11,0.7995343569688688,1,11,0.38611881767923384,8,12,0.7088635878536806,3,11,0.5718346322482927,4,6,0.3960135412427016,13,5,0.2514510720545239,6,10,0.5509335082627458,2,5,0.4951300646559802,1,9,0.5228286736802696,8,9,0.7701912473898593,1,12,0.1402493830906186,4,8,0.7762693516417982,5,6,0.284180551789325,4,9,0.6065819199160251
254,254,254,254,254,3,8,0.8350539888200048,4,5,0.21651794639889066,3,5,0.7923314175521374,10,12,0.789881767376527,1,2,0.5220380677314775,4,8,0.680969538433407,8,1,0.573460922645078,6,10,0.3132824281694419,6,9,0.5550844342727841,5,11,0.5175428623649065,3,11,0.09389511234832904,9,6,0.2753168808615671,3,5,0.6662380683556302,4,5,0.7670376899009761,1,4,0.2146481715259671
255,255,255,255,255,3,8,0.6332431695685005,13,9,0.30499206136101575,1,4,0.3472814076853674,2,4,0.5209266426821839,13,10,0.5135930146512859,3,5,0.7052227903821803,13,2,0.5233128602290358,6,10,0.2864577610752599,3,8,0.7630824537017328,5,12,0.6152571589109548,10,7,0.6835956426982565,2,13,0.5945295398450249,4,11,0.7274993364193951,8,11,0.7961025359333598,3,6,0.3334495371514456
256,256,256,256,256,1,2,0.35798235113954613,9,8,0.6355047963857794,2,3,0.5760570843695771,11,2,0.5441131867861706,5,1,0.3568574242448028,11,12,0.5751220646243549,2,12,0.4688344427128972,6,10,0.4790402618749974,5,8,0.5156975764295996,7,1,0.5169415197199578,1,2,0.6511433555127567,4,7,0.7920480532885088,3,7,0.7162083345097517,5,6,0.4563503117525345,3,5,0.6727508402240291
257,257,257,257,257,1,8,0.6284362686087976,5,7,0.5013689597799643,6,7,0.6337887247021669,12,11,0.6922255284537291,2,4,0.5696994205754821,11,13,0.14690953711669996,5,7,0.34073879125833173,6,10,0.3908593962877661,4,7,0.5475838487691204,4,11,0.3855006550147212,10,2,0.5450265679798514,2,9,0.4595990392424278,3,7,0.4575474990150229,3,8,0.6171034262263047,5,10,0.5207212389781382
258,258,258,258,258,8,10,0.7224409947476129,11,12,0.6473525787907797,1,2,0.3904706884717668,5,10,0.5013726262293594,13,12,0.44666699943674903,8,10,0.8567710255698588,7,2,0.8199865991107906,6,10,0.3201887721858421,2,1,0.7702026239851225,3,5,0.4764203380932307,7,8,0.6429820560973484,8,10,0.4470258176406569,2,12,0.1422913652549511,4,10,0.6475032942185035,5,12,0.9199664854904333
259,259,259,259,259,1,4,0.31309409920677544,4,7,0.6262412749467265,10,13,0.6031853591146598,5,12,0.5653526101688698,4,8,0.7350223088312401,7,9,0.7592564934025069,10,12,0.7232381665447151,6,10,0.0914737902554563,8,12,0.8382186454769806,8,9,0.857816571797192,11,13,-0.10752123626864907,4,5,0.9224767484699912,12,8,0.8432080395470081,5,7,0.7072920155390143,8,9,0.8016929989863337
260,260,260,260,260,5,8,0.7897743391104671,6,8,0.5988624984414613,13,6,0.06332279112939443,2,8,0.8076384563884798,4,6,0.4521568390718359,1,3,0.6052928192251055,2,7,0.8859329346377884,6,10,0.2534377604832228,1,7,0.36235448658442126,1,8,0.6732583536459782,7,2,0.7252542042703383,2,5,0.5810642511178257,10,12,0.6995103082240415,2,6,0.4248831000879549,4,6,0.3514663113687595
261,261,261,261,261,5,8,0.7310098239471579,6,10,0.6484397635899581,6,4,0.4340925613405565,3,5,0.5727422332284473,5,2,0.6153739573794004,6,8,0.7172771466793402,4,8,0.5446364269484376,6,10,0.302488660283007,1,5,0.4710007350452309,2,4,0.7212265101106803,3,7,0.4962574821230097,1,13,0.3492649712514087,5,3,0.6961311355263066,2,12,0.5651311964571655,2,6,0.4357026381267507
