,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r,o-a0,o-a1,o-r,p-a0,p-a1,p-r,q-a0,q-a1,q-r,r-a0,r-a1,r-r,s-a0,s-a1,s-r,t-a0,t-a1,t-r,top-a0,top-a1,top-r,baseline-a0,baseline-a1,baseline-r,u-a0,u-a1,u-r,v-a0,v-a1,v-r,w-a0,w-a1,w-r,x-a0,x-a1,x-r,y-a0,y-a1,y-r
64,1,9,0.6269366134114687,3,5,0.6473326103225789,6,9,0.6454959405327312,12,4,0.7103500704061685,7,10,0.8143113599620865,2,3,0.7549413062190956,4,6,0.4340736663298367,4,10,0.711262113807511,5,10,0.713117639578293,10,11,0.647408890794082,9,12,0.8235077986785917,1,13,0.2580444731306817,11,13,0.3699058093165259,1,5,0.3882410013319185,2,5,0.6273451058110826,6,11,0.374425593604839,8,3,0.8160632366192961,8,9,0.8235077989867969,5,10,0.713117639578293,3,11,0.6223336888493336,10,8,0.8238064872289188,1,8,0.6219957006028503,1,2,0.5377144216380452,1,2,0.5377144216380452,7,8,0.8137220231074533,7,12,0.8137220226943187,5,11,0.5230617075225641
65,3,9,0.8196053863102757,12,3,0.8163295964457344,2,11,0.6049368371872139,9,2,0.8026886869300542,3,12,0.8163295964457344,2,7,0.7629132781924594,9,13,0.6205174944533864,6,11,0.3732421350558108,2,3,0.7497727753965604,5,9,0.7123647620713025,1,8,0.6209759851689182,2,5,0.6173680296884143,3,8,0.8163295970466115,5,8,0.7076118558205435,2,7,0.7629132781924594,3,7,0.7798180130198443,8,10,0.8298726571287351,11,6,0.3732421350558108,11,13,0.3662514760936435,8,13,0.6143955367864524,10,8,0.8298726571287351,1,8,0.6209759851689182,2,1,0.5311352727845895,9,10,0.8302988654844964,2,3,0.7497727753965604,2,9,0.8026886869300542,5,7,0.6571587185700807
66,4,8,0.6937915308639804,1,5,0.3624978736069953,2,7,0.7503037655910368,1,9,0.61099636429786,7,10,0.8040539311888023,11,12,0.6374612114908866,1,2,0.5160971459246628,5,7,0.6453083631829262,7,12,0.8034161406734639,9,4,0.6985385403510522,4,7,0.6434563530991776,2,3,0.7379767320879619,3,5,0.6262576277909246,2,12,0.7866465533145375,10,11,0.6382045515504189,10,7,0.8040539311888023,10,12,0.8169794375112673,7,11,0.6139635370643506,3,8,0.804340399069944,10,9,0.8173990716727222,10,8,0.8169794377538765,1,8,0.6057342924517337,6,5,0.4079965878008735,2,13,0.4898621675841437,8,11,0.6374612119455649,9,12,0.8169614806765251,2,7,0.7503037655910368
67,7,8,0.822506612663741,6,10,0.6553356791156855,3,4,0.6522373104479541,8,10,0.832446147139915,1,4,0.3947585407028328,4,9,0.7216808729309396,5,2,0.6344506490148606,1,5,0.3974407361170982,10,9,0.8325010334524415,1,4,0.3947585407028328,3,5,0.6540259138872232,2,10,0.8087229185380669,1,8,0.6329032163379074,8,2,0.8080313146299123,2,10,0.8087229185380669,5,6,0.4490411174437553,8,9,0.8321271353695672,5,10,0.7199289862411469,3,6,0.5822868809469136,2,8,0.8080313146299123,10,8,0.832446147139915,1,8,0.6329032163379074,11,8,0.6602732343059297,1,5,0.3974407361170982,1,7,0.5874137430177386,8,7,0.822506612663741,3,8,0.8246166991958819
68,5,9,0.7504277351697797,6,9,0.6893677319533706,5,13,0.431067311094973,4,10,0.7457944274019596,3,5,0.6898951374774874,10,4,0.7457944274019596,6,8,0.6847063805072363,2,8,0.8272071122548066,7,9,0.8393039151628188,3,12,0.8430707419168424,10,2,0.8278124492071753,5,7,0.7050457947760062,5,11,0.5700616733087616,6,8,0.6847063805072363,6,10,0.6856835635698686,7,12,0.8379486756909116,2,5,0.6710309762214317,12,13,0.6657783758621268,2,3,0.7912652364471217,8,13,0.6657783768063601,10,8,0.8419426929915749,1,8,0.6622306723524394,7,9,0.8393039151628188,6,9,0.6893677319533706,6,10,0.6856835635698686,2,12,0.827207111833031,10,3,0.8436569512617537
69,2,3,0.8013047058767283,1,3,0.6200667396657724,6,8,0.6996205774405916,4,10,0.754080147583018,6,8,0.6996205774405916,4,5,0.5216043365651736,11,12,0.6867776351988756,2,7,0.8093273076362781,4,5,0.5216043365651736,1,5,0.4573134924196521,5,13,0.4475908932273038,7,13,0.6286171802702278,7,3,0.8245614552106422,3,12,0.8506425834831154,5,7,0.7148194627693749,3,4,0.6983729424312368,5,7,0.7148194627693749,7,11,0.6739932381091597,2,8,0.8354105588681789,10,13,0.680710570318203,10,8,0.8474793591301799,1,8,0.6726594560118228,7,1,0.6342398702930623,3,6,0.6376448942903712,4,10,0.754080147583018,10,12,0.8474793591316832,10,8,0.8474793591301799
70,1,5,0.4585967406598549,3,8,0.8524600064786099,4,5,0.5220890714166124,6,1,0.4000719981661913,3,8,0.8524600064786099,3,10,0.8530145022633255,8,11,0.6896756942922868,10,3,0.8530145022633255,12,9,0.8485489242142698,7,8,0.8471322542173073,2,6,0.6211682030856915,13,12,0.6822759533708805,2,7,0.8112782926762123,11,4,0.58100404513864,7,13,0.6311633907554373,5,6,0.5167347825339923,11,8,0.6896756942922868,3,7,0.8263308717194129,3,8,0.8524600064786099,4,7,0.7143843045211771,10,8,0.8495344948186242,1,8,0.67469591743939,4,11,0.58100404513864,7,8,0.8471322542173073,3,13,0.6102117246894978,4,5,0.5220890714166124,9,1,0.6788401311333028
71,3,6,0.6585084223443043,13,2,0.6089344440279482,3,9,0.8625254654069531,1,3,0.6377660529078811,3,6,0.6585084223443043,11,9,0.7007173637201438,4,10,0.766389303230002,7,8,0.8543078507435644,1,3,0.6377660529078811,7,5,0.7292145080127758,2,3,0.8147790275212772,11,3,0.6875749790615493,2,5,0.6976011405111637,8,10,0.8543555159807055,3,7,0.8366421831834698,8,3,0.8606145219331631,5,7,0.7292145080127758,10,12,0.8543555160277672,10,13,0.6986983990617688,7,3,0.8366421831834698,10,8,0.8543555159807055,1,8,0.6874944647849109,12,6,0.717777843116729,13,8,0.697703566594431,6,12,0.717777843116729,4,6,0.5349924683470979,3,6,0.6585084223443043
72,3,9,0.8491292917161284,2,5,0.6717636926651067,8,10,0.8461784053882094,7,8,0.8424750371779506,5,6,0.5055395826129974,3,8,0.846822757506245,2,3,0.7953755417896896,11,13,0.4382227592141289,10,12,0.8461784053741161,1,8,0.6653118908400989,3,4,0.6879667034594545,3,9,0.8491292917161284,1,9,0.6696127747154754,8,9,0.8453401056258357,6,8,0.6976110008049466,4,5,0.5073256750880006,11,7,0.6695613281133407,8,11,0.6837485091429307,8,7,0.8424750371779506,1,3,0.6103440867120712,10,8,0.8461784053882094,1,8,0.6653118908400989,10,8,0.8461784053882094,2,8,0.83192475030205,7,11,0.6695613281133407,9,10,0.8456087304400371,13,4,0.4334700798468012
73,2,9,0.8524102250267678,8,13,0.6994046615376264,13,6,0.3797019663966657,3,9,0.8666093368272008,9,11,0.7114024512180679,1,2,0.6185425913060828,2,3,0.8149201120361049,10,12,0.8624358694257644,2,6,0.6399019149809746,3,9,0.8666093368272008,7,11,0.6960529545130028,4,9,0.7694480776931384,1,8,0.6911396858244012,8,13,0.6994046615376264,5,9,0.7709458297742919,8,6,0.7219341064732623,2,10,0.850823122737339,3,11,0.693630214629649,2,4,0.6925236676923874,5,7,0.7270588439569315,10,8,0.8624358694275205,1,8,0.6911396858244012,1,7,0.6525168713768511,1,8,0.6911396858244012,7,11,0.6960529545130028,2,5,0.6940586743791237,4,1,0.4708794971937954
74,13,1,0.3741929656007192,2,8,0.8524458945466988,4,7,0.7297170812294036,1,3,0.6418994109506623,9,12,0.862205723144307,13,8,0.703919582524539,5,6,0.5404109803937147,3,4,0.7141572863360051,2,3,0.8181748841793804,2,5,0.6987300378929244,5,9,0.7742660784305245,3,5,0.7156853292776928,6,10,0.726908183286225,10,11,0.7113807446381164,7,2,0.8269253072868393,8,13,0.703919582524539,2,3,0.8181748841793804,2,5,0.6987300378929244,8,3,0.8664480142929332,4,5,0.5375674917808967,10,8,0.8632540423800725,1,8,0.6946638168056003,1,7,0.656824183616179,8,12,0.8630113168596849,1,5,0.4793560267812966,9,13,0.7088445947744937,2,3,0.8181748841793804
75,4,13,0.5071007136045319,10,12,0.8636386778108365,4,8,0.785307045510482,1,3,0.6668650212199082,5,7,0.7524135876580188,10,9,0.8622385556688102,9,11,0.718648075152486,4,10,0.785968354294243,5,7,0.7524135876580188,3,8,0.8754248559735502,4,6,0.5734054289222994,3,1,0.6668650212199082,3,4,0.7381711783156266,11,5,0.627404840417587,2,13,0.6439869432489123,11,7,0.7103287977243962,2,6,0.6741191969426854,7,12,0.8676593605662968,11,12,0.7171053880889796,7,8,0.8676593606614809,10,8,0.8636386776945206,1,8,0.7114975144179163,3,11,0.7111197396444106,7,12,0.8676593605662968,6,7,0.7075759292164011,2,6,0.6741191969426854,1,11,0.4910799611397671
76,7,11,0.7146337201904513,6,12,0.7485839787934501,7,9,0.8708722060564829,3,9,0.8798262302534734,2,4,0.7260182858578099,7,13,0.6845880521550778,3,5,0.7439559985675763,3,6,0.6946481673812193,3,5,0.7439559985675763,13,8,0.7298443399082858,12,1,0.7160810621540532,13,4,0.511561829857374,6,8,0.7485839794457118,2,4,0.7260182858578099,13,3,0.6660788066641244,1,5,0.517037638225996,5,2,0.727456988989285,2,8,0.8648241440236069,3,8,0.8783623864855852,1,2,0.6536778138637821,10,8,0.8662088894693601,1,8,0.7160810625697751,5,9,0.7936509568581637,1,5,0.517037638225996,2,12,0.8648241437967147,5,8,0.7907029384599552,11,2,0.6996937007181254
77,8,9,0.8664535199561239,10,3,0.8787935506889472,3,7,0.8571382992201968,4,7,0.7522559369811239,2,3,0.8371803601038137,12,10,0.8679329301317689,2,3,0.8371803601038137,6,13,0.4263115540443537,5,12,0.7889248761343047,10,12,0.8679329301317689,10,9,0.8666061229564126,7,11,0.715228213648477,4,8,0.7875247248250774,3,8,0.8783364286411397,11,12,0.7230307853957648,1,5,0.5125515444283743,5,12,0.7889248761343047,2,7,0.8434949928669746,2,10,0.8651808460582939,8,2,0.8647044369012765,10,8,0.867932930034244,1,8,0.7149956247074586,3,4,0.739110452777135,2,6,0.6732081706582257,3,4,0.739110452777135,7,10,0.8712994464658034,2,6,0.6732081706582257
78,2,3,0.8155543852583622,7,11,0.6904240580395975,1,9,0.6947939461507391,5,13,0.4725790430678889,2,9,0.8481435442549219,1,2,0.6219183843384852,7,8,0.854501062947932,13,8,0.6971412461205885,9,13,0.7018821169929019,6,11,0.4707869878172936,3,8,0.8614118919746709,3,5,0.718473246779466,6,12,0.7146638762215245,8,7,0.854501062947932,11,10,0.7016022303401546,8,12,0.8543948912563857,1,5,0.4829406430538175,11,12,0.701072044427616,1,3,0.6416248703135207,3,11,0.6904618900679533,10,8,0.8546326611158959,1,8,0.6909169158983572,2,7,0.8222496414236926,2,9,0.8481435442549219,9,10,0.8536171256212326,1,12,0.6909169153601136,6,8,0.7146638770311144
79,2,6,0.6015402395946214,2,4,0.676508159225601,6,7,0.6396481453989098,8,9,0.8460193654547828,7,9,0.8437804956208589,7,10,0.8429647811375314,2,7,0.8036443200761936,1,2,0.5973912042527642,3,10,0.8485985953388913,9,10,0.8463043613626222,7,13,0.6170850249535482,2,9,0.8338421180414852,3,4,0.695957422917816,5,9,0.7580093542803786,2,7,0.8036443200761936,6,8,0.6856032527751051,13,1,0.3350591124027862,5,8,0.7542727236496405,12,5,0.7542727229576649,2,5,0.6780646221877714,10,8,0.846926959475253,1,8,0.6730966122335025,13,9,0.6750088009606939,9,12,0.8460193653029344,8,9,0.8460193654547828,5,10,0.7550819368176533,11,10,0.6895183572745591
80,2,12,0.830052914517112,11,6,0.4346481699003014,1,3,0.6160485872770955,4,7,0.7094305342342846,13,4,0.4338367545938055,8,2,0.8300529149951134,3,5,0.6962870653612634,3,5,0.6962870653612634,6,8,0.6837757644242914,8,9,0.8443307830380314,11,12,0.6856073606031625,2,8,0.8300529149951134,3,8,0.8464402547074031,1,5,0.4548518760612302,11,12,0.6856073606031625,12,3,0.8464402542521183,3,11,0.6697828519697032,1,3,0.6160485872770955,8,13,0.6681063353854679,12,1,0.6705936920440085,10,8,0.8452298136076781,1,8,0.6705936927270069,4,8,0.7513868202562662,3,4,0.6946921275213616,2,5,0.6768712861768783,8,11,0.6856073608900004,3,7,0.8185925272368075
81,13,9,0.6484302490445429,8,9,0.833635650286801,1,3,0.5903240921505428,8,4,0.7326587480174047,2,7,0.7835748375180958,1,3,0.5903240921505428,3,4,0.6721072073676903,2,5,0.6536624922645596,4,9,0.7367183980527856,7,9,0.8285536041828858,8,6,0.6591287947807092,4,7,0.6879664980111899,2,3,0.7744871556424741,1,4,0.4231053378160228,4,12,0.732658747249276,7,10,0.8274654891805372,13,7,0.587597929251339,12,11,0.6679251835055247,3,8,0.8312432555268388,11,6,0.4037633334520003,10,8,0.8342653267934704,1,8,0.6487955024202184,7,10,0.8274654891805372,12,1,0.6487955016534577,2,11,0.6285887599801887,2,3,0.7744871556424741,3,13,0.5658470839596593
82,1,2,0.5473770480721628,7,10,0.8165855344075975,3,5,0.6566360130597987,7,8,0.8160171743957987,1,3,0.5691536831893335,9,6,0.6494920478799342,2,3,0.7608527914257914,8,3,0.8195712141493444,5,7,0.6732005366565283,3,5,0.6566360130597987,12,13,0.6259926872829897,6,11,0.3815737491739543,12,11,0.650447168795261,8,5,0.7189377573975336,10,12,0.82456621705807,4,13,0.3788772536514926,3,6,0.5753865475732067,5,6,0.4469672512645989,12,8,0.8241779511572908,5,11,0.5327024100704685,10,8,0.8245662172080775,1,8,0.6293237406914447,2,7,0.7706736306583695,2,6,0.5538633637554202,4,9,0.7213882030585108,9,4,0.7213882030585108,1,10,0.6303203752737074
83,1,4,0.3921917136581232,1,2,0.5428254927857019,3,7,0.7844723283057164,7,9,0.8182614247456224,1,3,0.5648676933085168,1,3,0.5648676933085168,1,9,0.6337056038583049,1,3,0.5648676933085168,4,7,0.6662218265214264,4,6,0.433148346650092,1,8,0.6287419138899072,6,11,0.3774831731625734,6,8,0.6384801723712132,5,8,0.7160754083663208,7,10,0.8168371176641289,7,8,0.81624119062503,7,8,0.81624119062503,3,5,0.6502437748086527,5,8,0.7160754083663208,6,12,0.6384801712180821,10,8,0.8273420555686573,1,8,0.6287419138899072,4,6,0.433148346650092,1,2,0.5428254927857019,5,12,0.7160754075196617,13,10,0.6212756254917675,3,1,0.5648676933085168
84,11,1,0.3732747615744176,4,5,0.4485996358932662,3,5,0.6365170276795479,10,13,0.6062949410055676,3,6,0.5473790914570857,3,5,0.6365170276795479,10,5,0.7070570438474899,8,9,0.8235355995479368,7,10,0.8103334976773183,4,5,0.4485996358932662,3,8,0.8107653138858932,3,5,0.6365170276795479,11,13,0.3593644131675011,8,1,0.6191651607129061,7,2,0.7562046090695814,1,8,0.6191651607129061,3,8,0.8107653138858932,11,3,0.6211297107236883,3,13,0.5189982451789245,2,4,0.6137662669741761,10,8,0.8236003096222868,1,8,0.6191651607129061,3,4,0.6347320476763326,6,11,0.3617493985374578,1,4,0.3763522083748579,4,2,0.6137662669741761,6,7,0.5688821893983956
85,4,7,0.637528217466342,2,4,0.5956829218799028,9,7,0.8070310705042596,3,6,0.5311747968265835,8,9,0.8218387045532671,2,7,0.7457985823466151,3,11,0.6104298100156814,5,10,0.6940098583142094,1,5,0.3556345979352631,7,1,0.5538617323813113,4,10,0.6922165306511712,8,4,0.691214081691358,6,13,0.206430744304609,6,11,0.3472845456514595,8,6,0.612207440420306,3,5,0.6184602346910641,6,11,0.3472845456514595,2,3,0.7316361252641654,6,8,0.612207440420306,6,7,0.5546784683196357,10,8,0.8215981265481268,1,8,0.6062704647141915,7,10,0.8050891462057035,3,4,0.616626923247803,7,11,0.6180958491231953,3,5,0.6184602346910641,2,7,0.7457985823466151
86,13,4,0.3553425548100554,3,12,0.81158762680825,1,10,0.6192592869987901,10,12,0.8213541829914522,4,10,0.7066567637974606,8,3,0.8115876274312932,7,8,0.8095789235900507,1,9,0.6232730602678946,8,11,0.6453686617174286,12,4,0.7057198782933326,8,10,0.8213541832211995,7,11,0.6236500477605579,2,3,0.7480071106998938,3,8,0.8115876274312932,3,7,0.7768990534051707,5,13,0.3579948066161529,8,11,0.6453686617174286,8,7,0.8095789235900507,6,8,0.6293143557422078,2,10,0.7946855982828198,10,8,0.8213541832211995,1,8,0.6182176921210565,3,10,0.8122953301816576,12,5,0.7075181580221968,4,8,0.7057198791492569,12,8,0.8209219437449384,5,7,0.6588284611591646
87,8,2,0.7865817890528618,1,7,0.5611631333888438,6,10,0.6164013250498697,8,10,0.8177251630513174,10,11,0.6423285331470955,2,6,0.5168003939571724,1,6,0.2820263690925565,4,12,0.6977857169759453,12,2,0.7865817883245771,2,3,0.7376404475356424,3,5,0.6298656712389716,2,7,0.7497722146231103,9,11,0.644892133958493,2,6,0.5168003939571724,1,10,0.6117480686945959,7,8,0.8036166989970847,3,6,0.5392049128305147,13,9,0.6031692673788545,2,4,0.6068653026428523,1,5,0.3700007675592939,10,8,0.8177251630513174,1,8,0.6106722377454336,8,10,0.8177251630513174,9,5,0.7043102851884618,9,10,0.8181339983149418,2,5,0.608687617085583,4,5,0.4414563788876045
88,11,13,0.4064130725378175,3,5,0.6666611608458556,4,8,0.7331737305419563,6,7,0.6074260690636836,4,8,0.7331737305419563,2,3,0.7728691273374055,9,11,0.6893370248200915,3,2,0.7728691273374055,6,3,0.5858397432909981,5,13,0.38987774332108,5,11,0.560218110205922,1,9,0.659708435213268,4,2,0.6452593062748893,1,8,0.6547013862938676,10,7,0.8364894080925587,11,8,0.6862741311553435,8,10,0.848072549154191,8,12,0.8476647527879909,12,2,0.8202326368100427,8,10,0.848072549154191,10,8,0.848072549154191,1,8,0.6547013862938676,3,8,0.8369478226557597,10,12,0.8480725489049479,2,8,0.8202326374694511,10,13,0.642783333440825,2,8,0.8202326374694511
89,4,6,0.4745052317639235,9,4,0.7473645435850689,2,9,0.831247229023719,7,8,0.8424751711941355,3,7,0.812095448447541,10,3,0.8453559714626816,7,8,0.8424751711941355,13,11,0.4229272747951238,3,1,0.6020916144296871,2,9,0.831247229023719,8,10,0.8519144805059169,9,12,0.8514624225885705,5,2,0.6609683225059984,8,12,0.8515456929163909,1,3,0.6020916144296871,3,6,0.6048304810745155,8,10,0.8519144805059169,3,5,0.6801917448503029,10,6,0.6769568635906571,4,1,0.4320135151355797,10,8,0.8519144805059169,1,8,0.664704107834516,1,5,0.4345626224758283,4,8,0.7431235150478354,6,11,0.4258399017201647,10,4,0.7439966747811531,3,9,0.8474686330683199
90,8,7,0.8348577178719306,7,4,0.6918398476105614,6,10,0.6716438570893988,6,11,0.4165063920496782,1,2,0.5744718787986887,1,5,0.4285658600483083,9,13,0.657218079600721,10,11,0.6786888757835545,11,2,0.63763902753066,1,2,0.5744718787986887,3,4,0.6749925948873616,8,10,0.8427464285525472,4,5,0.4941858336687957,9,4,0.7411632442207734,10,5,0.7395381321444714,9,8,0.8421874343373799,2,5,0.6572341001500962,5,7,0.6935041905729331,6,10,0.6716438570893988,8,3,0.8381914079928396,10,8,0.8427464285525472,1,8,0.6554382043892419,8,9,0.8421874343373799,7,10,0.8353960692615708,11,13,0.4137265448876179,9,3,0.8408344363239109,3,8,0.8381914079928396
91,2,4,0.6546916772752092,5,7,0.6935260234954082,4,8,0.7387725035701596,8,6,0.6647201889772201,1,9,0.6642963549572242,4,12,0.7387725027397123,1,2,0.5757817637449514,10,1,0.6605373228335127,1,8,0.6595459578998518,3,10,0.8392055446386303,5,6,0.4682166553109763,7,11,0.6649143857778236,5,7,0.6935260234954082,5,12,0.7403406975542495,1,3,0.597286471043708,8,2,0.821662144488387,12,4,0.7387725027397123,6,8,0.6647201889772201,8,12,0.8449919424153535,2,9,0.8244050308911257,10,8,0.845367093365052,1,8,0.6595459578998518,3,13,0.5676144752392965,5,7,0.6935260234954082,1,5,0.431209872932083,3,6,0.5942832691703654,4,6,0.4656954628933702
92,8,1,0.6629034589163352,3,4,0.6780456432721507,1,2,0.5798619760283241,13,9,0.6585006697552546,1,9,0.6676066629696429,2,8,0.8248251280803225,8,9,0.847285285496276,1,5,0.4351570072438266,2,10,0.8254879049257654,3,6,0.5998798789425166,8,13,0.652952182339051,6,4,0.4713019762990359,13,9,0.6585006697552546,1,2,0.5798619760283241,6,12,0.6698941021951197,1,2,0.5798619760283241,6,4,0.4713019762990359,9,6,0.6749337799505377,7,8,0.8386183279810226,8,13,0.652952182339051,10,8,0.8477971065740884,1,8,0.6629034589163352,1,2,0.5798619760283241,6,10,0.6709192379592651,1,4,0.4326496951613637,2,8,0.8248251280803225,10,4,0.7425815458023575
93,10,2,0.8323176811719806,5,6,0.4842324314012773,9,8,0.8534391499043454,2,7,0.7996980637764305,5,7,0.7008111316150747,3,4,0.6814058766249901,2,10,0.8323176811719806,2,6,0.5924341437378917,6,8,0.6832100790571425,5,13,0.4170225155198219,7,8,0.8452049099877217,8,12,0.8535953528966341,3,5,0.6830241917238864,2,4,0.6625184496428642,2,4,0.6625184496428642,3,8,0.8475675547271309,10,13,0.6640197068170949,2,3,0.7886714861942862,6,7,0.6331511707959497,8,11,0.6940687931454853,10,8,0.8539514864778491,1,8,0.6676313711039221,2,9,0.8343514941688825,8,7,0.8452049099877217,6,4,0.481701145123158,3,7,0.8155909662705864,5,11,0.5741400930997895
94,2,6,0.6138089298919807,2,10,0.8429223830089807,4,8,0.755167855237999,2,4,0.6749378698479283,9,5,0.7607557070039008,6,2,0.6138089298919807,4,11,0.5842494327793313,2,5,0.6765207236486501,2,3,0.8007284923765061,13,2,0.5810039394233413,12,5,0.7567159111228781,2,12,0.8423023286670706,4,5,0.5113798018451374,2,3,0.8007284923765061,4,8,0.755167855237999,10,11,0.7055728400709438,10,13,0.6812609939308097,2,4,0.6749378698479283,12,4,0.7551678545876324,5,13,0.4360607744721901,10,8,0.8619093022913967,1,8,0.6797157459990746,1,11,0.4490856319986809,9,6,0.7073832609588792,3,1,0.6194530833166321,12,7,0.8548156867618544,10,9,0.8616026945891848
95,6,2,0.6134755762735973,9,13,0.6840224695925198,6,12,0.7009044092877026,5,8,0.7545097122176116,12,8,0.85760217743818,1,5,0.4504041090748997,1,3,0.6175021294211767,4,7,0.709247060310904,6,9,0.7057560541291766,6,9,0.7057560541291766,2,6,0.6134755762735973,5,6,0.5051322902782488,3,4,0.6919584237958735,13,2,0.5807415596673718,2,3,0.7994614598162378,3,13,0.6008641225070106,5,7,0.710823770780139,4,10,0.7537681156266189,3,5,0.6935514450261229,3,5,0.6935514450261229,10,8,0.8579168928445698,1,8,0.6763483582817349,2,5,0.6756023826333005,9,13,0.6840224695925198,13,3,0.6008641225070106,1,12,0.6763483576570762,9,3,0.8571478806392296
96,7,11,0.6942353854778076,3,4,0.7090595313866199,12,9,0.8604406880556751,4,5,0.5314972707036768,9,2,0.8511800362141145,4,6,0.5291200354023464,2,4,0.6917411836339883,2,3,0.8136854698050864,5,9,0.7703478085556936,9,12,0.8604406880556751,3,7,0.8370195898513374,7,12,0.8588001975081823,12,13,0.6972748978590395,8,10,0.8614189257676158,5,6,0.5315867101554974,8,12,0.8611585160485755,4,12,0.7652153142786515,6,4,0.5291200354023464,1,3,0.63600437340893,1,11,0.4622586375273969,10,8,0.8614189257676158,1,8,0.6898858226499307,3,4,0.7090595313866199,13,9,0.7022812746053378,12,4,0.7652153142786515,2,9,0.8511800362141145,3,7,0.8370195898513374
97,3,9,0.8743340003167209,3,8,0.8724192186809876,13,7,0.6642942446330198,7,13,0.6642942446330198,6,13,0.4014309411052412,1,4,0.4907353755709379,5,7,0.7408200743423448,6,1,0.442949098406876,3,8,0.8724192186809876,2,3,0.8260684713452958,1,9,0.7082659761264092,5,9,0.7825909043065197,1,2,0.6349339443999803,5,8,0.779195404061401,5,12,0.7791954035672883,5,9,0.7825909043065197,2,5,0.7090828669079459,3,5,0.7258573460197466,3,4,0.7243692994136386,1,10,0.7051799625871907,10,8,0.8673595089429591,1,8,0.7043491124489758,4,10,0.7784667224771576,1,12,0.704349111957635,7,9,0.8679166853152706,1,2,0.6349339443999803,10,11,0.7186608473850955
98,7,9,0.8714610652941204,7,12,0.8706142646184469,6,9,0.7451862466529383,1,5,0.5032226680809289,4,5,0.559527841455434,5,7,0.7478601596512231,7,13,0.6724981433745206,9,13,0.7256089525278914,8,10,0.8699674836387449,1,5,0.5032226680809289,7,8,0.870614264786133,4,3,0.7318892407777486,2,12,0.8629306580643153,8,13,0.7209365631019096,1,5,0.5032226680809289,7,8,0.870614264786133,7,13,0.6724981433745206,13,6,0.4123697673811012,8,4,0.7838510382581997,2,3,0.8318336553116733,10,8,0.8699674836387449,1,8,0.7111571666201001,7,8,0.870614264786133,5,12,0.7852786709778344,2,5,0.7167593620964544,7,8,0.870614264786133,4,11,0.6226985013384111
99,5,8,0.7946202245360302,4,13,0.5116425259041593,10,12,0.8739862358044477,8,9,0.872537568411486,7,9,0.8772163974558014,2,11,0.7068615526937739,3,6,0.6964799860424998,5,10,0.7952893378534396,8,2,0.8701147725169748,1,2,0.6573248698014056,2,5,0.729029327088587,1,8,0.7221720928369952,2,3,0.841605742739689,6,2,0.6787001014456027,6,8,0.7529899311227514,7,2,0.848495212090677,9,5,0.7977020103372163,3,2,0.841605742739689,3,7,0.8617813711246819,3,8,0.883389333583609,10,8,0.8739862357144492,1,8,0.7221720928369952,8,9,0.872537568411486,2,10,0.8705896386174816,2,4,0.7276094805677469,3,13,0.6672379927449927,4,5,0.5739269897679182
100,5,8,0.785029215396799,10,1,0.7102723798974955,2,4,0.7180414402397086,8,13,0.7220931216303541,1,8,0.7094809299726806,2,3,0.832765625611331,3,5,0.7361551696945112,7,8,0.8672806918736197,2,3,0.832765625611331,4,5,0.564123384787778,8,10,0.864630339872309,1,8,0.7094809299726806,3,4,0.7346821982082938,10,5,0.7857079204048067,6,11,0.5027926524411689,3,10,0.8749439617113111,6,9,0.7454406614804978,3,5,0.7361551696945112,5,8,0.785029215396799,1,2,0.6447751878517478,10,8,0.864630339872309,1,8,0.7094809299726806,8,12,0.8644477735347125,8,10,0.864630339872309,3,4,0.7346821982082938,4,9,0.7866998636694458,2,3,0.832765625611331
101,1,4,0.5046797555097977,2,3,0.8327650920580884,5,8,0.7857261679507523,3,8,0.8751993665046602,1,13,0.4042885815152212,12,13,0.7212347440435072,5,6,0.5664689879248349,2,11,0.6942499225835399,9,5,0.7888570777505176,9,11,0.7206923759235758,2,6,0.6651344913515385,1,4,0.5046797555097977,4,13,0.4985561556706063,12,3,0.8751993662542902,2,7,0.8392800181455755,5,8,0.7857261679507523,1,2,0.6451418440954184,3,12,0.8751993662542902,10,12,0.8658858924286084,1,11,0.4897837366076257,10,8,0.865885892347893,1,8,0.7106371649288185,5,7,0.7496975717951841,5,3,0.7363757237051725,1,9,0.7142900155208213,1,2,0.6451418440954184,3,4,0.7349226434178202
