,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r,o-a0,o-a1,o-r,p-a0,p-a1,p-r,q-a0,q-a1,q-r,r-a0,r-a1,r-r,s-a0,s-a1,s-r,t-a0,t-a1,t-r,top-a0,top-a1,top-r,baseline-a0,baseline-a1,baseline-r,u-a0,u-a1,u-r,v-a0,v-a1,v-r,w-a0,w-a1,w-r,x-a0,x-a1,x-r,y-a0,y-a1,y-r
25,25,25,25,25,2,10,0.8785489875081465,10,3,0.8918231663517763,10,3,0.8918231663517763,10,9,0.8837372506279005,9,10,0.8837372506279005,10,9,0.8837372506279005,3,10,0.8918231663517763,3,10,0.8918231663517763,3,10,0.8918231663517763,3,10,0.8918231663517763,8,11,0.7465953581800644,8,12,0.8847063089627932,8,13,0.7392903112790232,8,10,0.884894948129991,8,13,0.7392903112790232,8,12,0.8847063089627932,8,12,0.8847063089627932,8,12,0.8847063089627932,8,7,0.8855925596712091,8,12,0.8847063089627932,10,8,0.884894948129991,1,8,0.7331215126531356,2,9,0.8797975853558008,9,10,0.8837372506279005,9,10,0.8837372506279005,8,2,0.8780595754142435,10,8,0.884894948129991
26,26,26,26,26,2,10,0.8782313067455699,10,3,0.8910835954250298,10,3,0.8910835954250298,10,9,0.8838656340694796,9,10,0.8838656340694796,10,9,0.8838656340694796,3,10,0.8910835954250298,3,10,0.8910835954250298,3,10,0.8910835954250298,3,10,0.8910835954250298,8,11,0.7459923185522099,8,12,0.8847808023432244,8,13,0.739501895902334,8,10,0.8849688112040326,8,13,0.739501895902334,8,12,0.8847808023432244,8,12,0.8847808023432244,8,12,0.8847808023432244,8,7,0.8854382567068023,8,12,0.8847808023432244,10,8,0.8849688112040326,1,8,0.7306856177879228,2,9,0.8795345913356689,9,10,0.8838656340694796,9,10,0.8838656340694796,8,2,0.8777419704042474,10,8,0.8849688112040326
27,27,27,27,27,2,10,0.8790652428633744,10,3,0.8917847959815725,10,3,0.8917847959815725,10,9,0.8814466305517589,9,10,0.8814466305517589,10,9,0.8814466305517589,3,10,0.8917847959815725,3,10,0.8917847959815725,3,10,0.8917847959815725,3,10,0.8917847959815725,8,11,0.7449609701816385,8,12,0.8825737238666174,8,13,0.744395627082961,8,10,0.8827364386890939,8,13,0.744395627082961,8,12,0.8825737238666174,8,12,0.8825737238666174,8,12,0.8825737238666174,8,7,0.885125459193563,8,12,0.8825737238666174,10,8,0.8827364386890939,1,8,0.7326589336925906,2,9,0.880211393826735,9,10,0.8814466305517589,9,10,0.8814466305517589,8,2,0.8786002864972767,10,8,0.8827364386890939
28,28,28,28,28,2,10,0.8754385875343849,10,3,0.8885278862582104,10,3,0.8885278862582104,10,9,0.8781192959515298,9,10,0.8781192959515298,10,9,0.8781192959515298,3,10,0.8885278862582104,3,10,0.8885278862582104,3,10,0.8885278862582104,3,10,0.8885278862582104,8,11,0.7399475525238092,8,12,0.8792208714600551,8,13,0.739080032297823,8,10,0.879391479852135,8,13,0.739080032297823,8,12,0.8792208714600551,8,12,0.8792208714600551,8,12,0.8792208714600551,8,7,0.8816122925830818,8,12,0.8792208714600551,10,8,0.879391479852135,1,8,0.7280773161948288,2,9,0.8765940097983833,9,10,0.8781192959515298,9,10,0.8781192959515298,8,2,0.874966010038916,10,8,0.879391479852135
29,29,29,29,29,2,10,0.8776717351034896,10,3,0.8906254171773749,10,3,0.8906254171773749,10,9,0.8808594761355976,9,10,0.8808594761355976,10,9,0.8808594761355976,3,10,0.8906254171773749,3,10,0.8906254171773749,3,10,0.8906254171773749,3,10,0.8906254171773749,8,11,0.743146668779266,8,12,0.8819341237783951,8,13,0.7413477340601689,8,10,0.8821060601361941,8,13,0.7413477340601689,8,12,0.8819341237783951,8,12,0.8819341237783951,8,12,0.8819341237783951,8,7,0.8840170120603956,8,12,0.8819341237783951,10,8,0.8821060601361941,1,8,0.7313449447167653,2,9,0.8788507815066285,9,10,0.8808594761355976,9,10,0.8808594761355976,8,2,0.877198012360149,10,8,0.8821060601361941
30,30,30,30,30,2,10,0.8666342204961844,10,3,0.8806995546428475,10,3,0.8806995546428475,10,9,0.8744313434057064,9,10,0.8744313434057064,10,9,0.8744313434057064,3,10,0.8806995546428475,3,10,0.8806995546428475,3,10,0.8806995546428475,3,10,0.8806995546428475,8,11,0.7311958864330319,8,12,0.8751974013351758,8,13,0.7210073410281563,8,10,0.8754194722676978,8,13,0.7210073410281563,8,12,0.8751974013351758,8,12,0.8751974013351758,8,12,0.8751974013351758,8,7,0.8746272334641131,8,12,0.8751974013351758,10,8,0.8754194722676978,1,8,0.7165675921959471,2,9,0.8680149214132561,9,10,0.8744313434057064,9,10,0.8744313434057064,8,2,0.8661121918273454,10,8,0.8754194722676978
31,31,31,31,31,2,10,0.6941308833918458,10,3,0.7170679301767039,10,3,0.7170679301767039,10,9,0.731083500359111,9,10,0.731083500359111,10,9,0.731083500359111,3,10,0.7170679301767039,3,10,0.7170679301767039,3,10,0.7170679301767039,3,10,0.7170679301767039,8,11,0.6697226065173516,8,12,0.7306108810247673,8,13,0.4976697327393024,8,10,0.7309988776201214,8,13,0.4976697327393024,8,12,0.7306108810247673,8,12,0.7306108810247673,8,12,0.7306108810247673,8,7,0.7123880315774382,8,12,0.7306108810247673,10,8,0.7309988776201214,1,8,0.5091108535629751,2,9,0.6964099274877096,9,10,0.731083500359111,9,10,0.731083500359111,8,2,0.6934460818567505,10,8,0.7309988776201214
32,32,32,32,32,2,10,0.6751058762173474,10,3,0.6992796539227923,10,3,0.6992796539227923,10,9,0.7191870194091307,9,10,0.7191870194091307,10,9,0.7191870194091307,3,10,0.6992796539227923,3,10,0.6992796539227923,3,10,0.6992796539227923,3,10,0.6992796539227923,8,11,0.649740632283267,8,12,0.718223990539625,8,13,0.4655032067078617,8,10,0.718687842398402,8,13,0.4655032067078617,8,12,0.718223990539625,8,12,0.718223990539625,8,12,0.718223990539625,8,7,0.6959245200659332,8,12,0.718223990539625,10,8,0.718687842398402,1,8,0.484458936506451,2,9,0.6777131897469404,9,10,0.7191870194091307,9,10,0.7191870194091307,8,2,0.6743480764968578,10,8,0.718687842398402
33,33,33,33,33,2,10,0.6690944579309446,10,3,0.6933074286648956,10,3,0.6933074286648956,10,9,0.7140081773287159,9,10,0.7140081773287159,10,9,0.7140081773287159,3,10,0.6933074286648956,3,10,0.6933074286648956,3,10,0.6933074286648956,3,10,0.6933074286648956,8,11,0.6395209929649024,8,12,0.7129346054707075,8,13,0.4569423177346539,8,10,0.7134141739403228,8,13,0.4569423177346539,8,12,0.7129346054707075,8,12,0.7129346054707075,8,12,0.7129346054707075,8,7,0.6902425782292403,8,12,0.7129346054707075,10,8,0.7134141739403228,1,8,0.4734156493555301,2,9,0.671779067747238,9,10,0.7140081773287159,9,10,0.7140081773287159,8,2,0.6683208291405496,10,8,0.7134141739403228
34,34,34,34,34,2,10,0.6667089544129425,10,3,0.6907804286708308,10,3,0.6907804286708308,10,9,0.7127121492613144,9,10,0.7127121492613144,10,9,0.7127121492613144,3,10,0.6907804286708308,3,10,0.6907804286708308,3,10,0.6907804286708308,3,10,0.6907804286708308,8,11,0.6346201997257024,8,12,0.7115278502466464,8,13,0.4528033183026632,8,10,0.7120196457425042,8,13,0.4528033183026632,8,12,0.7115278502466464,8,12,0.7115278502466464,8,12,0.7115278502466464,8,7,0.688263617441678,8,12,0.7115278502466464,10,8,0.7120196457425042,1,8,0.4678835447992543,2,9,0.6694777544476929,9,10,0.7127121492613144,9,10,0.7127121492613144,8,2,0.6659230728422119,10,8,0.7120196457425042
