,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,a-a0,a-a1,a-r,b-a0,b-a1,b-r,c-a0,c-a1,c-r,d-a0,d-a1,d-r,e-a0,e-a1,e-r,f-a0,f-a1,f-r,g-a0,g-a1,g-r,h-a0,h-a1,h-r,i-a0,i-a1,i-r,j-a0,j-a1,j-r,k-a0,k-a1,k-r,l-a0,l-a1,l-r,m-a0,m-a1,m-r,n-a0,n-a1,n-r,o-a0,o-a1,o-r,p-a0,p-a1,p-r,q-a0,q-a1,q-r,r-a0,r-a1,r-r,s-a0,s-a1,s-r,t-a0,t-a1,t-r,top-a0,top-a1,top-r,baseline-a0,baseline-a1,baseline-r,u-a0,u-a1,u-r,v-a0,v-a1,v-r,w-a0,w-a1,w-r,x-a0,x-a1,x-r,y-a0,y-a1,y-r
10,10,10,10,10,2,10,0.876884925665494,10,3,0.8909348545511123,10,3,0.8909348545511123,10,9,0.8860793701780809,9,10,0.8860793701780809,10,9,0.8860793701780809,3,10,0.8909348545511123,3,10,0.8909348545511123,3,10,0.8909348545511123,3,10,0.8909348545511123,8,11,0.7501085401665245,8,12,0.8868355683743636,8,13,0.7312790245300465,8,10,0.8870576591716712,8,13,0.7312790245300465,8,12,0.8868355683743636,8,12,0.8868355683743636,8,12,0.8868355683743636,8,7,0.8853297083870896,8,12,0.8868355683743636,10,8,0.8870576591716712,1,8,0.7337702144915481,2,9,0.8782753424305461,9,10,0.8860793701780809,9,10,0.8860793701780809,8,2,0.8763640109395774,10,8,0.8870576591716712
11,11,11,11,11,2,10,0.8764071138425107,10,3,0.8901659493783979,10,3,0.8901659493783979,10,9,0.8825895990511574,9,10,0.8825895990511574,10,9,0.8825895990511574,3,10,0.8901659493783979,3,10,0.8901659493783979,3,10,0.8901659493783979,3,10,0.8901659493783979,8,11,0.7449035858819104,8,12,0.8835054007337182,8,13,0.7344765996709208,8,10,0.8837066643346627,8,13,0.7344765996709208,8,12,0.8835054007337182,8,12,0.8835054007337182,8,12,0.8835054007337182,8,7,0.8838040765060594,8,12,0.8835054007337182,10,8,0.8837066643346627,1,8,0.7316805037937696,2,9,0.8776829236174809,9,10,0.8825895990511574,9,10,0.8825895990511574,8,2,0.8759058008609819,10,8,0.8837066643346627
12,12,12,12,12,2,10,0.8684183615564904,10,3,0.8826903148539866,10,3,0.8826903148539866,10,9,0.8780487078774103,9,10,0.8780487078774103,10,9,0.8780487078774103,3,10,0.8826903148539866,3,10,0.8826903148539866,3,10,0.8826903148539866,3,10,0.8826903148539866,8,11,0.7361967489403138,8,12,0.8787305944550584,8,13,0.7204316636127547,8,10,0.8789657736930697,8,13,0.7204316636127547,8,12,0.8787305944550584,8,12,0.8787305944550584,8,12,0.8787305944550584,8,7,0.8770462606909574,8,12,0.8787305944550584,10,8,0.8789657736930697,1,8,0.7207593981029982,2,9,0.8698543427265826,9,10,0.8780487078774103,9,10,0.8780487078774103,8,2,0.8678842799908617,10,8,0.8789657736930697
13,13,13,13,13,2,10,0.8504865855971966,10,3,0.8654113033662143,10,3,0.8654113033662143,10,9,0.8621192354063201,9,10,0.8621192354063201,10,9,0.8621192354063201,3,10,0.8654113033662143,3,10,0.8654113033662143,3,10,0.8654113033662143,3,10,0.8654113033662143,8,11,0.7105795381134449,8,12,0.8626079297001781,8,13,0.6964672777430692,8,10,0.8628758400318411,8,13,0.6964672777430692,8,12,0.8626079297001781,8,12,0.8626079297001781,8,12,0.8626079297001781,8,7,0.8598670755268013,8,12,0.8626079297001781,10,8,0.8628758400318411,1,8,0.6942822728694462,2,9,0.8520440363948677,9,10,0.8621192354063201,9,10,0.8621192354063201,8,2,0.8499201208963633,10,8,0.8628758400318411
14,14,14,14,14,2,10,0.8798587960836799,10,3,0.8937743581433557,10,3,0.8937743581433557,10,9,0.890490638081929,9,10,0.890490638081929,10,9,0.890490638081929,3,10,0.8937743581433557,3,10,0.8937743581433557,3,10,0.8937743581433557,3,10,0.8937743581433557,8,11,0.7565518248428991,8,12,0.8911734672125998,8,13,0.7333253381506408,8,10,0.8914022714184381,8,13,0.7333253381506408,8,12,0.8911734672125998,8,12,0.8911734672125998,8,12,0.8911734672125998,8,7,0.8888033251490721,8,12,0.8911734672125998,10,8,0.8914022714184381,1,8,0.7369558617652109,2,9,0.881307123352691,9,10,0.890490638081929,9,10,0.890490638081929,8,2,0.879331555999362,10,8,0.8914022714184381
15,15,15,15,15,2,10,0.8772987122458799,10,3,0.8910730812163152,10,3,0.8910730812163152,10,9,0.8904735938230914,9,10,0.8904735938230914,10,9,0.8904735938230914,3,10,0.8910730812163152,3,10,0.8910730812163152,3,10,0.8910730812163152,3,10,0.8910730812163152,8,11,0.7534712982038744,8,12,0.8909650229251558,8,13,0.7279599094604539,8,10,0.891212961646064,8,13,0.7279599094604539,8,12,0.8909650229251558,8,12,0.8909650229251558,8,12,0.8909650229251558,8,7,0.8871478550044403,8,12,0.8909650229251558,10,8,0.891212961646064,1,8,0.7322358401530216,2,9,0.8788965333706564,9,10,0.8904735938230914,9,10,0.8904735938230914,8,2,0.87675268201213,10,8,0.891212961646064
16,16,16,16,16,2,10,0.8781559217154481,10,3,0.8920318748281857,10,3,0.8920318748281857,10,9,0.8876384399675699,9,10,0.8876384399675699,10,9,0.8876384399675699,3,10,0.8920318748281857,3,10,0.8920318748281857,3,10,0.8920318748281857,3,10,0.8920318748281857,8,11,0.7517148850947057,8,12,0.888370318030689,8,13,0.7326153180129767,8,10,0.8885932240206279,8,13,0.7326153180129767,8,12,0.888370318030689,8,12,0.888370318030689,8,12,0.888370318030689,8,7,0.8867050051944698,8,12,0.888370318030689,10,8,0.8885932240206279,1,8,0.7343566844198272,2,9,0.8795685290939088,9,10,0.8876384399675699,9,10,0.8876384399675699,8,2,0.8776340895524458,10,8,0.8885932240206279
17,17,17,17,17,2,10,0.8711971508848314,10,3,0.8854975256407908,10,3,0.8854975256407908,10,9,0.8850356761572233,9,10,0.8850356761572233,10,9,0.8850356761572233,3,10,0.8854975256407908,3,10,0.8854975256407908,3,10,0.8854975256407908,3,10,0.8854975256407908,8,11,0.7461110901367045,8,12,0.8854823562848587,8,13,0.7192642698566847,8,10,0.8857422377704812,8,13,0.7192642698566847,8,12,0.8854823562848587,8,12,0.8854823562848587,8,12,0.8854823562848587,8,7,0.881289667848232,8,12,0.8854823562848587,10,8,0.8857422377704812,1,8,0.7248750565791504,2,9,0.8728146315183105,9,10,0.8850356761572233,9,10,0.8850356761572233,8,2,0.8706396251785365,10,8,0.8857422377704812
18,18,18,18,18,2,10,0.866563043455167,10,3,0.8811503770654504,10,3,0.8811503770654504,10,9,0.8789390215072699,9,10,0.8789390215072699,10,9,0.8789390215072699,3,10,0.8811503770654504,3,10,0.8811503770654504,3,10,0.8811503770654504,3,10,0.8811503770654504,8,11,0.7375111712843498,8,12,0.8794582889284832,8,13,0.7147725712840053,8,10,0.8797145587759652,8,13,0.7147725712840053,8,12,0.8794582889284832,8,12,0.8794582889284832,8,12,0.8794582889284832,8,7,0.8761561990456667,8,12,0.8794582889284832,10,8,0.8797145587759652,1,8,0.7188218132262294,2,9,0.8681168075816312,9,10,0.8789390215072699,9,10,0.8789390215072699,8,2,0.8660087757140855,10,8,0.8797145587759652
19,19,19,19,19,2,10,0.8689688610711295,10,3,0.8833721265751582,10,3,0.8833721265751582,10,9,0.880260423585605,9,10,0.880260423585605,10,9,0.880260423585605,3,10,0.8833721265751582,3,10,0.8833721265751582,3,10,0.8833721265751582,3,10,0.8833721265751582,8,11,0.7397567296863626,8,12,0.8808540407602896,8,13,0.7192024437870459,8,10,0.8810996491608138,8,13,0.7192024437870459,8,12,0.8808540407602896,8,12,0.8808540407602896,8,12,0.8808540407602896,8,7,0.8781726856110489,8,12,0.8808540407602896,10,8,0.8810996491608138,1,8,0.7220911261917791,2,9,0.8704707882861614,9,10,0.880260423585605,9,10,0.880260423585605,8,2,0.8684249421778654,10,8,0.8810996491608138
20,20,20,20,20,2,10,0.874203205926059,10,3,0.8877897168893902,10,3,0.8877897168893902,10,9,0.8829463837366891,9,10,0.8829463837366891,10,9,0.8829463837366891,3,10,0.8877897168893902,3,10,0.8877897168893902,3,10,0.8877897168893902,3,10,0.8877897168893902,8,11,0.7427905553673182,8,12,0.8836815426330284,8,13,0.7294484893499706,8,10,0.8839021361401544,8,13,0.7294484893499706,8,12,0.8836815426330284,8,12,0.8836815426330284,8,12,0.8836815426330284,8,7,0.8825116177883339,8,12,0.8836815426330284,10,8,0.8839021361401544,1,8,0.7265324457438185,2,9,0.8756157002111643,9,10,0.8829463837366891,9,10,0.8829463837366891,8,2,0.8736829989157284,10,8,0.8839021361401544
21,21,21,21,21,2,10,0.8621968723325131,10,3,0.876400565050939,10,3,0.876400565050939,10,9,0.8725127628721183,9,10,0.8725127628721183,10,9,0.8725127628721183,3,10,0.876400565050939,3,10,0.876400565050939,3,10,0.876400565050939,3,10,0.876400565050939,8,11,0.7269133825553431,8,12,0.8731115113882887,8,13,0.7129112719274526,8,10,0.8733557903436215,8,13,0.7129112719274526,8,12,0.8731115113882887,8,12,0.8731115113882887,8,12,0.8731115113882887,8,7,0.8710875324966338,8,12,0.8731115113882887,10,8,0.8733557903436215,1,8,0.7090247814626481,2,9,0.8636950074337836,9,10,0.8725127628721183,9,10,0.8725127628721183,8,2,0.8616533189964745,10,8,0.8733557903436215
22,22,22,22,22,2,10,0.8610477293906629,10,3,0.8751426071465873,10,3,0.8751426071465873,10,9,0.8685978575474579,9,10,0.8685978575474579,10,9,0.8685978575474579,3,10,0.8751426071465873,3,10,0.8751426071465873,3,10,0.8751426071465873,3,10,0.8751426071465873,8,11,0.7219759913002375,8,12,0.8693540513454565,8,13,0.7148154822091579,8,10,0.8695791870059795,8,13,0.7148154822091579,8,12,0.8693540513454565,8,12,0.8693540513454565,8,12,0.8693540513454565,8,7,0.8689712091165709,8,12,0.8693540513454565,10,8,0.8695791870059795,1,8,0.7080746795393842,2,9,0.8624304919428366,9,10,0.8685978575474579,9,10,0.8685978575474579,8,2,0.8605224004707124,10,8,0.8695791870059795
23,23,23,23,23,2,10,0.8743944108404712,10,3,0.8873052387657483,10,3,0.8873052387657483,10,9,0.8764679497448251,9,10,0.8764679497448251,10,9,0.8764679497448251,3,10,0.8873052387657483,3,10,0.8873052387657483,3,10,0.8873052387657483,3,10,0.8873052387657483,8,11,0.7371888942683418,8,12,0.8775952694821619,8,13,0.7388503630107439,8,10,0.8777613723528298,8,13,0.7388503630107439,8,12,0.8775952694821619,8,12,0.8775952694821619,8,12,0.8775952694821619,8,7,0.880361163335311,8,12,0.8775952694821619,10,8,0.8777613723528298,1,8,0.726374776123837,2,9,0.8755330792658651,9,10,0.8764679497448251,9,10,0.8764679497448251,8,2,0.8739259931261072,10,8,0.8777613723528298
24,24,24,24,24,2,10,0.8798130547253848,10,3,0.8930345437571481,10,3,0.8930345437571481,10,9,0.8848647475264031,9,10,0.8848647475264031,10,9,0.8848647475264031,3,10,0.8930345437571481,3,10,0.8930345437571481,3,10,0.8930345437571481,3,10,0.8930345437571481,8,11,0.7487277365797302,8,12,0.885850444779843,8,13,0.7410734083720232,8,10,0.8860363991703832,8,13,0.7410734083720232,8,12,0.885850444779843,8,12,0.885850444779843,8,12,0.885850444779843,8,7,0.8868038712830604,8,12,0.885850444779843,10,8,0.8860363991703832,1,8,0.7347894912424389,2,9,0.8810506158328971,9,10,0.8848647475264031,9,10,0.8848647475264031,8,2,0.8793262997286403,10,8,0.8860363991703832
